Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
12,166,Pulleys in a flight control system are made from.,C,stainless steel.,brass.,Tufnol or aluminium alloy.
12,167,The mixing unit connects.,B,the engine fuel and air.,the cyclic and collective controls.,the pitot and static systems.
12,168,How does a semi-rigid rotor overcome dissymmetry of lift?.,A,A teetering head.,Drag hinges.,Flapping hinges.
12,169,The tail rotor is subject to.,C,negative torque.,both positive and negative torque.,positive torque.
12,170,A tension regulator in the flight control cable system of a large all metal helicopter is used primarily to.,A,retain a set tension.,increase cable tension in cold weather.,decrease cable tension in cold weather.
12,171,Manual trim with the autopilot disengaged is normally achieved by.,A,pressing the trim release button and moving the cyclic stick.,dedicated trim switches on the autopilot control panel,moving the 'coolie hat'
12,172,Moving the 'coolie hat' with the autopilot engaged.,A,allows autopilot commands to move the aircraft slowly in pitch and roll.,disengages the autopilot and allows the pilot to manually control the aircraft.,allows autopilot commands to move the aircraft quickly in pitch and roll.
12,173,When in the hover the pilot applies a force on the pedals and the.,C,autopilot disengages.,autopilot stores original heading on the heading..,autopilot integrator and returns aircraft to original heading when motion stops.
12,174,"Where an auxiliary servo unit is used to apply autopilot commands to the controls, feedback is provided by.",A,LVDT.,control synchros.,mechanical feedback through linkages.
12,175,The engagement of an helipilot.,C,can be engaged with just either the roll or the pitch channel.,must have at least the roll channel engaged.,requires all channels to be engaged at the same time.
12,176,A dual helipilot develops a single channel runaway. The twin actuator position indicator will display.,C,one indicator central the other on full scale deflection.,"both indicators at full scale deflection, in the same direction.",both indicators at full scale deflection at opposite ends.
12,177,The attitude of a helicopter about the normal axis is controlled by the variation of.,C,tail rotor cyclic pitch.,collective pitch.,tail rotor collective pitch.
12,178,Each individual blade of a semi-rigid rotor system is able to independently.,C,"flap, feather and drag.",flap only.,flap and feather.
12,179,If the c of g of a helicopter is aft of its permitted range it will.,A,prevent the pilot from attaining maximum forward speed.,have no noticeable effect.,prevent the pilot from attaining maximum rearward speed.
12,180,A series actuator will cause movement of the.,C,pilots control and the control run.,pilots control only.,control run only.
12,181,A series actuator in a helicopter autopilot system has.,A,10% authority.,50% authority.,full authority.
12,182,If a pilot is slow to put down collective after engine failure.,C,RPM stays the same.,RPM increases.,RPM decreases.
12,183,A tracking check is to ensure that.,A,all blades make the same tip path.,all actuators are at neutral.,the coning angle is correct.
12,184,Tracking on a helicopter means.,A,that all the main rotor blades travel in the same tip path plane.,that the tail rotor keeps the aircraft on the correct track during forward flight.,that the blades are subjected to leading edge hecks with a straight edge.
12,185,Range of movements of power operated helicopter controls are limited by.,B,travel of the jack body.,mechanical stops in the control system.,travel of the jack ram.
12,186,"When carrying out blade tracking, using the flag method.",A,the collective pitch lever would be fully down.,the collective pitch lever would be mid-way between the down stop and the up stop.,the cyclic stick would be fully forward.
12,187,What is the process called on a semi-rigid rotor head where the blade C of G is put into the correct position?.,A,Aligning.,Tracking.,Flapping.
12,188,Vibration in a rotor head is reduced by.,C,a swash plate.,a scissor link.,a Bifilar Pendulum Absorber vibration assembly.
12,189,Medium vibration of 4 to 6 times per revolution is experienced on a helicopter. The primary control method is.,A,design of engine and gearbox supports.,inspect loose fixtures and fittings.,inspect main rotor head and main drive shaft.
12,190,What causes lateral vibration?.,C,Tail drive shaft misalignment.,Loose load/vibration absorber.,Main rotor head.
12,191,A soft hydraulic damper causes.,A,1/rev lateral vibration.,1/rev lateral and vertical vibration.,1/rev vertical vibration.
12,192,With vibrations from a tail rotor and aggravated by movements of the rotor peddles the fault is.,A,in the drive system.,play in the feathering control links.,play in the control rods and cables.
12,193,The purpose of the scissor links on a swash plate are.,C,to drive the driven part of the swash plate and hold the fixed part.,hold both parts of the swash plate together.,transmit drive from the gearbox to the driven part of the swash plate.
12,194,The clutch on a piston helicopter is positioned.,B,between the engine and the engine reduction gearbox.,between the engine reduction gearbox and the main rotor gearbox.,between the main rotor gearbox and the rotor head.
12,195,A rotor brake is located.,B,between the engine and the free power turbine.,between the main rotor gearbox and the rotor head.,between the free power turbine and the main rotor gearbox.
12,196,The intermediate gearbox is.,C,an epicyclic gearbox.,a bevel gearbox.,a reduction gearbox.
12,197,To check for correct meshing on a helical gear you would use.,B,a dial test indicator.,Prussian blue.,feeler gauges.
12,198,The HUMS receives signals from.,C,transponders.,transformers.,transducers.
12,199,The oil system used in helicopter gear boxes is.,A,"pumped oil via replaceable, non-adjustable specific jets.",splash.,"pumped oil via non replaceable, adjustable specific jets."
12,200,On a gear box quill drive with a master shim.,A,shim must stay with gear box.,shim is replaced with quill drive.,"size, thickness + location of shim is given on gearbox."
12,201,When doing a bonding check the maximum resistance between component and earth is.,C,0.005 ohms.,1/50 ohms.,50 milliohms.
12,202,What kind of seal is used on firewall bulkheads?.,A,Fire-proof grommets.,None is required.,Soft rubber.
12,203,How is damage to the nose cone of an helicopter prevented during a lightning strike?.,C,Earthing Strap.,Special paint.,Bonding Strip.
12,204,The two stages in a good adhesive bond are.,B,wetting and gripping.,wetting and Setting.,spreading and setting.
12,205,Tension is the stress of.,A,elongating or stretch.,crush or compression.,twisting.
12,206,A Fuselage Station is a., C,lateral point on helicopter wing.,lateral point on helicopter fuse.,longitudinal point on the helicopter fuselage.
12,207,"Prior to aluminium alloy bonding, we use.",B,solvent etch.,acid etch.,alkaline etch.
12,208,The purpose of a primer is to.,B,provide shiny surface for the topcoat.,help bonding of the topcoat.,provide flexible surface for the top coat.
12,209,Acrylic windows must be able to flex in-situ because they have.,A,larger coefficient of expansion than surrounding structure.,smaller coefficient of expansion than surrounding structure.,slight shrinkage due to age.
12,210,A cargo bay must have signs stating.,C,maximum dimensions.,no hazardous cargo.,maximum loadings.
12,211,Composite materials are bonded by.,A,special paint.,copper wire.,aluminium wire.
12,212,Zone D Cargo compartment windows.,B,are made from fire retardant Perspex.,must be blanked off.,must have blinds pulled down.
12,213,A fire zone in which a crew member could enter to fight a fire is.,C,class B.,class E.,class A.
12,214,ATA Zone 100 is.,A,lower fuselage.,upper fuselage.,the rotor.
12,215,"In semi-monocoque construction, compression loads are taken by.",A,stringers.,frames.,bulkheads.
12,216,The bonding lead to a remote aircraft component must be.,C,22 AWG.,0.25 in wide and 22 AWG.,0.5 in wide.
12,217,Most large transport helicopter skins are.,B,70 75.,20 24.,50 56.
12,218,What force is an I-Beam subjected to?.,A,Bending.,Tension.,Shear.
12,219,A radome is protected from static electricity build-up by.,C,bonding strips.,special conductive grease.,conductive paint.
12,220,"Which of the following statements is correct, in relation to PLI washers used in critical bolted joints?.",C,PLI washers can be affected by thread or nut friction or by lubrication.,"PLI washers can be used more than once, providing they are used in critical bolted joints.",PLI washers can only be used with self locking nuts and the washers should be used once.
12,221,Precise points are located on an helicopter by a system of.,B,"frame stations, vertical lines and lateral lines.","frame stations, water lines and buttock lines.","longitudinal, vertical and lateral lines."
12,222,Windscreen delamination is.,B,bubbling of the glass due to overheat.,separation of the glass from the vinyl interlayer.,windscreen peeling away from the airframe.
12,223,What is the ideal storage temperature for windscreen panels?.,B,30 °C to 50 °C.,50 °F to 70 °F.,50 °C to 70 °C.
12,224,What is the maximum temperature of warm water which is used to clean dirty aircraft acrylic panels?.,A,104 °F.,125 °F.,40 °F.
12,225,What opposes buckling in a semi-monocoque structure?.,B,Frames.,Stringers.,Bulkheads.
12,226,Which of the following is an example of a failsafe structure?.,C,Spar.,Longeron.,Stringer.
12,227,Damage tolerant design.,C,is applied only to secondary structure.,allows for damage to structure by distributing loads to other structure.,allows for certain damage to the structure to go un-repaired between scheduled maintenance.
12,228,In the ATA 100 zonal system the passenger entry door will have a designation of.,A,800.,400.,600.
12,229,"In a monocoque structure, which component carries the majority of the loads?.",C,Longerons.,Stringers.,Skin.
12,230,Which anti-corrosive treatment is found on alloy steels?.,B,Zinc plating.,Cadmium plating.,Nickel plating.
12,231,What material can be chromated as a protection against corrosion?.,A,Magnesium alloys.,Ferrous alloys.,Aluminium alloys.
12,232,"When carrying out a symmetry check on a large aircraft, what method of measurement is normally used?.",B,Lateral alignment method.,Steel tape and spring balance.,Longitudinal alignment method.
12,233,How are passenger seats secured to the floor?.,B,By the front legs while the back attachment provides anti rattle.,By the back legs while the front attachment provides anti rattle.,By both front and back legs.
12,234,A material commonly used for bulkhead sealing is.,A,soft rubber.,PTFE.,aluminium.
12,235,Shear stress is described as.,B,pulling forces.,slip away under the action of forces.,compressing forces.
12,236,The ground cable must be.,B,single strand 18 AWG.,single strand copper wire 0.5 in. cross sectional area.,copper stranded 0.5 in. cross sectional area.
12,237,Paint remover substances.,B,should only be used once.,are damaging to some aircraft parts.,are not damaging to any aircraft parts.
12,238,How is the radome protected from lightning strike?.,A,Diverter strips.,Special paint.,Special grease on the hinges.
12,239,To remove a rivet.,B ,"chisel off the rivet head, and remove the shank with a metal punch.","drill the head with a drill bit the same size as the rivet shank, chisel off the rivet head, and remove the shank with a metal punch.","drill the head with a drill bit slightly smaller than the rivet shank, chisel off the rivet head, and remove the shank with a metal punch."
12,240,"When acrylic and sheet metal is joined together, allowance should be made for.",C,expansion of the metal due to heat.,galvanic corrosion of the metal.,expansion of the acrylic due to heat.
12,241,"If you short the two prongs with the single prong of a bonding tester together, what would the gauge read?.",C,Centre scale.,Full scale deflection.,Zero.
12,242,Battery trays are.,C,metal for earthing purposes.,absorbent to soak up electrolyte.,metal with PVC coating and anti corrosive paint.
12,243,The primary purpose of sealant in use in pressurised aircraft is.,A,to seal the cabin.,to prevent corrosion.,to provide external streamlining.
12,244,Which of the following is Perspex resistant to?.,A,Kerosene.,MEK.,Acetone.
12,245,"When installing a 'Hi-lock' bolt, it is necessary to.",B,lubricate the collar.,simply fit the bolt as they are prelubricated.,lubricate the shank and threads.
12,246,The web of an 'I' beam takes mainly which type of load?.,B,Tension.,Shear.,Bending.
12,247,"A condition after which a permanent deformation of a material is caused, is known as.",A,strain.,bending.,shear.
12,248,Sealant or levelling compound is installed during structure repair.,A,according to AMM and SRM chapter 51.,according to SB instructions.,according to separate manufacturer's documentations such as BAC.
12,249,The purpose of the vinyl interlayer in window construction is.,A,to improve on brittle behaviour.,to increase static strength.,to enable inclusion of heater film.
12,250,Semi-monocoque construction.,A,offers good damage resistance.,utilizes the safe-life design concept.,is used only for the fuselage.
12,251,Most radio aerials are.,B,insulated from the fuselage.,bonded.,not bonded.
12,252,"A bonded waffle doubler, as well as acting as a skin strengthener, also acts as a.C20",C,jury strut.,shear tie.,tear stopper.
12,253,What are the faying surfaces of a repair?.,A,Material under repair.,Edges of repair metal.,Middle of repair.
12,254,Why is a joggle joint used?.,C,So countersunk rivets do not need to be used.,Added strength.,Smooth contour of surface.
12,255,Secondary bonding is usually provided with.,B,stranded copper 0.25 inch.,18 AWG.,single strand 0.25 inch.
12,256,The term 'empennage' incorporates.,A,"tail rotor, vertical stabilizer and tail rotor gearbox.","landing gear, wheels, brakes and tyres.","rotor blades, rotor head and main gearbox."
12,257,Dissimilar metal fusion bonding is best for.,C,"high strength, high toughness.","low strength, high toughness.","high strength, high ductility."
12,258,The ideal conditions for paint spraying an aircraft are.,A,15 °C to 25 °C and humidity below 75%.,20 °C to 30 °C and humidity below 70%.,15 °C to 25 °C and humidity above 60%.
12,259,The helicopter's normal axis is.,C,"through the centre of lift, perpendicular to air flow.","through the centre of gravity, between the main and tail rotor.","through the centre of gravity, perpendicular to longitudinal and lateral axis."
12,260,Water Lines (WLs) are measured points on a.,B,wing line.,vertical line.,horizontal line.
12,261,What are the types of true bonded joints?.,C,Mechanical and cemented.,Cemented and specific.,Mechanical and specific.
12,262,The various parts of the helicopter airframe are maintained at the same potential by.,A,bonding.,earthing.,static wicks.
12,263,Why is a joggle joint used?.,A,To provide a flush fit.,To add strength.,To provide a smooth contour to surface.
12,264,On passenger helicopter of two or more zones.,A,there should be at least one exit per zone.,the seat backs fold forward at emergency exits.,the emergency exits are to be clearly signed.
12,265,The cross sectional area of a secondary conductor must be not less than.,A,18 SWG for a single wire.,22 SWG * 0.5.,22 SWG * 0.25.
12,266,"When both sides of a structural repair are not easily reached, which type of fastener would you use?.",A,Blind rivet.,Hi lock bolt.,Pop rivet.
12,267,What governs the ultimate fatigue life of an helicopter?.,A,Flying Hours.,Pressure Cycles.,Landings.
12,268,Class D cargo bay windows require.,B,the blind down for flight.,fire proof coatings.,double acrylic panels.
12,269,Cargo bay panels are normally constructed from.,A,Fibreglass and resin.,monolithic Nomex.,Kevlar.
12,270,With regard to extraneous spilt fluids.,A,they may be harmful to the aircraft structure.,"they can be ignored, they provide extra protection.",they should only be cleaned up if they are on the external surface of the aircraft.
12,271,The main forces on an helicopter structure are.,C,"tension, compression, twisting and shear.","tension, compression, torsion and strain.","tension, compression, torsion and shear."
12,272,The life of the helicopter structure is counted by.,A,flying hours.,pressurization cycle.,landings.
12,273,What are buttock lines?.,B,Horizontal measurement lines.,Measurements from the centre line.,Vertical measurement lines.
12,274,"Helicopter fibreglass panels are protected against lighting strikes, partially by.",C,non-conductive paint.,bonding.,conductive paint.
12,275,Directional axis of a helicopter.,A,passes through the c of g of the helicopter.,passes through the centre of lift at right angles to relative air flow (RAF).,half way between the main and tail rotor.
12,276,A member taking a compression load is called a.,C,beam.,cable.,strut.
12,277,The main longitudinal members in a fuselage are called.,B,spars.,longerons.,frames.
12,278,Skin panels may be strengthened by.,B,struts.,stringers.,cleats.
12,279,What is the normal form of construction of a spar?.,A,Two booms separated by a web.,One boom mounted under a web.,Two webs separated by a boom
12,280,A partition within the helicopter's structure is called a.,B,cleat.,bulkhead.,frame.
12,281,A crack stopper is fitted.,A,"before a crack starts, to slow its rate of propagation.","before a crack starts, to prevent its initiation.","after a crack starts, to slow its rate of propagation."
12,282,Which of the following should be accomplished before jacking an helicopter?.,B,Remove all optional equipment.,Install critical stress panels or plates.,Determine the fuel tanks are empty.
12,283,Stringers are used in which of the following types of helicopter fuselage construction?.,A,Semi-monocoque.,Monocoque.,Truss type.
12,284,"Synthetic resins are made from nylon, vinyl and.",C,asphalt.,cellulose.,acrylics.
12,285,What load is a tie rod designed to accept?.,C,Torsion.,Bending.,Tensile.
12,286,"When inspecting stowage doors, special attention should be given to the.",C,light micro-switches.,trim.,catches.
12,287,"Seat track cutouts provide for various seat spacings, usually in.",A,one inch increments.,one foot increments.,half inch increments.
12,288,Wall mounted flight attendant seats are fixed to.,B,tracks.,stanchions.,rails.
12,289,"If a colour is used to identify primary structure, it will be.",A,red.,yellow.,green.
12,290,Which of the following is primary structure?.,B,Stringer.,Skin.,Frame.
12,291,Windshields are heated to.,C,maintain strength and toughness only.,prevent misting and icing only.,"demist, ant-ice and maintain strength and toughness."
12,292,The internal doors of an aircraft.,A,never carry pressure loads.,only carry pressure loads when the aircraft is at cruise altitude.,carry pressure loads.
12,293,A pressure door warning light illuminates only when the door is.,B,locked.,not locked.,not fully opened.
12,294,If an electrically operated cargo door lifting actuator fails. It may be operated.,C,be electrical ground power.,by alternate actuators.,manually by winding.
12,295,One of the advantages of the semi-monocoque construction is that it.,B,is easier to manufacture.,shares the loads.,takes all the loads in the skin.
12,296,Fuselage station numbers are measured from the front of the helicopter in.,A,inches.,feet.,feet and inches.
12,297,"In a fully monocoque fuselage, all the loads are carried by the.",C,frames.,longerons.,skin.
12,298,Structure with built-in redundancy is called.,C,safe life.,double safe.,failsafe.
12,299,"After installation of an acrylic window panel, protective paper and adhesive remaining on the panel may be removed by use of soap and water and.",B,MEK.,Methylated spirits.,Cellulose thinners.
12,300,"If heat is applied to the vinyl interlayer of an aircraft windscreen, its ability to withstand impact will.",A,increase.,decrease.,not change.
12,301,Stress.,A,is the load per unit area acting on a material.,is the property of a material to resist fracture.,is the deformation of a material caused by applied load.
12,302,"When fitting a transparent plastic panel (acrylic) to a metal frame, provision must be made for the relative movement of the panel and the frame for the reason of.",B,the lower coefficient of expansion of the transparent panel when compared with the frame.,the higher coefficient of expansion of the transparent panel when compared with the frame.,the known slight shrinkage of the panel due to ageing.
12,303,Perspex is resistant to.,C,Acetone.,C.T.C.,Paraffin.
12,304,"A piece of structure which must be replaced at a specified number of cycles, flying hours or years, regardless of its physical condition is what type of item?.",A,Safe-life.,Fail-safe.,Condition monitored.
12,305,"If you are unable to identify a structure 'classification' as either Primary or Secondary,what action should you adopt?.",C,Grade it as secondary.,Paint it red and stamp it as tertiary.,Upgrade it to primary.
12,306,Intercostals are.,B,vertical struts joining the upper and lower wings of a biplane.,longitudinal fuselage members attached at each end to adjacent frames.,compression ribs in cantilever wings.
12,307,Safe-life is.,B,the maximum number of flying hours that should elapse before a major structural failure occurs.,the minimum number of flying hours that should elapse before a major structural failure occurs.,the sharing of loads between adjacent members.
12,308,"On an inspection, you are aware of vinyl bubbling. What action is required?.",C,Replace the defective window.,No action is required with this defect.,Only replace the window if the bubbling affects vision.
12,309,Bending stresses are a combination of.,C,torsional and compression stresses.,tension and shear stresses.,tension and compression stresses.
12,310,Joints that are designed to stop the propagation of cracks are known as.,C,crack limiting joints.,secondary joints.,failsafe joints.
12,311,A plug type window is fitted.,B,from either side.,from the inside.,from the outside.
12,312,The Airworthiness Notice that refers to structural surveys is.,A,Notice 89.,Notice 79.,Notice 65.
12,313,Drain valves are normally closed by.,C,rubber strips.,spring pressure.,cabin air pressure.
12,314,Structural survey inspections are normally called up by the.,B,operator.,manufacturer.,maintenance engineer.
12,315,A cargo compartment in which there is a separate approved smoke or fire detector system to give warning and means to shut off the ventilating airflow to the compartment is a.,A,Class 'E' compartment.,Class 'C' compartment.,Class 'B' compartment.
12,316,"If an helicopter has alkaline batteries, the battery compartment drain pipes will be.",B,aluminium alloy.,stainless steel.,plastic.
12,317,An overweight landing is one in which the aircraft has.,C,an excessive fuel load on take-off.,a missed placed centre of gravity on landing.,too much kinetic energy on landing.
12,318,Symmetry checks should be carried out.,B,in the hangar with the aircraft on its wheels.,in the hanger with the aircraft on jacks.,on the ramp with the aircraft on its wheels.
12,319,Where is Zone 323?.,A,Tip of vertical stabiliser.,Between front and rear spar.,Between rear spar and trailing edge.
12,320,The purpose of a wash primer and primer is to.,C,provide more aerodynamic finish for top-coat.,provide a flexible surface for top-coat.,help bonding for top-coat.
12,321,"To prevent a system being affected by high current flows after a lightning strike to a composite aircraft, electricity is discharged through.",C,a sprayed coat of conductive paint.,a sprayed coat of non-conductive paint.,electrically connected primary conductors.
12,322,A structural member intended to resist compression is a.,B,tie.,strut.,web.
12,323,"An helicopter structure, having multiple load paths, is known as a.",A,fail-safe design.,monocoque design.,safe-life design.
12,324,Dents are generally not permitted in a tubular member.,B,if they are located in the middle third of the length of the member.,if they are located in the end thirds of the length of the member.,if the major axis of the dent is parallel to the tube axis irrespective of the location.
12,325,"When an item is cocooned, the visual indicator will indicate.",B,toxic gases.,humidity.,temperature.
12,326,Helicopter frames are constructed of.,B,U' section.,'Z' section.,I' section.
12,327,Wrinkling of the skin on the upper surface of the fuselage indicates.,B,hogging.,sagging.,shedding.
12,328,If a redundant structure fails it becomes.,A,failsafe.,safe-life.,fatigued.
12,329,A redundant structure is.,C,on-condition structure.,a safe-life structure.,a failsafe structure.
12,330,Wrinkling of the skin on the upper surface of the tail boom indicates.,A,sagging.,shedding.,hogging.
12,331,The maximum permissible bow in a steel tube is.,B,1 in 400.,1 in 600.,1 in 200.
12,332,The measurement of the fuselage perpendicular to horizontal plane measured in inches from bottom of the fuselage is.,B,butt line.,water line.,fuselage station.
12,333,Passenger cabin seat rails form part of the.,C,stringers.,frames.,longerons.
12,334,Buckling in a semi-monocoque structure is prevented by.,B,bulkheads.,stringers.,longerons.
12,335,Which loads do longerons resist?.,A,"Bending, compression and tensile.",Torsional only.,"Bending, compression, tensile and torsion."
12,336,What are the four stresses to be considered when building an aircraft?.,A,"Compression, Torsion, Tension, Shear.","Compression, Tension, Torsion, Stress.","Compression, Torsion, Stress, Strain."
12,337,A structure that has a high designed reserve strength would be classified as.,C,secondary.,tertiary.,primary.
12,338,An example of primary stress is.,B,bending.,tension.,shear.
12,339,What is the water line?.,C,The zero datum from which all lateral locations are measured.,A line below which redux bonding can not be used.,The datum from which vertical locations refer.
12,340,Lateral stations have station zero at the.,A,centre line.,nose.,left wing tip.
12,341,Airworthiness requirements for large aircraft are found in.,A,CS 25.,ANO 25.,JAR 25.
12,342,An Anthropomorphic Test Dummy (ATD) is strapped into a large aircraft forward facing seat. It is put through a series of crash tests.This is to.,C,to measure the amount of force applied to the abdomen of the ATD to ensure it is not above 236 kg.,test the aircraft structure and seating mount points for structural integrity.,"to determine whether or not the ATD\'s head comes into contact with any structure or seat, and if so to measure the force applied to the head in line with a specific Head Injury Criterion (HIC)."
12,343,The fin helps to give.,C,directional stability about the longitudinal axis.,longitudinal stability about the normal axis.,directional stability about the normal axis.
12,344,The four main structural items making up a horizontal stabiliser are.,A,"spar, rib, stringers, skin panels.","spar, rib, bulkheads, skin panels.","spar, rib, longerons, skin panels."
12,345,A Lord mount is.,A,an engine mount.,an attachment for the undercarriage.,an attachment for the rotor blade.
12,346,After fitting an engine.,B,You would need to carry out a tracking check.,you would need to carry out a shaft alignment check.,you would need to carry out a Tyndale-Biscoe check.
12,347,The purpose of the pylon supporting the tail rotor is to.,A,overcome the tendency for the helicopter to roll.,overcome the tendency for the helicopter to drift.,assist the tail rotor in forward flight.
12,348,What are the vertical surfaces at the ends of some horizontal stabilisers for?.,B,To prevent excessive pitch down of the fuselage during forward flight.,To act as a vertical stabilizer during forward flight.,To unload the tail rotor whilst hovering.
12,349,A Fenestron tail rotor.,B,has four blades.,is a shrouded rotor.,is a variable speed rotor.
12,350,The purpose of a B.I.M. indicator is to.,C,give a flight deck warning should the battery electrolyte become low.,give an audible warning when the winch cable is at its extremity.,give a visual indication if a blade spar cracks.
12,351,"Where each main rotor blade can flap, drag and feather independently of other blades, the rotor system is termed.",C,Semi-rigid.,Universal.,Full articulated.
12,352,What is the minimum cabin air mass flow?.,C,10 lbs per minute per person.,1 lbs per minute per person.,0.5 lbs per minute per person.
12,353,The function of an air mass flow control valve is to.,B,control the airflow out of the cabin.,maintain a reasonably constant air mass flow into the cabin at all altitudes.,ensure that system differential pressure is not exceeded.
12,354,"In a Bleed Air air-conditioning system, the warm air supply is provided by.",A,the compressor of the gas turbine engine.,the engine exhaust heat.,the gas turbine exhaust.
12,355,How much air is required for the Flight Deck?.,B,10 lbs/minute.,10 cubic feet/minute.,Whatever the captain sets.
12,356,A refrigerant is used in which of the following?.,A,Vapour cycle.,Pneumatic pump.,Air cycle machine.
12,357,A water separator is located.,C,downstream of heat exchanger.,upstream of the turbine.,downstream of turbine.
12,358,The velocity of air from the cabin ventilation system should not exceed.,B,20 feet per second.,120 feet per second.,40 feet per second.
12,359,"On an aircraft employing a heater system on the air conditioning system, after an overheat, how is the heater reset?",C,After it cools the pilot resets.,After cooling below 300 °C it auto resets.,On ground only by engineer.
12,360,"In typical vapour cycle system, the sub-cooler.",C,cools the vapour further to prevent slugging.,delivers extra cooling effect when the aircraft is on ground.,is a heat exchanger to superheat the vapour.
12,361,"In an air conditioning system, heat is added to air by.",B,restricting duct outlets.,restricting compressor outlet.,restricting compressor inlet.
12,362,Air conditioning systems.,C,increase the temperature of air.,increase and decrease the temperature of air.,decrease the temperature of air.
12,363,An air cycle machine turbine.,A,drives compressor to increase temperature.,drives compressor to pressurise aircraft.,drives compressor to decrease temperature.
12,364,Air exiting the compressor side of an ACM.,C,no change in temperature or pressure as it is a centrifugal compressor.,will have decreased pressure and temperature.,will have increased pressure and temperature.
12,365,Where is the water trap located in a bootstrap compressor?.,C,At the inlet of the compressor.,At the outlet of the compressor.,At the inlet of the turbine.
12,366,Where is the silencer located in a 'blower' air conditioning system?.,B,At the inlet of the blower.,At the outlet of the blower.,At the inlet to the cabin.
12,367,When does a 'blower' air conditioning system produce the most air?.,B,At high altitudes.,It is not affected by altitude.,At low altitudes.
12,368,"In an air conditioning system, before distribution, the air goes through the.",C,flow control valve.,TCV and mixer valve.,TCV.
12,369,"In a cabin air recirculation system, recirculated air and fresh air are supplied in the proportions.",B,"50% of fresh air, 50% of recirculated air.","60% of fresh air, 40% of recirculated air.","40% of fresh air, 60% of recirculated air."
12,370,An air-to-air heat exchanger is provided to.,A,reduce the air supply temperature.,provide an emergency ram air supply.,increase the air supply temperature.
12,371,Temperature control of cabin air is achieved by.,B,controlling the water vapour in the supply.,regulating the amount of air by-passing the cooling system.,varying the ambient airflow to the heat exchanger.
