Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
3,219,"The resistance of the current return path through the aircraft is always considered negligible, provided the.                 ",A,structure is adequately bonded.        ,voltage drop across the circuit is checked.    ,generator is properly grounded.       
3,220,"If an insulated conductor is placed near to a negatively charged rod, the nearest end of the conductor becomes.                    ",C,No change will occur. ,negatively charged. ,positively charged.   
3,221,The electromagnetic force between two charged bodies is.               ,B,inversely proportional to the distance between them.  ,inversely proportional to the square of the distance between them. ,proportional to the distance between them.  
3,222,If a negatively charged conductor is placed next to an insulated rod.                     ,C,the rod becomes negatively charged.,the rod has no charge. ,the rod becomes positively charged.
3,21,"1, 2 and 3 points, find the measured value PD?",B,1=-100V      2=+150V      3=+50V,1= -100V     2= -150V     3=+250V,1=+100V    2=-150V     3=+50V
3,22,Which of the following statements is wrong with EMF ?,C,Electromotive Force (EMF),Electromotive Force (EMF) is an electrical pressure that is able force electrons to move as a current flow in a circuit.,While the circuit current is equal EMF=PD.
3,23,How is the electron flow direction?,A,Electron flow from the positive to the negative of the power supply is correct,from negative charge to positive charge,from anode to positive charge
3,24,What is the unit PD? ,B,Watt (W),Volt (V),Amper (Amp. or A)
3,25,Which of the following is not a method of electricity generation?,B,Magnetism,Reosta,Heat
3,223,"If a photon radiating into an electronic device causes the production of an electron/hole pair, the device is known as a.           ",C,light emitting diode. ,laser diode.    ,photodiode.    
3,224,Faraday's Law States that.               ,,the magnitude of the EMF is indirectly proportional to the rate of change of flux.  ,the magnitude of the EMF is directly proportional to the magnetic flux.    ,the magnitude of the EMF is directly proportional to the rate of change of flux.     
3,225,Which of the following is 1 Amp?.           ,A,1000 mA.       ,1000 kA.       ,1000 μA.         
3,226,The term that describes the combined resistive forces in an AC circuit is.                ,C,resistance.     ,total resistance.        ,impedance.     
3,227,Ohm's law states that:.                       ,B,e.m.f. = current divided by resistance.        ,current = e.m.f. divided by resistance.        ,resistance = current divided by e.m.f.           
3,228,E.M.F. in an electric circuit corresponds to what in a magnetic circuit.                  ,A,MMF.  ,reluctance.,flux.
3,229,"In conventional current flow, what is Fleming's right hand rule used for?.             ",A,Generators.    ,Motors.           ,Inductors.      
3,230,The SI unit of work is.                        ,A,Kilogram metres-force.           ,Joules per metre.        ,Joules per second (Watts).    
3,231,A coulomb is.           ,A,one ampere * second. ,one second per ampere.       ,one ampere per second.        
3,232,A volt can be considered to be a.               ,C,unit of electrical power.         ,quantity of electrical energy.  ,unit of electrical pressure.   
3,233,What is 3.25 volts in millivolts?.                  ,A,"3,250 millivolts.     ","325,000 millivolts.   ",3.25 millivolts.         
3,234,Electromotive force is measured in.               ,C,Watts. ,Ohms. ,Volts.  
3,235,The basis for transformer operation in the use of alternating current is mutual.                     ,A,inductance.   ,capacitance.    ,reactance.      
3,236,"When two coils are linked by a common flux, a voltage can be induced in one by a changing current in the other. This process is known as.                ",C,self induction.,the magnetic effect.   ,mutual induction.      
3,237,When an electrical supply becomes 'open-circuit'.          ,B,the fuse or circuit breaker should isolate the circuit due to the increased current drawn.     ,the loss of continuity will prevent its component from functioning.  ,the component will operate normally but will not switch off.          
3,238,The S.I. unit of magnetic flux density is the.         ,C,Henry. ,Weber.,Tesla.  
3,239,A 1µF capacitor is equivalent to.              ,B,"1,000,000 Farads.    ","0.000,001 Farads.       ",0.001 Farads.  
3,240,The opposition offered by a coil to the flow of alternating current is called (disregarding resistance),A,inductive reactance.  ,impedance.      ,reluctance.       
3,241,A shunt is used with.              ,A,an ammeter.     ,a voltmeter.     ,an ohmmeter.  
3,242,"If a load in series has a current passing through it, the magnetic field can be worked out by using.    ",A,the corkscrew rule.  ,left hand rule.  ,right hand rule.          
3,243,The unit for power is.           ,A,Joules per second.     ,N/m.   ,Volts/Amps.  
3,244,"In conventional flow, the left hand rule applies to.               ",C,generators.     ,batteries.        ,motors.        
3,245,When a conductor is cut by magnetic lines of force an EMF is induced. This is.               ,B,Lenz's Law.   ,Faraday's Law.          ,Kirchhoff's Law.       
3,246,The Watt can be expressed as.                      ,C,Seconds per Joule.      ,Joules * seconds.         ,Joules per second.      
3,247,The symbol for flux density is.                ,A,B.,H.,MMF.  
3,248,To determine the direction of the magnetic field around a conductor you would use.                    ,C,Fleming's right hand rule.    ,Fleming's left hand rule.      ,the corkscrew rule.    
3,249,Switching on or off the current in one coil produces an emf in another coil adjacent to it. The two coils are said to have.                ,C,self inductance.          ,auto inductance.         ,mutual inductance.     
3,250,Self induced emf in a coil supplied with a current varying at a uniform rate can be found by.                  ,C,       -L dØ / dt      ,-N dI / dt      ,-L dI / dt     
3,251,The property of a material to accept lines of flux is called.              ,C,retentivity.   ,reluctance.      ,permeability. 
3,252,Magnetomotive force can be found by.                ,A,I * N.  ,Blv.    ,N/I.      
3,253,When a conductor is cut by magnetic lines of force an EMF is induced. This is.                 ,B,Kirkchoff's Law.    ,Faraday's Law.         ,Lenz's Law.   
3,254,The direction of induced conventional current in a wire rotating in a magnetic field can be determined by.              ,B,cork screw rule.        ,Fleming's right hand rule.     ,Fleming's left hand rule.      
3,255,How would you find the direction of the electron flow in an armature located in a magnetic field?.    ,A,Flemings left hand rule.        ,Flemings right hand rule.    ,Maxwells corkscrew rule.    
3,256,What is the SI unit of conductance?.   ,B,Ohm.  ,Siemen.       ,Ohm-metre.   
3,257,What is the SI unit of resistivity?.             ,B,Ohms.  ,Ohm metre.   ,Ohms/metre.   
3,258,What is the formula for conductance?  (R=Resistance).                  ,B,R + 1.,1/R.     ,1-R.    
3,259,"       In electrical circuit, Direct Current power is represented by the.                 ",B,Ampere.       ,Watt. ,Joule. 
3,260,"In S.I. units, work is denoted by.              ",A,Newton-meter which is Joules.         ,Joules/sec which is Watts.      ,Kilogram-force-meter/sec which is Metric Horsepower.   
3,261,The unit of energy is the.                  ,A,Joule. ,Watt.   ,Coulomb.       
3,262,Potential difference is another term for.                     ,A,voltage.         ,charge. ,energy.           
3,263,XL is the symbol of.          ,A,inductive reactance.   ,capacitive reactance. ,impedance.    
3,264,Using Ohm's law.         ,B,current is directly proportional to the resistance.       ,current is directly proportional to the EMF.   ,resistance is directly proportional to EMF. 
3,265,One volt is induced into a circuit with a current varying at 1 amp per second. The circuit has.    ,C,1 ampere turn.,1 Tesla.          ,1 Henry.          
3,266,The property of a conductor of electricity that limits or restricts the flow of electric current is. ,B,Limiter,resistance.        ,fuse.    
3,267,Kirchhoff’s law is applicable to.             ,C,parallel networks.       ,series networks.           ,closed loop networks. 
3,26,Which of the following is an example for creating electricity with electricity?,B,Solar Cell,Thermacouple,Transformers
3,27,Which of the following is not an example for creating electricity with light?,A,Resistance,Photo-diode,Photo-Transistors
3,28,Which of the following is not an example for creating electricity with chemical action?,C,Accumulator,Battery,AC Generator
3,29,Transformators are working according to the principle of …,A,Magnetism,Heat,Pressure
3,30,Which of the following does the structure of a simple battery?,C,Positive electrode (Anode),Negative electrode (Cathode),Pure water
3,268,The SI unit of work is the.                ,C,Watt.  ,Newton Meter.        ,Joule.   
3,269,The EMF of a generator can be calculated from which law?.                        ,A,Faraday's law. ,Kirchhoff’s law.        ,Lenz's law.    
3,270,Thermocouple harnesses are made from the same materials as the thermocouple so that.                ,A,mini junctions are not formed.        ,the resistance is not increased beyond limits. ,they will not corrode.  
3,271,Point A on the armature of the generator shown is producing.                    ,C,minimum current.    ,zero current.   ,maximum current.     
3,272,A piezoelectric device generates electricity through.         ,C,friction.        ,light.   ,pressure.      
3,273,A photozoidal cell produces electricity when subjected to.               ,A,light.    ,pressure.         ,heat.    
3,274,A thermocouple indicator is basically a type of.                ,A,millivoltmeter. ,milliammeter. ,milliohmeter.   
3,275,A light/heat sensitive cell is a.        ,C,transistor.      ,diode.  ,transducer.    
3,276,A component that produces an output voltage due to incident light is called a.                 ,B,liquid crystal.  ,solar cell.     ,light emitting diode.   
3,277,The flux density of a magnetic field is 1.5T. The length of the conductor in the field is 2 m and the speed of the conductor is 10 m/s.  The EMF induced is.                  ,C,0.3 V.  ,7.5 V. ,30 V.  
3,278,A conductor is placed in a magnetised coil. What will happen?.                 ,A,Nothing will happen unless the conductor is moved.,The conductor will move. ,A force will be created.         
3,279,The maximum output voltage from a basic single loop generator is when the loop is.                        ,B,rotating anti-clockwise relative to the direction of the magnetic flux.   ,cutting maximum lines of magnetic flux.     ,at 45o   to the magnetic flux.  
3,31,Which of the following can not be said about the cells?,C,The function of the cell is to provide a source of DC power,"The cell achieves this by an energy conversion process which converts chemical energy into electrical
energy.",Cells are AC and DC power supply.
3,32,Which of the following can be said about the battery?,B,"Batteries, AC power sources.",Battery consist of two or more cells connected to form one unit.,The electrical energy into heat energy.
3,33,Which of the following can not be said?,A,"Batteries, formed by two or more cells are connected in series.",Nichel-Cadmium cells can be recharged.,Battery is one of the sources of direct current (DC) power.
3,35,"What are the connection of two batteries?      (Single voltage: 1V, Single capacity: 200Ah)",C,"Total voltage: 1V
Total capacity: 200Ah","Total voltage: 2V
Total capacity: 400Ah","Total voltage: 1V
Total capacity: 400Ah"
3,36,Which of the following statements is false?,C,"Series connected cells, each cell’s value may be different.","Cells connected in series, the voltage remains the same while collecting capacity.",In parallel cells voltage and capacitance values are collected
3,280,A 20 cell battery with each cell having an internal resistance of 0.1 ohms is charged with 2 leads having a total resistance of 0.1 ohms. The battery is charged with a current of 5 amps. What is the charging voltage ?.               ,B,0.5 volts.     ,10.5 volts.   ,0.005 volts.    
3,281,"Two 10V, 20 Ah batteries are connected in parallel and connected across a 10 ohm load. How long could they supply normal current before the voltage begins to decay?.                 ",A,40 hours.      ,20 hours.        ,4 hours.         
3,282,A battery rated at 40 Ah will supply 200 mA for.             ,A,200 hours.      ,20 hours.      ,5 hours.           
3,283,A zinc-carbon battery life depends upon.            ,A,the amount of zinc.,the purity of the carbon rod.,the amount of the electrolyte paste.  
3,284,"When checking the SG of the electrolyte in a lead acid battery, you should.                      ",C,check any cell because they will all be the same.      ,check only the no. 1 cell because it is the master cell.        ,check all cells because they may be different.        
3,285,The PD at the terminals of an open circuit battery with a small internal resistance will be.                 ,C,more than the EMF.    ,less than the EMF.     ,the same as the EMF.  
3,286,An accumulation of hydrogen on the plates of a battery is known as.                       ,A,polarization. ,ionization.    ,hydration.     
3,287,What part of a battery is covered in hydrogen during polarization?.            ,A,Anode.       ,Both the anode and the cathode.      ,Cathode.        
3,288,Which of the following is most likely to cause thermal runaway in a nickel-cadmium battery?.   ,B,A high internal resistance condition.,High current charging of the battery to more than 100 percent of its capacity.        ,Excessive current draw from the battery.       
3,289,The method of ascertaining the voltage of a standard aircraft lead-acid battery is by checking.          ,C,the voltage with rated load switched ON.    ,the voltage on open circuit.   ,the voltage off load. 
3,290,"Two batteries 12V and 40 Ah each, are in series. What is the total capacity?.                      ",B,12V 80 Ah.  ,24V 40 Ah.     ,24V 80Ah.      
3,291,"If a battery has got low internal resistance, then the.      ",C,no load voltage will be the same as on load voltage.,on load voltage will be greater than no load voltage. ,no load voltage will be greater than on load voltage. 
3,292,Conventional current flow inside a battery is from.            ,C,"either anode to cathode or cathode to anode, depending on the active elements.    ",cathode to anode.     ,anode to cathode.    
3,293,"In a voltaic cell, what is the build-up on the cathode called?.                    ",C,Hydration.   ,Polarization.   ,Sulphation.    
3,294,Two 12V 40 amp hour batteries connected in parallel will produce.            ,B,24V 80 ah.   ,12V 80 ah.     ,24V 40 ah.      
3,295,A 24-volt source is required to furnish 48 watts to a parallel circuit consisting of four resistors of equal value. What is the voltage drop across each resistor?.                    ,B,12 volts.         ,24 volts.       ,3 volts.           
3,296,The method of ascertaining the voltage of a standard aircraft lead-acid battery is by checking.                ,B,the voltage on open circuit.   ,the voltage off load.   ,the voltage with rated load switched ON.   
3,297,Two similar 12v batteries connected in parallel will produce.                     ,B,24v e.m.f. with the same capacity as each battery.  ,12V e.m.f. with twice the capacity of each battery.   ,24V e.m.f. with twice the capacity of each battery   
3,298,The voltage of a secondary cell is.        ,A,determined by the active materials on the plates.     ,determined by the number of plates. ,determined by the area of the plates. 
3,299,What is the ampere-hour rating of a storage battery that is designed to deliver 45 amperes for 2.5 hours?.   ,A,112.5 ampere-hour.   ,90.0 ampere-hour.     ,45.0 ampere-hour.       
3,300,If a nicad battery is not to be used immediately it should be stored.            ,C,dry.     ,fully charged. ,fully dissipated.      
3,301,In a mercury cell the steel casing is.              ,C,the negative terminal. ,neither.           ,the positive terminal. 
3,302,To improve the life of a dry cell it would be manufactured with.                ,B,more electrolyte paste.           ,more zinc.      ,a pure carbon positive rod.     
3,303,In a simple voltaic cell the collection of ions on the cathode causes.           ,B,polarisation.     ,sulphation.      ,hydration.        
3,304,The electrolyte in a nicad battery would rise if the battery was.                 ,B,remaining at constant voltage.           ,charging.         ,discharging.     
3,305,"Two 2 volt 10AH cells are connected in series, the output voltage and the capacity would be.                    ",A,4 volt 10 AH.,4 volt 20 AH.  ,"2 volt, 20 AH. "
3,306,The electrolyte in a nicad battery is.       ,A,potassium hydroxide. ,nickel hydroxide.     ,cadmium hydroxide.   
3,307,In a Leclanche cell the plates are made of.             ,C,mercury and lithium.   ,nickel and cadmium. ,zinc and carbon.         
3,308,"In a simple voltaic cell, polarization reduces output voltage because of the.             ",C,build up of hydrogen on the cathode.       ,transfer of material between the anode and the cathode.     ,build up of hydrogen on the anode.  
3,309,"When the temperature of the electrolyte in a battery increases, the SG.                ",C,remains the same.      ,goes up.        ,goes down.    
3,310,The Daniel Cell electrodes are.                     ,A,copper and zinc.        ,carbon and zinc.         ,zinc and manganese dioxide. 
3,311,"In a thermocouple, where is voltage measured?.                ",C,At both junctions.     ,At the hot junction.   ,At the cold junction.  
3,312,Mercury cells are covered with a metal cover.           ,C,as a protective cover.,as a negative terminal. ,as a positive terminal.  
3,313,The capacity of a battery is measured in.              ,B,volts.  ,ampere-hours.  ,cubic centimetres.     
3,314,"A battery's internal resistance is determined by  (OCV = Open Circuit Voltage, CCV = Closed Circuit Voltage).               ",A,IR = (OCV – CCV)/ i.         ,IR = (OCV + CCV) / i.         ,IR = (OCV - CCV) / V.       
3,315,There are more negative than positive plates in a lead acid battery because.           ,C,it is necessary for chemical action to take place.       ,it reduces the internal resistance of the cell.  ,the positive plates are prone to warping if the chemical action is taking place only on one side.    
3,316,What is the approximate internal resistance of a Leclanche cell?.                ,A,0.02 ohms - 4 ohms. ,6 ohms - 10 ohms.       ,20 ohms - 30 ohms.   
3,317,An aircraft battery on charge from the aircraft generators causes.                 ,C,battery voltage to increases to nominal voltage and the charge current decreases.  ,internal resistance of the battery to decrease in sympathy with the decreasing charging current.     ,battery voltage to decrease to zero until it is fully charged
3,318,What effect does hydrogen have in a battery cell?.   ,C,Sulphation.    ,Nothing.        ,Polarization.  
3,319,"To generate electricity with a fuel cell, you need a constant supply of.                     ",B,Nitrogen & Sunlight. ,Oxygen & Hydrogen.,Kerosene & Heat.     
3,320,       A ni-cad battery found to be below normal capacity should.                       ,C,have its electrolyte adjusted. ,be removed and used for ground use only.  ,be re-charged with a freshening charge.      
3,321,"In cold weather, to prevent the electrolyte freezing, a battery must be kept.                       ",A,fully charged.  ,does not matter.      ,fully discharged.    
3,322,The internal resistance of a battery off load compared to on load is.            ,A,the same.      ,increased.        ,decreased.       
3,323,"Two 12V, 40Ah cells in series gives.              ",C,24V 80Ah.     ,12V 40Ah.    ,24V 40Ah.    
3,324,A 24V 40AH battery discharges at 200mA. How long will it last?.            ,C,400 hours.     ,300 hours.     ,200 hours.      
3,325,The electrolyte level of a ni-cad battery.            ,B,falls during charge.  ,falls during discharge.,rises during discharge.           
3,326,"When light energises a component, what is the component?.               ",B,Light emitting diode.,Photodiode,Laser diode.   
3,327,Formation of white crystals of potassium carbonate on a properly serviced Ni-cd battery indicates.,A,over charged.,full charged.   ,under charged.         
3,328,Thermal runaway causes.          ,B,violent gassing only. ,"violent gassing, boiling of electrolyte and melting of plates and casing.    ","no gassing, but boiling of electrolyte and melting of plates and casing.    "
3,329,A primary cell.                     ,A,can not recharged.      ,can be recharged but only a few times.         ,can be recharged.       
3,330,"If the insulation resistance of a lead/acid battery is down, it indicates.                   ",A,case leakage.,leakage between positive and negative terminals.   ,intercell leakage.       
3,331,"When the battery is connected to the aircraft, which terminal should you connect first?.                       ",B,Any.   ,Positive.         ,Negative.         
3,332,An ammeter in a battery charging system is for the purpose of indicating the.                  ,A,rate of current used to charge the battery.     ,amperage available for use.   ,total amperes being used in the aeroplane.    
3,333,For how many hours will a 140AH battery deliver 15A?.                 ,A,9.33 hours.   ,27.25 hours.  ,15.15 hours. 
3,334,What part of a nickel-cadmium cell helps to prevent thermal runaway?.                   ,A,The separator.,The negative plate. ,The positive plate.    
3,335,"When charging current is applied to a nickel-cadmium battery, the cells emit gas only.                      ",C,when the electrolyte level is low.   ,if the cells are defective.         ,toward the end of the charging cycle.            
3,336,What is the internal resistance of a battery?.           ,C,The resistance measured across the two terminals.   ,The resistance measured when the battery is half charged.  ,The resistance present inside the battery while connected to a load. 
3,37,Which of the following is true for Ohm's Law.,A,U= I×R, U=I2×R,R=13×R
3,38,"In an electrical circuit; I=0,2A and R= 5Ω. U=?",C,10V,5V,1V
3,39,Which of the following is incorrect about Ohm's law?,C,U= I×R,"In an electrical circuit voltage, current and resistance describes the relationship between.",There is an inverse relationship between voltage and current.
3,40, Which of the following is true for the adjacent diagram. ?                                                             ,B,R1>R2,R2<R3,R3<R1
3,41,Which comments can be made to the                                                                                   following table?,A,There is an inverse relationship between current and resistance.,There is an inverse relationship between current and voltage,There is an inverse relationship between voltage and resistance.
3,42,Kirchhoff's first law Which of the following is not true about?,B,Is the first law of Kirchhoff's current law.,Current and voltage in the circuit is inversely proportional.,"In an electric circuit, to a node of incoming current sum is equal to the sum of the outgoing currents"
3,43,What is Kirchhoff's second law?,B,Ohm’s Law,Voltage Law,Current Law
3,44,"What is the valueI  I3, I5, I6 and I7 ?", A,"I3=5A,   I5=2A,   I6=6A,  I7=8A","I3=5A,   I5=4A,   I6=6A,     I7=11A","I3=5A,    I5=2A,   I6=4A     I7=6A"
3,45,What is the value US  and VR2?,B,"US=60V,VR2=20V","US =100V,VR2=60V","US=60V, VR2=60V"
3,46,What is the value US  and VR1?,C,"US=80V, VR1=45V","US=160V,VR1=135V","US= 80V, VR2=55V"
3,47,What is the internal Resistance?,B,The total resistance of an electric circuit is.,This resistance is the resistance of the power supply,Load resistance
3,337,A potential difference of 50 volts produces a current of 10 milliamperes through a resistance of.           ,C,500 ohms.  ,5 ohms.          ,"5,000 ohms.     "
3,338,A conductor with a positive Q (charge) of 4C has 12.56 x 1018 electrons added to it. It will have a Q =.              ,A,6,2,zero
3,339,A current of 5A flows for 2 minutes. How many coulombs passed a point in the circuit?.                  ,B,2.5.   ,600.    ,100.   
3,340,"A circuit has a current flow of 6A. If the voltage is trebled, the new current will be.                       ",B,6A.      ,18A.   ,2A.
3,341,A 10V battery supplies a resistive load of 10 ohms for 1 minute. What is the work done?.          ,B,60J.      ,600J. ,10J.      
3,342,A galvanometer measures.              ,C,millivolts.       ,megohms.      ,milliamps.   
3,343,A loss of electrical insulation results in.                 ,B,an open circuit between the supply and earth.           ,a short circuit between the supply and earth. ,an open circuit in the supply.  
3,344,"A 3, 5 and 2 ohms resistance is connected in series with a 10 V battery. The voltage across the 2 ohms resistor is.             ",A,2 V.     ,10V.    ,4 V.    
3,345,What is the PD of a circuit which has a 40 mA current and a 1 kilohm resistance?.             ,A,40 V.  ,400 V.,4 V.     
3,346,"Three branches in a circuit have currents entering of 3A, 4A and 5A. A forth branch has 10 A leaving. A fifth branch must have.            ",B,22A leaving.   ,2A leaving.    ,2A entering.    
3,347,"In a circuit containing three resistors of equal value connected in parallel, one resistor goes open circuit. The current in the other two resistors will.                    ",C,decrease.    ,increase.         ,remain the same.       
3,348,20 amperes flow for 20 seconds. How many coulombs have flowed?.                    ,C,1.        ,20.      ,400.   
3,349,If the resistance of an electrical circuit is increased.      ,C,the current will increase.     ,the voltage will increase.     ,the current will decrease. 
3,350,"If 2 coulombs flowed through a circuit in 2 seconds, the circuit would have.                     ",A,1 amp. ,2 volts PD.     ,4 amps.          
3,351,If the voltage across a resistor is doubled.         ,A,the current is doubled.  ,the current is halved.  ,the resistance is halved.      
3,352,"The total current flowing in a circuit of 200 lamps in parallel, each of a resistance of 400 ohm and connected across an input of 100 volts is.             ",B,25 amps.       ,50 amps.        ,40 amps.         
