Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
16,110,"The air mixture control valve, when operated to compensate for altitude, will",C,increase the pressure difference between the venturi and the float chamber,ensure the pressure difference between the venturi and the float chamber remains unaltered,decrease the pressure difference between the venturi and the float chamber
16,111,Valve overlap will,A,improve volumetric efficiency,cause the loss of volumetric efficiency which is Compensated for by the increase in thermal efficiency,not affect volumetric efficiency
16,112,The hottest part of the cylinder at piston mid stroke is,B,the cylinder walls,the cylinder head,the cylinder mounting flange
16,113,Detonation is:,C,incorrect ignition in the engine cylinder/s,the automatic richening of the mixture,unstable combustion in the engine cylinder/s
16,114,The ratio of air to fuel during normal engine operations (cruise) is about:,C,10 to one,one to 15,15 to one
16,115,Crankcases are normally manufactured from,A,aluminium alloy,stainless steel,cast iron
16,116,"On an inverted V in-line engine, the crankshaft will be fitted",B,horizontal with the cylinders,above the cylinders,below the cylinders
16,117,A crankshaft journal rotates in:,B,connecting-rod big end,a main bearing,connecting-rod small end
16,118,Valve springs are made of:,C,aluminum alloy,phospher bronze,special steel
16,119,The tappet is located at the:,C,valve end of the rocker arm,crankshaft end of the rocker arm,camshaft end of the rocker arm
16,120,Piston engines which have horizontally placed cylinders are called:,C,‘V’ inline engines,radial engines,Flat opposed engines
16,121,The exhaust valve is cut to an angle of:,C,600,300,450
16,122,If the valve clearance was too large the valve would:,C,"open early, close late","open late, close late","open late, close early"
16,123,Multiple springs are used on poppet valves in aero engines:,A,as a safety measure and to reduce valve bounce,to increase the thermal efficiency of the engine,to reduce the amount of valve lift
16,124,The master rod and articulated connecting rod arrangement is fitted to:,C,V Type engines,In-line cylinder engines,Radial engines
16,125,The part of the rocker arm in contact with the valve is called:,C,the cam follower,the push-rod,the rocker pad
16,126,The inside of some cylinder barrels is hardened by,C,nickel plating,shot peening,nitriding
16,127,The master rod of a radial engine connecting rod assembly,B,has only one articulated rod fitted,is attached to the crank pin,is secured by a wrist pin
16,128,The valves are closed by:,A,springs,camshaft,rocker arm
16,129,Odd numbered cylinders on a two row radial engine will be found,A,in the rear row,starting at the propeller end,in the front row
16,130,Inlet and exhaust valve seat angles are normally:,A,between 20 and 45,between 60 and 90,between 20 and 30
16,131,The piston ‘crown’ is:,C,the two holes housing the gudgeon or piston pin,the “skirt like” end of the piston,the flat face on the upper part of the piston
16,132,The cylinder barrel is made of alloy steel because:,,it must withstand high pressure of combustion,it has to be much lighter,it must keep the heat in the cylinder
16,133,The sump is fitted to:,A,the bottom of the crankcase,the cylinder heads,the accessory gearbox
16,134,The valve clearance is measured between:,C,the rocker arm and the push-rod,the push-rod and the cam follower,the valve stem and the rocker pad
16,135,A camshaft will be fitted to,A,an in-line engine,any radial or in-line engine,a radial engine
16,136,The input drive into the accessory section is normally taken from the,A,crankshaft,piston Connecting Rods,camshaft
16,137,An advantage of an overhead camshaft is:,A,fewer moving parts,easier to time the valves,more efficient valve operation
16,138,Smaller in-line engines are usually inverted because:,B,they fit the airframe better,they do not obstruct the pilot’s forward vision,they look more streamlined
16,139,Exhaust valves are usually hollow and contain sodium to:,C,make them lighter,make them thicker,assist in cooling
16,140,The crankshaft journals,C,support the connecting rods,allow the cam lobes to move each valve in turn,allow the bearings to be fitted to support the crankshaft
16,141,A Cam Lobe is the part of a Cam which provides:,A,lift for the tappet,Camshaft adjustment,a period where the Cam is inoperative
16,142,The big end shells are normally manufactured from,B,ferrous metal,non ferrous metal,composite Materials
16,143,The crankshaft is accurately balanced to:,C,assist lubrication,fit more easily,minimize vibration
16,144,A small-end bearing will be found on the connecting rod,B,supporting the inlet valve,at the piston end,at the crankshaft end
16,145,The ‘big end’ of the connecting rod is connected to:,C,the gudgeon or piston pin,the main bearing,the crank pin
16,146,The “small end” of the connecting rod is connected to:,A,the gudgeon or piston pin,the crank bearing,the crankpin
16,147,The gudgeon pin,C,connects the articulated rod to the master rod,attaches the connecting rod to the crank pin,attaches the connecting rod to the piston
16,148,If there are four cylinders on an engine there are:,A,4 crank throws,6 cranks throws,8 crank throws
16,149,Collets located on valve stems are fitted to:,C,prevent spring bounce,help dissipate the heat,retain the spring caps on the stem
16,150,Valve Seats are faced with,A,Stellite,Inconel,Hiduminium
16,151,Cylinder barrels are manufactured from,C,bronze,aluminum Alloy,steel
16,152,The component that actuates the valves is called:,C,push rod arm,valve arm,rocker arm
16,153,The valve with the larger diameter,B,depends on the design of the engine,is the inlet,is the exhaust
16,154,One of the special qualities of the metal used in piston rings is:,A,wear resistance,easy to remove,easy to fit
16,155,Metallic sodium is used:,A,in exhaust valves,only on Camshaft engines,in inlet valves
16,156,The sideways movement of the piston ring in the groove can be checked with a:,B,spirit level and feeler gauges,straight edge and feeler gauges,Dial Test Indicator
16,157,"Two springs are fitted, one inside the other, to:",B,keep the valves open,provide a safety factor and prevent valve bounce,lock the valves in place
16,158,A gudgeon pin is fitted:,A,At the connecting rod small end,On the crank pin,At the connecting rod big end
16,159,The piston is usually made of:,C,steel,cast iron,aluminum alloy
16,160,On a four cylinder engine the crank throws are:,B,160o apart,180 o apart,120 o apart
16,161,The inlet valves are held closed:,B,by the action of the rocker arms,by the force exerted by the valve springs,by gas pressure on the compression stroke
16,162,Some propellers are fitted with accumulators for the purpose of,A,unfeathering the propeller,providing standby fine pitch control,feathering the propeller
16,163,Blue smoke being emitted from the exhaust manifold is an indication of:,C,Worn big end shells.,Rich mixture.,Worn piston rings.
16,164,What part of an in-line engine supports the crankshaft and its bearings?,C,The accessory gearbox,The nose section,The crankcase
16,165,On a piston there are usually:,A,two compression and one scraper ring,two compression and two scraper rings,two scraper and one compression rings
16,166,Journal bearings are,A,softer than the crankshaft material,the same hardness as the crank material to gain even wear,harder than the crankshaft material
16,167,The inlet valve is cut to an angle of:,B,600,300,450
16,168,How many throws are there on a crankshaft fitted to a radial engine with only a single row of cylinders?,A,1,2,4
16,169,The cylinder head is generally made of:,B,brass,aluminum alloy,high grade steel
16,170,A valve stem may be filled with,A,sodium,salt,copper
16,171,On a six cylinder crankshaft there are:,C,12 crankthrows,3 crankthrows,6 crankthrows
16,172,The purpose of two or more valve springs in aircraft engines is to,B,equalise side pressures on the valve stems,eliminate valve bounce,reduce valve stretch
16,173,Which engine component houses the crankshaft main bearings:,C,the wheelcase,the accessories gearbox,the crankcase
16,174,A cam ring will be fitted on:,B,an opposed engine,a Radial engine,an in-line engine
16,175,Hydraulic valve tappets are used on some engines to:,A,eliminate constant valve adjustments and checks,give more positive valve action,eliminate valve bounce
16,176,The valve clearance allows for:,A,Heat expansion of the valves,Weakening of the valve,Wear on the push-rods
16,177,How is the dynamic balancing of a crankshaft achieved?,B,By having fixed balance weight,By incorporating moving pendulum balance weights,By static balancing
16,178,The accessory housing provides the mounting for:,,"fuel, oil, hydraulic, pneumatic pumps, etc.",the cylinders,the propeller
16,179,Sodium-filled valves are advantageous to an aviation engine because they,C,are lighter,have great strength properties,dissipate heat well
16,180,The connecting rod is attached to the:,,crankthrow,crankpin,crankweb
16,181,How many compression rings are normally fitted to a piston?,B,6,3,5
16,182,The camshaft is driven at:,B,crankshaft speed,half engine speed,twice engine speed
16,183,The connecting rod is usually made of:,A,high tensile steel,aluminum alloy,cast iron
16,184,Piston rings are of three main types:,C,"oil control, self adjusting, multi-blade","scraper, compression, Z-Section","compression, oil control, scraper"
16,185,Compression rings are manufactured from,B,Stainless Steel,Cast Iron,Metallic sodium
16,186,What component parts of the camshaft move the valve arm connecting rods to ensure a correct opening sequence?,C,The drive train,The journals,The lobes
16,187,The connecting rod is subjected to:,A,tensile and compression loading,shear loading,impact loading
16,188,An exhaust valve is surface hardened with,A,stellite,inconel,surface hardened
16,189,The purpose of the crankcase breather is:,C,to prevent distortion of the crankcase,to keep pressure in the oil tank the same as outside,to prevent pressure building up inside the engine
16,190,The crankshaft converts:,A,reciprocating into rotary motion,axial into centrifugal motion,rotational into linear motion
16,191,To what part of the crankshaft is the connecting rod fitted?,A,The crank pin,The journal,The cheek
16,192,Tappet clearance is measured between the:,A,valve tip and rocker arm,valve spring and rocker pad,valve tip and rocker cover
16,193,Valve guides are fitted to,B,allow ease of removal of the valves,prevent wear in the valve holes in the cylinder head,prevent wear of the valve seats
16,194,Valve clearance must be maintained to allow for:,C,wear in the valve stem,wear in the rocker arm,thermal expansion
16,195,Oil control rings are fitted:,A,below the compression rings,above the compression rings,in between the compression rings
16,196,The purpose of valve springs is:,A,to close the valves,to set the timing,to obtain a ‘snap’ opening of the valves
16,197,Full floating piston pins (or gudgeon pins) are those which allow motion between the pin and,B,the piston,both the piston and the connecting rod,the connecting rod
16,198,The cylinder numbering system for a radial engine is determined in a clockwise direction. This is viewed,B,from the front,from the rear,from the propeller shaft end
16,199,‘Clearance’ is necessary between the valve stem and the rocker arm pad to allow for:,B,Valve timing adjustments,Expansion during operation,Manufacturing tolerances.
16,200,Some aircraft engine manufacturers equip their product with choked or taper-ground cylinders. The reason choke-type cylinders are used is to,B,reduce the possibility of piston rings sticking in the ring grooves.,provide a straight bore at operating temperature.,compensate for normal cylinder barrel wear
16,201,Piston rings are usually made of:,C,high tensile steel,aluminum alloy,special grade of cast iron
16,202,The use of prolonged carburetor heating will cause:,A,a decrease in power,an increase in power.,the fuel to evaporate more quickly
16,203,"If the main air bleed of a float-type carburettor becomes clogged, the engine will run",A,rich at idle,lean at idle,lean at full power
16,204,Upon what principle does the back-suction type mixture control operate?,A,By varying the pressure acting on the fuel in the float chamber,By varying the pressure within the venturi section,By altering the height of the fuel in the float chamber
16,205,In a Bendix Injector system the flow divider:,A,keeps fuel metered pressure constant,is open for fuel flow at all times,keeps air pressure constant
16,206,What is fitted in a PIC to ensure the fuel valve remains open enough to supply adequate fuel for idle RPM,A,A spring in the regulator.,A spring in the vapour vent,A diaphragm in the mixture control
16,207,In a Bendix Injector system the air bleed nozzles are fitted in:,A,in each cylinder head adjacent to the inlet valve,in the injector throttle area,each induction manifold
16,208,One physical principle that is widely used in piston engine fuel metering device is,A,Bernoulli’s principle,Bowel’s principle,Pascal’s principle
16,209,Information relating to the carbon monoxide contamination of exhaust heater systems will be found in Airworthiness Notices No.,C,50,10,40
16,210,What does the enrichment jet supply fuel for?,A,Rich mixture at take-off for cooling,Rich mixture at cruise to prevent engine stall,Rich mixture at idle for smooth running
16,211,With a back suction economizer the pressure of in the economizer channel at full throttle is,C,approximately the same as atmospheric,approximately the same as in the aneroid,approximately the same as the venturi
16,212,Air flow through the venturi of a carburetor causes,A,a drop of pressure at the throat,a rise of pressure at the throat,a reduction of air velocity at the throat
16,213,"To control the volume of air that passes through a venturi, all carburetors are equipped with",B,an adjustable restrictor,a throttle valve,variable guide vanes
16,214,"In a PIC with a fuel control unit, which jet is in series with the auto rich jet?",A,The power jet,The auto lean and the power jets,The auto lean jet
16,215,Fuel priming is used:,C,to prime the fuel pump,to provide a rich mixture for take-off,to provide a rich mixture for start-up
16,216,The function of an accelerator pump in a carburetor,C,is to pressurize the fuel in the float chamber so allowing more fuel to pass through the main jet,is to assist in atomizing the fuel before it leaves the discharge nozzle,is to temporarily enrich the mixture by pumping more fuel into the induction system
16,217,When icing conditions prevail the accumulation of ice may take place:,A,in the venturi of the carburetor so restricting the air flow,"on top of the fuel in the carburetor, so restricting the fuel flow",in the air passages of the carburetor so altering the mixture strengths
16,218,The vapour vent in the regulator unit of a PIC is vented to,C,the atmosphere,the impact air tube,the aircraft fuel tank
16,219,In a Bendix Injector system the regulator section senses:,C,fuel pump delivery pressure and throttle air pressure,venturi pressure and metered fuel pressure,fuel pump delivery pressure and metered fuel pressure
16,220,The slow running fuel is ducted to:,C,the induction manifold,the main fuel nozzle,the area at the tip of the throttle valve
16,221,What prevents an over rich mixture in a back suction type mixture control?,B,The diffuser,Reduced venturi pressure via the idle cut off line,The venturi
16,222,Complete combustion of a fuel ideally occurs:,C,with an air/fuel ratio of 12.5 : 1,with an air/fuel ratio of 8 : 1,with an air/fuel ratio of 15 : 1
16,223,The needle type power and enrichment jet supplies fuel,C,directly to the main jet,instead of the main jet,in addition to the main jet
16,224,Overheating of a piston engine is likely to result from:,A,an excessively weak mixture,an excessively rich mixture,an excessively high barometric pressure
16,225,The ability of fuel to change from liquid to vapor is called,A,Volatility,Instability,Evaporability
16,226,"On a float-type carburettor, the purpose of the economizer valve is to",C,maintain the leanest mixture possible during cruising best power,provide extra fuel for sudden acceleration of the engine,provide a richer mixture and fuel cooling at maximum power output
16,227,The accelerator pump provides fuel:,C,at slow-running only,at all time,during opening of the throttle for increasing RPM
16,228,"In the automatic mixture control, the servo piston is moved by the",A,engine oil pressure,diffuser air pressure,pump fuel pressure
16,229,"In a carburetor, the primary function of a diffuser;",B,is to provide adjustment of the slow running speed,is to control mixture strength over part of the engine speed range,is to vent air from the float chamber
16,230,When the manual mixture control lever attached to the FCU of a PIC is selected 'cut-off',C,all three holes of the FCU are uncovered,only the two smaller holes are uncovered,all three holes are covered
16,231,The carburetor venturi creates a:,B,pressure at the throttle valve,depression over the fuel nozzle,pressure over the fuel nozzle
16,232,Adjustment of the idle speed stop screw alters,C,the closed position of the mixture control,the idle mixture strength,the closed position of the butterfly valve
16,233,The accelerator pump discharges fuel into the,B,pressure balance duct,venturi,float chamber
16,234,"The automatic accelerator pump is operated by a spring and air pressure, the air pressure is taken from:",A,downstream of the throttle valve,the venturi throat.,the mixture control valve
16,235,Where is the fuel priming charge delivered to:,,into the cylinder adjacent to the spark plug,into the induction manifold,into the carburetor venturi
16,236,"In a carburetor, if the difference in static air pressure between the fuel discharge nozzle and the float chamber is reduced (ie. The static pressure become closer in value)",B,"due to the increased float chamber pressure, the fuel flow will tend to increase",the mixture will tend to weaken due to the reduction in fuel flow,the power loss associated with altitude will be reduced
16,237,"In the regulator unit of a PIC, when the engine is running",A,chamber A impact pressure is greater than chamber B venturi pressure,chamber C metered fuel pressure is greater than chamber D regulated fuel pressure,chamber D regulated fuel pressure is greater than chamber E fuel pump pressure
16,238,In the Bendix injector the airflow section senses:,C,impact air and throttle air pressure,venturi air and throttle air pressure,impact air and venturi pressure
16,239,Detonation causes high cylinder head temperature because the fuel mixture,A,burns too fast,is too rich,burns too slow
16,240,"In an engine fitted with a carburetor, the presence of an engine driven fuel pump:",B,dispenses with the need for a carburetor float chamber,ensures a positive flow of fuel to the float chamber,dispenses with the need for a fuel primer
16,241,"When running up an engine before take-off, the carburetor heat control should be set to:",B,off,on,the mid-way position
16,242,In a PIC where is the injector nozzle fitted?,C,In the venturi,In the impact tube,Downstream of the throttle valve
16,243,What part of an aircraft in flight will begin to accumulate ice before any other?,B,Wing leading edge,Carburettor,Propeller spinner or dome
16,244,Carburettor icing will occur between,C,00 C to -180 C,00 F to -8 0F,00 C to -80C
16,245,The carburetor meters:,B,air only for the engine,fuel and air for the engine,fuel only for the engine
