Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
2,87,The SI unit of mass is the.,C,metre (m).,pound (lb).,kilogram (kg).
2,88,A slug is a unit of.,B,speed.,mass.,weight.
2,89,If an object in air is submerged in a liquid or a gas its weight will.,C,increase.,decrease.,remain the same.
2,90,"If a material is loaded excessively and is permanently deformed, it is said to be.",C,stretched.,stressed.,strained.
2,91,The SI unit of force is the.,A,Newton (N).,Metre (m).,Pascal (Pa).
2,92, The formula for calculating stress is.,A, load divided by cross sectional area.,area divided by load., load multiplied by cross sectional area.
2,93,Stress is given by.,A,force per unit area.,extension per original length.,force per original length.
2,94,The force which opposes twisting deformation is.,A,torsion.,strain., shear.
2,95,A force perpendicular to a beam produces what type of stress?.,B, compressive.,shear.,tensile.
2,96,The extension of a spring can be determined using.,C,Charles' Law.,Newton's 2nd Law.,Hooke's Law.
2,97,"When a steel bar is overstressed, what is the name of the point at which it does not return to its original form after the load is released?.",B,Ultimate point.,Yield point.,Young's modulus.
2,98,Two couples with magnitude F act against each other. The resultant will be.,C,-2F.,2F.,0
2,99,The height of mercury required to give 1 bar is.,C,700 mm.,1000 mm.,760 mm.
2,100,"A vessel has 25 ml of water which produces 10 kPa. If another 125 ml of water is added, what will be the pressure in the vessel?.",C,40 kPa.,50 kPa.,60 kPa.
2,101,Two hydraulic jacks with different diameters have the same fluid pressures entering at the same rate. They will extend at.,C,the same rate until the smaller jack becomes full.,the same rate.,different rates.
2,102,What load can be lifted on jack B?.,C,300N.,200N.,100N.
2,103,The most common method of expressing pressure is in.,C,inch pounds per square inch.,grams per square inch.,pounds per square inch.
2,104,The difference between two pressures is.,B,vacuum pressure.,differential pressure.,static pressure.
2,105,"What torque loading would you apply to a nut if the force is 50 lbs, exerted 2 feet from its axis?.",A,100 lbs.ft.,600 lbs.ft.,251 lbs.ft.
2,106,In a jack with a ram only on one side and hydraulic fluid applied from both sides.,B,a condition of hydraulic lock exists and no movement will take place., the ram will move opposite to the side where the ram is due to pressure acting on differential areas.,"the ram will move to the side where the ram is, due to pressure acting on differential areas."
2,107,"Using the same hydraulic pressure, the force applied by a hydraulic jack of 4 sq. inch piston area.",B,will be half that applied by a similar jack of 2 sq. inch piston area.,will be equal to that applied by a similar jack of 2 sq. inch piston area.,will be twice that applied by a similar jack of 2 sq. inch piston area.
2,108,"A pressure of 100 PSI acts on two jacks in a hydraulic system, having piston areas 2 sq in and 4 sq in.",B,the smaller jack will exert a force of 50 lb and the larger a force of 25 lb.,the smaller jack will exert a force of 200 lb and the larger a force of 400 lb.,the two jacks will exert the same force.
2,109,The purpose of an accumulator in a hydraulic system is to.,C,"collect air from the hydraulic fluid, thus reducing the requirement for frequent bleeding.",relieve excess pressure., store hydraulic fluid under pressure.
2,110,"If the hydraulic system accumulator has a low air pressure, it will cause.",A,rapid pressure fluctuations during operation of services.,rapid movement of the operating jacks.,slow build up of pressure in the system.
2,111,The specific torque loading for a bolt is 50 lbs.ins but an extension of 2 inches is needed to reach the bolt in addition to the 8 inches torque wrench. What will the actual reading?.,B,54 lb.ins.,40 lb.ins.,60 lb.ins.
2,112,"If 1500 psi hydraulic pressure is pumped into an accumulator, with a pre-charge air pressure of 1000 psi the gauge will read.",B,2500 psi,1500 psi.,1000 psi.
2,113,Young's modulus is.,C,stress * strain.,strain / stress.,stress / strain.
2,114,A cylinder filled with water to half a metre will exert a pressure of.,B, 4.9 Pa.,4900 Pa.,49 Pa.
2,115,A mass of 10kg placed 2 metres away from a pivot will have a moment of.,A,196 NM.,50 NM.,20 NM.
2,116,"25 litres of fuel exerts a pressure of 10KPa. If a further 125 litres is added, the pressure will now be.",B,50 kPa.,60 kPa.,40 kPa.
2,117,"1000 lb/in2 is in an accumulator. If 3000 lb/in2 of hydraulic fluid is pumped in, what is the pressure on the air side?.",A,3000 lb/in2.,4000 lb/in2.,1000 lb/in2.
2,118,A fractional decrease in volume of a material when it is compressed is a function of the.,C,compressive strain.,compressive strain.,bulk modulus.
2,119,A ram has a piston with 2 in2. Another ram with a piston of 4 in2 will provide.,B,the same force.,double the force.,square the force.
2,120,How much force is exerted by piston if it is subjected to a pressure of 3000 Pa and has surface area of 2.5 m2?.,A,7500 N.,3000 N.,1200 N.
2,121,A millilitre is equal to.,C,one million litres.,one millionth of a litre.,one thousandth of a litre.
2,122,"If a square has an area of 9m2, one side is.",A,3 m.,3 m2.,3 sq. m.
2,123,A vector quantity is a quantity which.,A,"possesses sense, magnitude and direction.",possesses direction only.,possesses sense only.
2,124,One atmosphere is equal to.,B,1.22 kg/m2.,14.7 lbf/in2.,28.9 inches of Hg.
2,125,Strain is calculated by.,B,Original Length * Extension.,Extension ÷ Original Length.,Original Length ÷ Extension.
2,126,"When a twisting force is applied to a bolt, what stress is exerted on to the head?.",C,Shear.,Compressive.,Torsion.
2,127,"When you overstress a steel bar, what is the point called where it does not return to its original form?.",B,Plastic limit.,Elasticity limit.,Deformation limit.
2,128,The formula for calculating shear is.,C,force ÷ cross-sectional area., force * area,force ÷ area parallel to the force.
2,129,"If a tensile load is placed on a bar, it will.",C,bend.,crush.,stretch.
2,130,What atmospheric conditions will cause the true landing speed of an aircraft to be highest?.,C,"Low temp, high humidity.","Head wind, low humidity.","High temp, high humidity."
2,131,Structures designed to withstand compression are called a.,B,tie.,strut.,beam.
2,132,1 Pascal equals.,B,105 N/m2.,1 N/m2.,10 Nm.
2,133,The addition of 2 different vectors to produce another vector is called.,C,component.,resolution.,resultant.
2,134,Two items weighing 11kg and 8kg are placed 2m and 1m respectively aft of the C of G of an aircraft. How far forward of the C of G must a weight of 30kg be placed so as not to change the C of G?.,C,2m.,1.5m.,1m.
2,135,A point at which the total force of a body acts is known as the.,A,centre of gravity.,point of equilibrium.,centre of mass.
2,136,A load of 600N is suspended by a cable. If the stress in the cable is said to be limited to 15N/mm2 the minimum cross sectional area of the cable must be.,C,0.025mm2.,9000mm2.,40mm2.
2,137,"A spring, operating within its elastic range, shortens by 60mm when a load of 480N is applied to it. Calculate the total shortening when the load is increased by 120N.",C,82mm.,45mm.,75mm.
2,138,The c.g. of a triangular plate is at the intersection of.,A,medians from a vertex to the opposite side.,angle bisectors.,perpendicular bisectors.
2,139,"When a square block of material is pushed into a parallelogram, the material is under what stress type?.",C,Compression.,Torsion.,Shear.
2,140,A quantity which has size but no direction is called a.,A,Scalar.,Moment.,Vector.
2,141,The advantage of using a machine is.,B,mechanical advantage of input.,mechanical advantage of output.,input work is less than the output work.
2,142,Which of the following can transmit pressure?.,A,Liquids and gases.,Solids and gases.,"Any matter can transmit pressure, depending on temperature."
2,143,A moment is created by a force of 5N acting 4m from the pivot on a uniform bar. At what distance must a force of 10N be applied to balance the beam?.,C,8 m.,4 m.,2 m.
2,144,A lever of length 105 cm is used with a fulcrum placed 15 cm from the end bearing the load. Its mechanical advantage is.,C,1/6.,7,6
2,145,The stress created when a material is pulled apart is called.,A,tension.,torsion.,compression.
2,146,The yield point of a material is the point at which.,C,strain becomes proportional to stress.,the material ruptures or breaks.,permanent deformation takes place.
2,147,Assuming constant temperature. If a steel bar of length 2 m deforms to a length of 2.2 m under applied load. The strain is.,C,1.1.,0.9.," 0,1."
2,148,A Scalar quantity has.,C,"sense, magnitude and direction.",sense and direction.,magnitude only.
2,149,"A hydraulic piston of 2.5 square inches produces 7500lbf, What pressure is used?.",B,5000 PSI,3000 PSI.,7000 PSI.
2,150,Forces passing through a common point are said to be.,C,coherent.,coplanar.,concurrent.
2,151,A force of 5 Newtons acting perpendicularly at 300 centimetres from the pivot produces a moment of.,B,1500 Newton metre.,15 Newton metre.,1.5 Kilonewton millimetre.
2,152,Equilibrium of translation occurs when.,A,downward forces equal upward (reactive) forces.,clockwise moments equal counterclockwise moments.,clockwise forces and counterclockwise forces are equal.
2,153,The conversion factor to convert litres to pints is.,B,0.57.,1.76.,2.2.
2,154,Hydraulic pressure can be restored by.,B,the use of pressure/heat exchange.,compressing the air charge in an accumulator.,compressing the fluid in a reservoir.
2,155,"When checking a hydraulic accumulator initial air pressure, the hydraulic system pressure.",C,should be at the normal working pressure.,is not important.,should be released.
2,156,One kg is the mass of.,A,one litre of pure water.,one pint of pure water.,one gallon of pure water.
2,157,The centre of gravity of a triangle is.,A, 1/3 the median from the base.,1/3 the bisector from the base.,1/3 the height from the base.
2,158,"A lifting machine moves with an effort, a distance of 200 cm, in order to raise it 0.5 m. The Velocity Ratio is.",B, 0.25.,4,40
2,159,Two Vectors are at 90 degrees to each other having magnitudes of 3N and 4N. The resultant is.,A,5N.,1N.,7N.
2,160,Which of the following has no units?.,A,Strain.,Stress.,Elasticity.
2,161,"For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2.",B,3270 N.,305.8 N.,3000 N.
2,162,A time period of 10 microseconds is equal to a frequency of.,A,100 kHz.,10 kHz.,1 Mhz.
2,163,The SI unit of acceleration is the.,A,metre per second squared (m/s2).,metre per second (m/s).,square metre (m2).
2,164,"If a body starts at rest and reaches 84 m/s in 3 seconds, its acceleration is.",A,28 m/s2.,14 m/s2.,252 m/s2.
2,165,The SI unit of velocity is the.,B,metre per second squared (m/s2).,metre per second (m/s).,metre (m).
2,166,An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?.,A,600 nmiles/hour.,600 miles/hour.,150 nmiles/hour.
2,167,A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?.,B,7 cm.,3 seconds.,1/3 cycle.
2,168,A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?.,A,10 m/s2., 12 m/s2.,8 m/s2.
2,169,What is the period of a frequency of 4 Hz?.,B,8 seconds., 0.25 seconds.,4 seconds.
2,170,A dot rotates around the circumference of a circle. If the vertical position of this dot is plotted on a graph with respect to time the result will be.,C,a linear motion.,a transverse waveform.,a sinusoidal waveform.
2,171,"A freely falling body, falling from a height of 2km, and assuming g = 10m/s2, will strike the ground in a time of.",C,400s.,80s.,20s.
2,172,What is the angular velocity of a shaft rotating at 300rpm in radians/second?.,A,10π radians/second.,2π radians/second.,5π radians/second.
2,173,The force that acts on a body to cause it to rotate in a circular path is called the.,A,centripetal force.,centrifugal force.,. inertia force.
2,174,An aircraft of 2 metric tonnes uses 800 kilojoules kinetic energy to make an emergency stop. Its brakes apply a force of 10 kiloNewtons. What distance does it travel before it comes to a stop?.,C,40m.,800m.,80m.
2,175,"A body rotating at an angular velocity of 5 radians/sec, with a radius of 5 metres has a speed of.",C,5π metres per second.,5 metres per second.,25 metres per second.
2,176,"A mass of 400 kg moves 27metres, with a force of 54N, what is the work produced?.",A,1458 J.,583.2 KJ.,10.1 KJ.
2,177,"A mass on a spring nearly hits the ground 20 times a minute, its frequency is.",B,3 cycles per second.,1/3 cycle per second.,20 cycles per second.
2,178,"A body travelling at 20 m/s accelerates to 36 m/s in 8 seconds, what is its acceleration?.",C,8 m/s2.,4 m/s2.,2 m/s2.
2,179,A body dropped from 10 m will hit the ground in.,C,2 seconds.,0.2 seconds.,1.41 second.
2,180,What is the rate of gravity?.,C,12.7 m/s2.,0.981 m/s2.,9.81 m/s2.
2,181,An object travels 18 km in 1 minute 30 seconds. What is its average speed?.,A,200 m/s.,270 m/s.,100 ms.
2,182,100 m is approximately,B,220 yards.,109 yards.,66 yards.
2,183,A car moves over a distance of 5 miles at steady speed in 10 minutes. What is the speed?.,A,30 mph.,15 mph.,60 mph.
2,184,"A spaceship travels a distance of 480,000 miles in 2 days. What is its speed?.",C,"48,000 mph.","36,000 mph.","10,000 mph."
2,185,"A cyclist covers a distance of 1,000 m at a constant speed in 90 seconds, What is his speed?.",C,50 m/s.,12.5 m/s.,11.1 m/s.
2,186,How long will it take a car moving at 60 km/hr to travel 90 km?.,C,40 minutes.,75 minutes.,90 minutes.
2,187,An aircraft travels at 500 km/hr for 30 minutes at steady speed. How far does it move in that time?.,C,500 km.,1000 km.,250 km.
2,188,Which of the following affect the velocity of an object?.,A,Speed and direction.,Speed and distance.,Speed and mass.
2,189,Acceleration involves.,A,change in speed or direction of movement.,change of position with time.,steady speed over a fixed period of time.
2,190,What acceleration is produced if a mass increases speed from rest to 10 ft/sec in 5 seconds?.,A,2 ft/sec2.,50 ft/sec2.,0.5 ft/sec2.
2,191,A car travelling at a speed of 5 m/s accelerates at the rate of 1 m/s2. How long will it take to reach a speed of 20 m/s?.,A,15 secs.,10 secs.,20 secs.
2,192,Newton’s laws of motion apply to.,B,solid substances only.,all substances irrespective of state.,gases and liquids only.
2,193,Which of Newton’s Laws apply most directly to an aircraft which is accelerating down a runway?.,B,The 3rd law.,The 2nd law.,The 1st law.
2,194,Which of Newton’s Laws apply most directly to a car which is slowing down due to the braking action?.,C,The 1st law.,The 3rd law.,The 2nd law.
2,195,F = ma is an equation which expresses.,B,Newton’s 1st law.,Newton’s 2nd law.,Newton’s 3rd law.
2,196,What force is required to produce an acceleration of 5 m/s2 on a mass of 2 kg?.,B,2.5 N.,10 N.,50 N.
2,197,"If a force of 10 lbf produces an acceleration of 2.5 ft/sec2, on what mass is it acting?.",A,4 slugs.,4 lb.,25 slugs.
2,198,What is acceleration?.,C,Rate of change of velocity.,Rate of change of movement.,Rate of change of position.
2,199,In a gear train the driver has 100 TPI and the driven has 50 TPI.,A,The driven rotates twice as fast.,The driver and driven rotate at the same speed.,The driven rotates half as fast.
2,200,"An aircraft of 2 metric tonnes lands with 400 kilojoules of energy, 10 kiloNewtons of force is applied at the brakes, how far does the aircraft take to stop?.",A,40 M.,400 M.,800 M.
2,201,A radar rotates 1 revolution each 30 seconds and uses 10J of energy each revolution. How many joules does it use in a day?.,A,28.8 kJ.,720 kJ.,7200 kJ.
2,202,"A light aircraft flies in a semi-circle from point A to point B. If the circle has a radius of 20km and the time taken is 30 minutes, the average speed is.",A,125.7 km/h.,110 km/h.,80 km/h.
2,203,The landing speed of an aircraft is 54 m/s2. If the maximum deceleration is 3m/s2 the minimum length of runway required is.,B,162m.,486m.,360m.
2,204,The number of radians in a semi circle are.,B,exactly 3.,π.,2π.
2,205,"The angular velocity of 500 RPM is, in rads/seconds is equal to.",C,1000π rads/s.,8.33π rads/s.,16.66π rads/s.
2,206,Which of Newton's laws relates to the formula: Force = mass * acceleration?.,B,1st.,2nd.,3rd.
2,207,The period of simple pendulum is.,A,independent of its mass.,longer for a heavy pendulum bob.,longer on the earth than on the moon.
2,208,"A satellite requires 10 Joules to rotate half a revolution, which takes 30 seconds. What is the energy required for one day?.",C,"14,400 J.","1,200 J.","28,800 J."
2,209,The size of Centripetal Force on an object travelling in a circle.,A,increase with increasing mass of the object.,decreases with increasing speed of the object.,increases with an increasing radius of circle.
2,210,"For an object in circular motion at constant velocity, if the radius of its path is doubled the centripetal force will.",C,double.,remain the same.,half.
2,211,An aircraft weighing 6400 pounds lands at a speed of 10 ft/Sec and stops in 10 Seconds. What force was generated by the brakes (assuming gravity as 32 ft/sec).,B,-2000 Lbs,-200 Lbs.,-640 Lbs.
2,212,For every action there is an equal and opposite reaction.' This is known as.,B,Newtons second law.,Newtons third law.,Newtons first law.
