Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
10,102,What is involved by Part M Subpart G?,A,CAMO,Continuing Airworthiness,Airworthiness Rewiev Certificate
10,103,Conformity inspection of aircraft/component to the type is done by…,A,PO,DO,EASA
10,104,Which can be a definition for C.A.T?,C,An association of commercially transported aircrafts,Transport of passengers and mails free,Transport of passengers and/or freight and/or mail against payment
10,105,Which part defines the philosophy of keeping an aircraft airworthy?,C,Part 145,Part 147,Part M
10,106,By whom is a maintenance program approved?,A,Competent authority,Maintenance organization itself,Production organization
10,107,What is meant by the Physical Survey carried out by CAMO?,B,Weighing of aircraft periodically,Verification of documents and data from maintenance and operation,Visual check or non destructive test of components and/or parts
10,108,How long must a copy of maintenance documentation be kept by CAMO?,A,two years after the aircraft has been permanently withdrawn from service,two years after the aircraft has been given into service,36 months after last entry of maintenance data into log system
10,109,What organisation needs certifying staff with a Cat C AML?,C,the part 21 J DO with a Cat C approval for large helicopters,the part M Subpart G – CAMO with a class A1 approval for large aircraft,the part 145 MO with a class A1 approval for base maintenance
10,110,A register of airlines operating on an AOC is maintained by the.,B,ICAO.,CAA.,FAA.
10,111,What category of aircraft are 'break-in' markings required?.,C,All public transport aircraft above 2300Kg.,All public transport aircraft above 5700Kg.,All aircraft registered in the UK.
10,112,A Part-145 approval covers.,A,base maintenance.,the major part of the organisation.,only line maintenance.
10,113,"For UK registered aircraft, components must be.",C,maintained by a part-145 approved organisation.,any appropriately approved organisation.,maintained by a part-145 approved organisation registered in the UK.
10,114,"Aircraft manufactured abroad, but registered in the UK.",C,can fly with an export C of A.,must have a C of A issued in the UK before it can fly.,can fly with a foreign C of A.
10,115,"To facilitate a repair, a drawing can be taken from.",B,the CAA.,the manufacturer.,a part-145 organisation.
10,116,Documents to be carried on a specific aircraft for a specific purpose is given in.,B,BCAR Section A and B.,CAR-OPS.,AOC
10,117,Safe operation of the aircraft is the responsibility of the.,C,part-M organisation.,owner,operator
10,118,The period of validity of a Certificate of Fitness for Flight under 'A' Conditions is.,A,7 days.,1 flight.,2 days.
10,119,The details of design of a particular aircraft can be found where?.,B,The Maintenance Manual.,The Declaration of Design and Performance.,EASA Certification Specification 25.
10,120,The validity of an EASA permit to fly is.,C,12 months.,7 days.,as stated on the certificate but not exceeding 14 days.
10,121,An engineer may issue a CRS if they.,B,have a company approval.,are LWTR and company approved on the appropriate type of aircraft.,are type rated on any equivalent aircraft type.
10,122,Where would you normally train for licences?.,A,At a Part-147 approved organisation.,At a Part-145 approved organisation.,At a technical training school.
10,123,By when do BCAR licensed aircraft maintenance engineers have to conform to EASA Part-66?.,B,28th September 2011.,28th September 2006.,28th September 2001.
10,124,If changes are made in a Part-66 license without the approval of the CAA.,C,the license is cancelled and an enquiry is conducted.,the license is cancelled from the point of the CAA becoming aware of the changes.,all certifications made under that licence are  invalid from the date the changes were made.
10,125,"If an engineer has a heavy cold, he/she.",A,must take only the medication which is prescribed specifically to him/her.,may take medication without advice.,must seek medical advice from a doctor.
10,126,To what does a B1-3 License apply to?.,A,"Helicopter with turbines, their engines, airframes and electrics.",Light aircraft with piston engines.,"Helicopters with piston engines, their engines, airframes and electrics."
10,127,What can an A1 licensed engineer sign for?.,C,Minor Scheduled Line Maintenance tasks on turbine engined helicopters.,Minor Scheduled Line Maintenance tasks on turbine engined aircraft.,Minor Scheduled Line Maintenance tasks on piston engined aircraft.
10,128,Who can sign a CRS?.,B,Any licensed engineer.,An appropriately licensed engineer.,An unlicensed engineer who has permission from the Chief Inspector.
10,129,Where would you find the requirements and the syllabus for a maintenance license?.,C,EASA Part-147.,EASA Part-145.,EASA Part-66.
10,130,An A1 licensed mechanic can sign for.,C,Aeroplanes and Helicopters.,Aeroplanes - Piston.,Aeroplanes - Turbine.
10,131,"From 28 September 2008, all engineers are required to be licensed in accordance with.",A,EASA Part-66.,ICAO.,CAR 66.
10,132,A Part-66 licence can be used without amendment or exchange.,B,only in the member state in which it was issued.,throughout all member states.,throughout the World.
10,133,"A part-66 licence holder wishing to work in another member state apart from the one it was issued, must have a licence printed in.",C,English.,only the originating member state's language,the language of the member state which the holder wishes to work in
10,134,Who issues a part-66 licence?.,C,EASA.,A part 145 organisation.,The competent authority of the member state.
10,135,Who may amend or endorse a part-66 licence?.,A,A part 145 organisation.,The licence holder.,A part 147 organisation.
10,136,Whose responsibility is it that no unauthorised entries are made in a part-66 licence?.,B,EASA or the national aviation authority of the member state.,The licence holder.,145 organisation.
10,137,EASA Form 26 is.,C,the application for a part-66 licence.,the application for an extension to a part-66 licence.,the part-66 licence itself.
10,138,A part-66 licence is issued for.,C,initially 2 years then re-issued for a period of 5 years.,initially 5 years then re-issued for a period of 2 years.,5 years.
10,139,A B2 License applies to.,B,line maintenance on airframe structure and powerplants.,line maintenance on electrical systems and avionics.,line maintenance on airframe structure.
10,140,Who is responsible for the control and issue of engineers licenses?.,B,EASA.,CAA.,JAA
10,141,When can a LAE sign a CRS?.,C,For any aircraft for which he has a type rating.,For any aircraft for which his company has Part-145 approval.,For any aircraft for which he has a type endorsement on his license and holds the appropriate company approval.
10,142,The time scale for retaining training records within a CAR-147 school is.,C,five years after the candidate leaves the course.,three years after the course.,five years after the completion of the course.
10,143,"A basic aircraft maintenance in category B1, B2 or C licence.",C,does confer licensing responsibilities.,allows you to sign a CRS but not CMR.,does not confer any licensing responsibilities
10,144,"With reference to the licensing of aircraft maintenance engineers, the requirements for the issue of a licence without type rating can be found in.",A,BCAR section L.,EASA IR Part-66.,Airworthiness Notices.
10,145,"Within an aircraft maintenance organisation approved in accordance with IR Part-145, the limitations of an individual's certification rights are recorded upon.",B,the personnel authorisation certificate.,the aircraft maintenance licence.,the personnel records.
10,146,In the future BCAR section L will be replaced by.,A,EASA IR Part-66.,JAA CAR-66.,EASA IR Part-145.
10,147,The term 'Extension' of a Part-66 licence means.,B,to extend its validity for a further period of time.,to add an additional basic category.,to add a type approval.
10,148,An aircraft type approval endorsement to a Part-66 licence is only provided after.,B,adequate theoretical training.,adequate theoretical and practical training.,adequate practical training.
10,149,EASA IR Part-66 applies to aircraft.,B,below 5700 kg only.,above and below 5700 kg.,above 5700 kg only.
10,150,"An engineer's BCAR Section L licence for certification of aircraft above 5700 kg will, on 28 Sept 2006.",C,automatically convert to EASA IR Part-66 without any action.,remain usable but with restrictions if not converted to EASA IR Part-66.,become invalidated if not converted to EASA IR Part-66.
10,151,"In order to obtain a type approval on an aircraft, an engineer must.",C,must work on aircraft for 12 months within the last 24 months.,have a manufacturers course within the last 3 years.,work on the type for 12 months in the last 24 months.
10,152,What experience is required for an A1 license.,B,2 yrs or 1 yr if qualified in another profession.,3 yrs or 2 yrs if qualified in another profession.,5 yrs or 3 yrs if trained by 147 company.
10,153,The syllabus and requirements related to an aircraft maintenance engineers license for a light commercial air transport aircraft can be found in.,C,BCAR Section L.,CAR-66.,IR Part-66.
10,154,An EASA category A licensed mechanic can.,A,certify minor line tasks which he has done himself and for which he has approval.,certify minor line tasks which he or other line mechanics have done and for which he has approval.,certify line maintenance checks.
10,155,Which of the following are the sub-sections of a Part-66 maintenance licence in category A?.,C,"Aeroplanes - Piston, helicopters Piston, Aeroplanes -Turbine and Helicopters Turbine.",Aeroplanes - Piston and helicopters Piston.,Aeroplanes - Turbine and helicopters Turbine.
10,156,An A licence is automatically granted with the issue of which of the following?.,B,B1 or B2.,B1.,B2.
10,157,IR Part-66 experience requirements may be reduced with.,B,aircraft production experience.,completion of training at a Part-147 approved school.,completion of a university engineering degree.
10,158,A category C certifying staff authorisation permits the holder to issue a block CRS after.,A,base maintenance.,line maintenance and defect rectification.,any line or base maintenance.
10,159,When did / will the EASA IR Part-66 licence become sole code?.,C,2011.,2003,2006.
10,160,An EASA IR B1.2 engineer can certify.,C,aircraft - turbine engined.,aircraft -both turbine and piston engined.,aircraft - piston engined.
10,161,An EASA IR B1.3 engineer can certify.,C,helicopters - both turbine and piston engined.,helicopters - piston engined.,helicopters - turbine engined.
10,162,How long is an EASA part-66 licence valid?.,B,2 years once signed in ink,5 years once signed and verified that the information contained in the licence is the same as that contained in the competent authority records.,5 years once signed in ink.
10,163,"A Part-145 organisation based outside the EU, the competent authority is.",C,the CAA.,the NAA of the country it is located in.,the EASA.
10,164,How many people sign a CRS after scheduled maintenance?.,A,One,One in each category.,Two
10,165,The independent audit part of a QA department of a large Part-145 company.,A,must be part of the company.,can be combined with the planning department.,can be contracted out to another company.
10,166,Maintenance documentation held by a Part-145 company is kept for.,C,2 years after they were raised.,5 years after they have expired.,2 years after the aircraft has been returned to the operator.
10,167,Who is a Part-145 approved organisation headed by?.,C,The Technical Manager.,The QA Manager.,The Accountable Manager.
10,168,"When the block CRS is finally issued for base maintenance at a Part-145 organisation, who is ultimately responsible for maintenance carried out during the check?.",B,the Category B LAE.,the Category C LAE.,the Accountable Manager.
10,169,A Part-145 approval is not required to carry out. A. daily checks (as long as 48 hours has not passed).,C,defect rectification.,pre-flight checks.,pre-flight checks.
10,170,An approved Part-145 organisation is one which is.,B,of a standard acceptable to the CAA and the FAA.,of a standard acceptable to the EU.,of a standard as defined in the ANO.
10,171,How long does an licensed engineer have to produce his/her authorisation certification if asked by the CAA or EASA?.,C,immediately.,7 days.,24 hours.
10,172,A Part-145 approved maintenance organisation is authorised to.,B,approve major modifications.,issue certificates for work completed in aircraft maintenance or overhaul.,originate repair schemes and manufacture parts.
10,173,Who can sign the CRS?.,C,LAE.,LAE who has the permission from the chief inspector,LAE who is authorised to do so.
10,174,"A situation is found which could hazard an aircraft, while it is undergoing maintenance by a Part-145 organisation. The situation must be reported within.",C,48 hours.,24 hours.,72 hours.
10,175,"If you are required to produce your License, this must be done.",B,immediately.,within 24 hours.,within a reasonable time.
10,176,How many people sign a CRS after scheduled maintenance?.,C,"Two, one for mechanical activities and one for the avionics.",One in each category.,One only.
10,177,"A Part-145 organisation finds a condition on an aircraft which could be hazardous, they must inform the CAA within.",A,3 days.,24 hours.,7 days.
10,178,"In a Part-145 company, who is responsible for keeping technical information on certifying staff?.",B,Tech Records.,Quality Assurance.,Personnel Department.
10,179,Who monitors how a company is adhering to Part-145?.,C,Base Maintenance Manager.,Accountable Manager.,Quality Manager.
10,180,For which type of maintenance do you not need a Part-145 approval?.,B,Hangar Base Maintenance.,Preflight inspection.,Weekly Check.
10,181,CAA approval of a Part-145 organisation to undertake base maintenance of a particular aircraft type will be found in.,C,the companys AOC data sheet.,the company operations manual.,the company limitation part of the approval schedule.
10,182,A Part-145 company is required to be headed by.,C,a technical director.,a licensed engineer,an accountable manager.
10,183,Implementation procedures for IR Part-145 may be found in.,A,Airworthiness Notice 14.,BCAR section A.,Air Navigation Regulations.
10,184,Unserviceable aircraft equipment should not be stored.,C,in a goods-in store.,on unserviceable shelves around the hangar.,with serviceable spares.
10,185,Under the Part-145 Approval System an A1 Rating relates to aircraft.,C,on base maintenance only.,of 5700 kg MTOM and below.,exceeding 5700 kg MTOM.
10,186,The Approval Reference Number for a typical Part-145 company would be.,C,AI/1234/94.,CAA 00023.,UK.145.00505.
10,187,Line maintenance under Part-145 is defined as typically.,C,C and D checks.,preflight maintenance.,A and B checks.
10,188,Awards of the EASA Part-145 approval in the UK are made by the.,C,ICAO.,JAA,CAA.
10,189,The responsibility for reporting incidents and occurrences during a flight rests with the.,A,aircraft commander.,engineer clearing the tech log.,air stewards.
10,190,Following the replacement and compensation of a direct reading compass certification is made in the form of a.,C,certificate of compensation.,certificate of conformity.,CRS.
10,191,The minimum distribution of the Authorised Release Certificate EASA Form 1 is.,B,"1, to remain with the component to which it refers.","2, one for the originator and one to remain with the component to which it refers.","1, to be retained by the originator."
10,192,The Authorised Release Certificate EASA Form 1 can.,B,have several items entered onto it providing they are identical part numbers.,have several items entered onto it of different part numbers.,have only one item entered onto it.
10,193,"Following satisfactory aircraft component replacement, adjustment, locking and functioning. Which of the following is issued?.",B,Certificate of maintenance review.,CRS.,A maintenance statement.
10,194,The wording of a CRS issued by a Part-145 organisation can be found in.,C,the ANO.,EASA Part-145 Section A.,The Acceptable Means of Compliance to EASA Part 145.
10,195,Independent audits of a department within a Part-145 approved organisation are to be carried out at least every.,B,6 months.,12 month.,24 months.
10,196,The EASA Form 1 is to be used when components are,A,both exported/imported and bought/sold domestically.,exported or imported only.,used bought and sold domestically only.
10,197,"After a mandatory inspection has been carried out by a Licensed Engineer, what is issued?.",A,Certificate of Release to Service.,A Flight Release Certificate.,A Certificate of Maintenance Review.
10,198,"When an item is removed from an aircraft, then subsequently refitted.",C,no certificate of release to service is required if it is the same item.,only one certificate of release to service is required to cover both the removal and the re-fitment,two certificates of release to service is required to cover the removal and the re-fitment respectively.
10,199,"For the purposes of EASA Part-145, a 'Large aircraft' is.",C,over 13610 kg MTOM.,over 2730 kg MTOM.,over 5700 kg MTOM.
10,200,"If a temporary wiring repair has to be carried out on an aircraft which is away from its Maintenance Organization, how would this be certified?.",C,No Certification need be made.,Aircraft would be certified as Fit for Flight under 'A' conditions.,By signing a Certificate of Release to Service.
10,201,A company has approval reference of form EASA.145.00X? It is located.,A,outside a European Member State.,in the USA.,within a European Member State.
10,202,On completion of the overhaul of an aircraft component by an overhaul organization.,A,the worksheets with a certified CRS are retained by the overhaul organization and an EASA form 1 is issued to the customer.,the worksheets with a certified CRS are placed in the aircraft file with the log books.,the worksheets are retained by the overhaul organization in their own files.
10,203,A Part-145 approved organisation may subcontract specialist work to.,C,any non-approved company.,any BCAR approved company.,any BCAR approved company that is listed in their Maintenance Organisation Exposition.
10,204,Signatories to the CRS will be found in.,B,Airworthiness Notice No.3.,the organization exposition.,"BCAR Section A-8/13, A-8/15, A-8/3."
10,205,EASA IR Part-145.,C,lists the minimum requirements acceptable to the CAA.,applies to all European Aircraft.,replaces the relevant chapters of BCAR Section A.
10,206,Aircraft and aircraft component records must be retained by a Part-145 approved organization for a period of.,B,three years after the aircraft component is permanently removed from service or destroyed.,two years after the aircraft or aircraft component has been released from the Part-145 approved maintenance organization.,5 years after the aircraft or aircraft component has been destroyed or permanently removed from service.
10,207,The staffing requirements for an organization approved to undertake maintenance on commercial transport aircraft are to be found in.,A,EASA IR Part-145.30.,CAR E.25D.,EASA IR Part-25.13.
10,208,EASA IR Part-145 approved organizations are approved to maintain.,B,all UK registered aircraft used for commercial transport purposes.,all UK registered aircraft used for commercial transport purposes and aircraft exceeding 5700 kg MTWA in any C of A category.,all UK registered aircraft above 5700 kg MTWA.
10,209,The extent of an organisation's Part-145 approval is stated.,A,on the approval certificate.,in the CAA's list of approved organisations.,in the organisation's exposition.
10,210,On a Certificate of Release for Service an adjustment to a control would come under the heading.,B,replacement.,repair.,overhaul.
10,211,To comply with IR Part-145.,A,the Acceptable Means of Compliance can be used.,any additional national directives must be used.,JAA Joint Circulars should be used.
10,212,The list of typical tasks which cat-A line maintenance mechanic may perform is contained in,A,Part 145.,Part 147.,Part 66.
10,213,An aircraft component which comes with an EASA form 1.,C,will not need a CRS when fitted as a form 1 is also a CRS.,will also require a form 8130-3 if fitted to a British aircraft,will require a CRS to be issued when fitted to certify correct installation as the form 1 CRS applies only to the conformity of the component.
10,214,"An organisation seeking approval to carry out maintenance on an aeroplane of 6000kg MTWA carrying cargo only, would apply for approval under.",B,CS 25.,IR Part-145.,BCAR section A or B depending on country of origin of aeroplane.
10,215,Category C licensed engineers are backed up by.,C,engineers holding existing BCAR section-L licence in the appropriate category.,hanger based cat B1 and B2 licensed maintenance technicians and mechanics with appropriate type ratings.,cat B1 and B2 technicians with type rating.
10,216,Since EASA IR Part-145 came into effect.,B,it lists the minimum requirements acceptable to the CAA.,it has replaced the relevant chapters of BCAR.,it currently applies only to transport passenger aircraft.
10,217,Part-66 certifying staff must be.,A,not less than 21 years of age.,There is no Age limitation.,not less than 18 years of age.
10,218,A Part-145 organisation's accountable manager is responsible for.,B,ensuring that all line maintenance procedures are carried out.,ensuring that all necessary resources are available to accomplish maintenance in accordance with Part 145.A.65 (a).,ensuring that all base maintenance procedures are carried out.
10,219,The list of EASA Part-145 approved maintenance organisations is found in.,A,the CAA list of approved organisations.,the maintenance schedule.,the company's exposition.
10,220,"After a modification on an aircraft system, a certificate of release to service is issued. To do this yourequire.",C,Part-21 Subpart H approval.,ICAO approval.,Part-145 approval.
10,221,What aircraft can an EASA part-145 company maintain?.,C,Commercial Air Transport aircraft only.,All aircraft over 5700 kg MTOM.,All aircraft on its schedule of approval.
10,222,"How long have you got, to produce a Part-66 licence when asked to do so?.",C,Within 7 days.,Within 5 days.,Within 24 hours.
10,223,An aircraft has an unapproved repair.,C,Issue a CRS to approve it.,Issue a Fitness for Flight cert.,It cannot be certified until the repair is approved.
10,224,The requirement for having a Quality Department to a maintenance organisation are set out in.,C,IR Part 21.,IR Part M.,IR Part-145.
10,225,The responsibility for regularly weighing aircraft rests with the.,A,operator,Part-145 maintenance organisation.,CAA.
10,226,Documents to be carried include.,A,"Certificate of Registration, Airworthiness, Insurance and Radio License.","C of A, Permit to Fly, radio License, Crew Licenses, and C of R.","Crew licenses, radio licence and aircraft dealers certificate."
10,227,The requirement for re-weighing an aircraft under CAR-OPS is.,B,"at manufacturer, then two years and five yearly thereafter.",at manufacturer and then four yearly intervals.,at manufacturer and then five yearly intervals.
10,228,Aircraft types which an operator can fly are listed in the.,B,Aircraft Flight Manual.,Air Operators Certificate.,Company Maintenance Schedule.
10,229,Where can information on the aircraft documents to be carried be found?.,B,ECAR Part-145.,CAR-OPS subpart B.,ANO schedule 3.
10,230,An aircraft registered in the UK and operating in the transport category will normally be operated.,A,by the holder of an AOC.,Under B conditions.,by the owners.
10,231,"In which book would you expect to find all the following: a CMR, a maintenance statement, a sector record and a deferred defect?.",A,Technical log book.,Flight manual.,Aircraft Log book.
10,232,Amendments to CAR OPS are by way of.,A,orange pages.,grey pages.,blue pages.
10,233,Deferred defects are recorded in.,B,the Deferred defect manual.,the Technical Log.,the Technical Manual.
10,234,Which of the following documents must be carried on an aircraft?.,A,Certificate of Registration.,Air operators Certificate.,Engine Log Book.
10,235,Large Aircraft Maintenance Schedules are produced by.,B,manufacturer with CAA approval.,operator.,CAA Safety Regulation Group.
10,236,Aircraft over 5700kg MTOM are weighed.,B,at the renewal of the Certificate of Airworthiness,prior to entry into service and then every 4 years.,annually.
10,237,CAR OPS subpart J covers.,C,maintenance.,instruments and equipment.,mass and balance.
10,238,CAR OPS 3 applies to.,C,commercial transport.,aeroplanes.,helicopters.
10,239,Which of the following form part of the aircraft Technical Log?.,A,Future maintenance program for the pilots information.,Pilots name and number.,CRS and weight and balance information.
10,240,Which of the following documents are to be carried on an aircraft?.,B,"Tech log, full Operations Manual and Flight Manual.",Tech Log and parts of the Operations Manual.,Full Operations Manual and Flight Manual.
10,241,Who approves the aircraft Technical Log?.,C,The Part-145 organisation maintaining the aircraft.,The operator.,The National aviation authority.
10,242,The documents to be carried on an aircraft are stated in the.,B,flight manual.,CAR OPS.,appropriate ANO article.
10,243,What is the minimum legal decision height for Cat I auto landing?.,B,100 to 200 ft.,200 to 300 ft.,400 to 500 ft.
