Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
6,804,Intercrystalline corrosion.,A,is detectable by x-rays.,is the same as exfoliation corrosion.,always appears as small surface cracks.
6,805,The usual manufacturers anti-corrosion process to be applied to Fe aircraft parts is.,A,cadmium plating.,anodising.,metal spraying.
6,806,Chromate treatment is applied to.,C,Al alloys.,Fe alloys.,magnesium alloys.
6,807,Anti-corrosion treatment used on Magnesium is.,A,chromating.,electro-plating.,phosphating.
6,808,Intergranular corrosion is also known as what?.,B,Stress corrosion.,Exfoliation.,Galvanic.
6,809,"During construction, sharp internal corners and inaccessible places should be avoided to reduce.",C,filiform corrosion.,fretting corrosion.,crevice corrosion.
6,810,To check the interior of tubular members for corrosion attack.,B,any form of test is acceptable.,ultra sonic testing is necessary.,dye penetrant testing should be used.
6,811,Anodising is a form of.,A,artificial protection.,metallic coating.,sacrificial protection.
6,812,The Alocrom 1200 process was designed to treat.,B,chromium plating.,small surfaces.,surfaces too large for dip treatment.
6,813,The artificial production of a film of oxide on the surface of aluminium or any of its alloys is commonly called.,A,anodizing.,parco lubrizing.,alodizing.
6,814,Alodizing protects alloy metal from corrosion and does what else?.,A,Makes a good surface for paint to adhere to.,Makes the surface alkaline.,Seals the surface from moisture.
6,815,"When cleaning aircraft faying surfaces, a cause for concern is.",A,corrosion acting on the end faces of panels.,sharp corners etc trapping corrosive chemicals.,leaks into the fuselage.
6,816,The form of corrosion most likely to cause stress concentration is.,C,Surface Corrosion.,Fretting Corrosion.,Pitting Corrosion.
6,817,Lead acid battery fluid has been found to be leaking on the surface of the aircraft structure. What substance would you use to neutralise the acid?.,C,Sulphur and Lime.,Hot distilled water.,Sodium bicarbonate of soda.
6,818,What colour is the corrosion found on the surface of aluminium alloys?.,A,White/Grey.,Green/Blue.,Black
6,819,Corrosion on copper is identified by.,C,red/brown rust.,black powder.,green discolouration.
6,820,"In the anodic film inspection and sealing test, if a good seal has been accomplished.",A,the dye mark will not rub off.,the dye mark has no importance.,the dye mark will rub off.
6,821,Aluminium alloy parts are often protected by the.,C,Alocrom plating.,chromium plating process.,Alocrom 1200 process.
6,822,Corrosion is always completely removed.,C,to prevent further damage.,to fit new parts.,to permit the extent of damage to be assessed.
6,823,Corrosion on a copper alloy can be recognised by.,A,blue/green deposit.,white deposit.,grey deposit.
6,824,Which of the following is a temporary protective measure?.,B,Sacrificial protection.,Chromating.,Paint finish.
6,825,Which anti-corrosion chemical treatment is normally applied to aluminium alloys?.,B,Pure aluminium.,Anodising.,Cadmium.
6,826,Spilled mercury on aluminium causes.,A,"greyish powder, fuzzy deposit or whiskery growth.",yellowish stains on surface of the metal.,black pits going into brown rust.
6,827,A non-electrolytic chemical treatment for aluminium alloys to increase corrosion resistance and paint bonding qualities is called.,A,alodizing,anodizing.,dichromating.
6,828,Which of the following are acceptable to use in cleaning anodized surfaces?.,B,"Steel wool, aluminium wool, fibre bristle brush.","Aluminium wool, fibre bristle brush.","Brass wire brush, stainless steel wire brush."
6,829,A primary cause of intergranular corrosion is.,A,improper heat treatment.,improper application of primer.,dissimilar metal contact.
6,830,Which of these materials is the most anodic?,A,Magnesium.,Cadmium.,7075-T6 aluminium alloy.
6,831,Which of these materials is the most cathodic?.,C,2024 aluminium alloy.,Zinc,Stainless steel.
6,832,The pitch of a screw thread is.,A,crest to root.,2 * crest to root.,crest to crest.
6,833,A single start thread the lead is.,B,2 * pitch.,1 * pitch.,½ * pitch.
6,834,A wire thread insert tap is.,A,supplied in a fitting kit.,slightly larger than the hole.,slightly smaller than the hole.
6,835,Multi-start threads.,B,increase the lead and decrease the pitch.,increase the lead without increasing the pitch.,increase the lead and the pitch.
6,836,Buttress threads are used.,B,to transmit power in both directions.,to transmit power on one direction.,on nuts and bolts.
6,837,The lead on a single start thread is.,A,1 * the pitch.,2 * the pitch.,1/2 the pitch.
6,838,Colour identification of an aluminium rivet is.,A,black,violet.,green.
6,839,"For a wire insert thread repair, the hole is tapped using.",B,the same size.,a special tap supplied with the kit.,the next size up.
6,840,The angle of a screw thread is.,B,half the inclusive angle of the thread sides.,the inclusive angle of the thread sides.,the distance the thread moves in one turn.
6,841,The tang of a thread insert.,A,may left it in the insert after installation.,is removed with a hammer and a punch.,must be removed.
6,842,A thread insert may be removed by.,A,a blade removal tool.,a hammer and punch.,a pre-wind insertion tool.
6,843,A metric screw thread angle is.,C,7 °.,57 °.,60 °.
6,844,Which thread type has the better vibration resistance?.,A,A fine thread.,A course thread.,Courseness or fineness of thread has no bearing on the vibration resistance.
6,845,Which of the following thread designations is most fatigue resistant?.,C,UNF.,UNC.,UNJF.
6,846,Which thread type has a 55 ° angle?.,B,Metric.,Whitworth.,UNF.
6,847,What sort of surface treatment would you find on a magnesium casting?.,C,Anodizing.,Phosphating.,Chromating.
6,848,What is the nominal length of a UNF bolt?,B,Under head to end of the threads.,Under head to screw threads (i.e. plain shank).,The length of the threads.
6,849,Where should you not use a nyloc nut?.,A,Temperatures above 120 °C.,Temperatures above 200 °C.,Temperatures above 250 °C.
6,850,What is the nominal screw length?.,A,The overall length of a countersunk screw and the non-threaded portion of a bolt.,The overall length of a bolt (from under the head) and the overall length of a screw (including the head).,"The length of thread for a bolt, overall length for a countersunk screw."
6,851,A unified thread is identified by.,C,an 'X' on the head.,a raise ring on the head.,2 or 3 rings on the head.
6,852,An AN steel bolt is identified by what marking on the head?.,C,A dash.,14E.,An 'x'.
6,853,A British close tolerance bolt is identified by.,A,a raised ring on the head.,an 'X' on the head.,a dropped collar under the head.
6,854,Studs which have a size larger thread at one end are called.,A,stepped studs.,shouldered studs.,plain studs.
6,855,A bolt with a raised dash is.,C,AN standard.,close tolerance.,Corrosion Resistant Steel.
6,856,A dowel will take what loads?.,A,shear.,tensile.,torsion.
6,857,Dzuz Fasteners provide,C,for easy hammering into position.,a close tolerance fit.,quick release fasteners at inspection panels.
6,858,The initials U.N.C when related to aircraft bolts stands for.,B,United National Countersunk.,Unified National Coarse.,Unified National Centred.
6,859,A bolt part number AN25C15 when compared to a bolt part number AN25-15 has.,B,a less expensive design and product costs.,a higher resistance to corrosion.,a higher pitch thread.
6,860,The head marking on a close tolerance BSF bolt is.,B,a series of dots on the head face.,a raised disk on the head face.,a lowered ring under the hexagon
6,861,"In the drawing, what letter represents the nominal length of a BSF bolt?.",A,A,B,C
6,862,An aluminium alloy bolt may be identified by.,C,its colour (dyed black).,the letter A stamped on the head.,its colour (dyed green).
6,863,A (British) 3/8 inch dia. UNF bolt will have the diameter code letter.,C,N,Green/Blue.,J
6,864,An AN steel bolt is identified by.,B,on head.,X on head.,plain bolt.
6,865,Rivnuts were originally used for.,B,securing structural parts.,securing rubber de-icing boots.,securing cabin floorings.
6,866,Fork end fittings on control rod ends should have.,C,anti vibration compound.,0.002 inch axial movement.,bolt heads fitted upwards.
6,867,The AN526 truss-head screw.,C,provides a good clamping force.,is a widely used recesses head machine screw.,is a pan-head screw.
6,868,Capped nuts are used.,C,prevent overtightening due to the threaded portion being restricted by the cap.,to provide a dry torque joint.,to stop leaks.
6,869,A pin in a fork end fitting is subjected to what loading?.,A,Shear.,Tensile.,Torsion
6,870,Hylocks.,B,require lubrication of the screw part only.,are pre-lubricated.,do not require lubrication.
6,871,UNF means.,A,unified fine.,union national fine.,united nations fine.
6,872,A clevis bolt in a control cable fork end would be loaded in.,A,shear,tension.,both tension and shear.
6,873,A main difference between Lockbolt/Hucbolt tension and shear fasteners (other than their application) is in the.,C,shape of the head.,method of installation.,number of locking collar grooves.
6,874,One of the main advantages of the Hi-Lok type fasteners over earlier generations is that.,A,they can be installed with ordinary hand-tools.,they can be removed and reused again.,"the squeezed on collar installation provides a more secure, tighter fit."
6,875,The markings on the head of a Dzus fastener identify the.,A,"body diameter, type of head and length of the fastener.","body type, head diameter and type of material.",manufacturer and type of material.
6,876,"The Dzus turnlock fastener consists of a stud, grommet, and receptacle. The stud length is measured in.",C,sixteenths of an inch.,tenths of an inch.,hundredths of an inch.
6,877,Threaded rivets (Rivnuts) are commonly used to.,B,join two or more pieces of sheet metal where shear strength is desired.,attach parts or components with screws to sheet metal.,join two or more pieces of sheet metal where bearing strength is desired.
6,878,Aircraft bolts with a cross or asterisk marked on the bolt-head are.,B,made of aluminium alloy.,a standard steel bolts.,close tolerance bolts.
6,879,A bolt with a single dash on the head is classified as an.,B,NAS standard aircraft bolt.,AN corrosion resistant steel bolt.,NAS close tolerance bolt.
6,880,A bolt with an 'X' inside a triangle on the head is classified as an.,B,NAS standard aircraft bolt.,NAS close tolerance bolt.,AN corrosion resistant steel bolt.
6,881,Aircraft bolts are usually manufactured with a.,C,class 1 fit for the threads.,class 2 fit for the threads.,class 3 fit for the threads.
6,882,The cage of an Instrument Mounting nut is made from.,C,steel.,brass.,phosphor bronze.
6,883,The speed nut of an Instrument Mounting nut is made from.,A,brass,steel.,phosphor bronze.
6,884,The length of a clevis bolt.,C,includes the head and the thread.,is the plain shank portion only.,includes the threads but not the head.
6,885,How many times can a locking plate be used?.,A,indefinitely providing it is a good fit around the component to be locked.,"once, then discarded.","3 times, then discarded."
6,886,The taper of a standard taper pin is.,A,1 in 48.,1 in 36.,1 in 20.
6,887,"When using a spring washer, the plain washer would be fitted.",A,between spring and part.,between head and spring.,under the nut.
6,888,How many times can you use a locking plate?.,B,Until all the tabs have been broken off.,As long as it remains serviceable.,Once only.
6,889,Wire locking approach angles should not be less than.,A,45 °.,90 °.,10 °.
6,890,A spring type washer when used on an aluminium component must be used.,A,with a plain washer.,by itself.,with a tab washer.
6,891,Nickel alloy steel split pins can be used.,B,repeatedly provided they remain a good fit.,"only once, because the legs are spread and bent.",with a spring washer and a stiff nut.
6,892,A pre-load indicating washer is correctly loaded when.,C,the inner ring rotates.,the inner ring is gripped.,the outer ring is gripped.
6,893,The advantage of circlips is.,B,it can be used for both inner and external applications.,Both a and b.,it is cheap.
6,894,A press fit requires.,B,the hole to be expanded by heat.,some sort of driving force.,the shaft to be shrunk by cooling.
6,895,A non metallic locknut is.,A,never used over 250 °F.,never torqued.,never re-used.
6,896,"A tab washer has been removed after fitment for a short time from a non essential system, the tab washer may be.",C,re-used.,re-used if a spare is not available.,not re-used.
6,897,"In the drawing, both bolts are correctly wire locked when.",A,both A and B are right hand threads.,A is a right hand thread and B is a left hand thread.,both A and B are left hand threads.
6,898,A turnbuckle locknut is a.,A,stiff nut.,slotted nut.,castle nut.
6,899,An internal circlip can be used to.,A,retain a ball bearing in a housing,to do both of the above.,retain a ball bearing on a shaft.
6,900,A washer having both twisted teeth and spring actions is.,B,AN970 large-area flat washer.,AN936 shake-proof lock washer.,AN935 split-ring lock washer.
6,901,Split pins.,A,may be used only once.,can be used more than once but depends on the material of the split pin.,may be used more than once.
6,902,How is the locking feature of the fibre-type locknut obtained?.,B,By a fibre insert held firmly in place at the base of the load carrying section.,By the use of an unthreaded fibre locking insert.,By making the threads in the fibre insert slightly smaller than those in the load carrying section.
6,903,Split pins are made from.,C,"brass or Low carbon steel - cadmium plated,.",brass or stainless steel.,"Low carbon steel - cadmium plated, or stainless steel."
6,904,Forming a solution treated rivet gives it 75% of its hardness. What gives it the other 25%?.,A,Leave at room temperature for four hours.,Precipitation treat the component when forming is complete.,Put them in a refrigerator.
6,905,"If D or DD rivets are not formed in time , or removed from the freezer in time, they.",B,must be discarded.,must be re-heat treated before use.,can be re-heat treated once then discarded.
6,906,A joggle in a removed rivet is indication of what type of partial failure?,B,Bearing.,Shear,Compression.
6,907,How is a British aluminium rivet identified?.,A,Black anodic finish.,Natural anodised finish.,Violet anodic finish.
6,908,A BS rivet made from L36 would be what colour and marking?.,A,Black anodic with an 'A'.,Natural anodic with no marking.,Green anodic with an 'X'
6,909,What do the letters and numbers on a British rivet mean?.,C,Material specification only.,Material and finish.,"Head shape, material and finish."
6,910,A natural finish aluminium alloy rivet with a D on it is.,C,hiduminium L86.,aluminium L36.,duralumin L37.
6,911,A 5% magnesium rivet is identified by.,B,violet anodise with 'S' on it.,green anodise with 'X' or an '8' on it.,black anodise with 'A' on it.
6,912,What metal is suitable for riveting magnesium alloy?.,B,Monel metal.,5056 aluminium alloy.,1100 aluminium alloy.
6,913,What metal is suitable for riveting alloy steel?.,B,Aluminium alloy.,Monel metal.,Mild steel.
6,914,An aluminium alloy L37 rivet identification is.,C,X embossed.,O embossed.,D embossed.
6,915,Rivet allowance is.,A,1.5d.,1d plus the thickness of the material.,1.5d plus the thickness of the material.
6,916,D and DD rivets are refrigerated to.,C,precipitation harden.,increase age hardening.,retard age hardening.
6,917,What do you do to 2017 and 2024 rivets after heat treatment?.,C,Leave for a minimum of 2 hours before using.,refrigerate for a minimum of 2 hours before using.,Use immediately or refrigerate.
6,918,An American rivet with a cross on the head is.,C,2124 aluminium alloy.,2117 aluminium alloy.,5056 aluminium alloy.
6,919,A countersunk rivet of the ‘SP’ series has a head style of.,C,20 °.,90 °.,100 °.
6,920,The coding of a British rivet indicates.,C,length and diameter.,head type and colour.,material and head type.
6,921,A factor which determines the minimum space between rivets is the.,B,thickness of the material being riveted.,diameter of the rivets being used.,length of the rivets being used.
6,922,Joggles in removed rivet shanks would indicate partial.,B,torsion failure.,shear failure.,bearing failure.
6,923,A rivet that has 5% magnesium is identified as.,B,anodic violet and has an X.,anodic green and has an X.,natural and has an m.
6,924,Identification of British aluminium alloy rivets is with.,C,a part number on the head.,a letter and number code.,a colour and number stamped on the head.
6,925,"If you can only gain limited access to both sides of a structure, what would you use to repair the structure?.",A,A hylok.,A blind rivet.,A pop rivet.
6,926,"When a solid rivet is formed it only holds 75% of its shear strength, the other 25% comes from.",A,leaving assembly for 4 days to age harden.,heating the completed assembly.,cooling completed assembly.
6,927,A rivet with no marking has the material code.,B,AD.,A.,D.
6,928,Rivet MS20426 has what head type?.,A,CSK.,Universal.,Round.
6,929,What is meant by the term Pitch Ratio?,C,The area of contact between the two sheets of metal when joining by rivets.,The distance between the hole and the edge of the material.,The distance between two holes.
6,930,The length of solid rivets is in graduations of.,A,1/16 inch.,1/8 inch.,1/4 inch.
6,931,"What would be the diameter and length of a solid rivet if the following markings are given, AS 162-408?.",C,"¼ inch dia, ½ inch length.","½ inch dia, 1 inch length.","1/8 inch dia, ½ inch length."
6,932,What would the marking .5 indicate after the normal part number of a solid rivet?.,C,The rivet length in graduations of 1/8 inch.,The diameter of the rivet is half an inch.,Indicates close tolerance rivet.
6,933,What is the pressure range for the Avdel Riveter type F?.,A,60 to 80 psi.,20 to 60 psi.,40 to 60 psi.
6,934,What is the length of the operation stroke of the Avdel Riveter type F?.,A,½ inch.,7/8 inch.,1 inch.
6,935,If a sheet of aluminium alloy of 0.032 and 0.064 is to be joined together the rivet should be.,B,0.032 plus 2D.,0.096 plus 1.5 D.,0.064 plus 1D.
6,936,Where would a pop rivet with a break stem mandrel be used?.,A,In a closed structure.,Where the head can be retrieved.,Any situation calling for a pop rivet.
6,937,A chobert rivet gun may be used.,A,until the end has worn 0.002 inch below nominal diameter.,indefinately.,once only.
6,938,Avdel rivets are closed by.,B,a tapered mandrel.,broaching.,squeezing
6,939,"Countersunk rivets have two angles of countersink, these are.",A,100 - 115 degrees.,125 - 135 degrees.,100 -160 degrees.
6,940,A 'HUCK' rivet is similar in design to a.,C,blind rivet.,dome head rivet.,cherry rivet.
6,941,What material is suitable for riveting steel?.,B,Aluminium alloy.,Monel.,Copper.
6,942,Cadmium plated rivets should not be used where the temperature may exceed.,B,120 °C.,250 °C.,200 °C.
6,943,What rivets should be used with nickel alloy steel?.,C,Aluminium Alloy.,Mild Steel.,Monel.
6,944,What type loads cause the most rivet failures?.,C,Bearing.,Shear,Head.
6,945,Rivet's main strength quality is to resist.,B,tensile loads.,shear loads.,torsion.
6,946,"A plate 10 inches by 5 inches is to be riveted with 3 rows of rivets, with the normal 4D rivet spacing and 2 D edge distance. The rivets are AN460AD4-6. How many rivets are required?.",A,60,52,56
6,947,A new rivet made of aluminium alloy is.,B,anodised with 's'.,anodised with 'x'.,anodised with 'd'.
6,948,What type of heat treatment can be used on DD rivets?.,C,Annealing,Precipitation.,Solution Treatment.
6,949,Cherrymax and Olympic-Lok rivets.,C,utilize a pulling tool for installation.,may be installed with ordinary hand tools.,"utilize a rivet gun, special rivet set, and bucking bar for installation."
6,950,"Hole filling fasteners (for example, MS20470 rivets) should not be used in composite structures primarily because of the.",C,increased possibility of fretting corrosion in the fastener.,difficulty in forming a proper shop head,possibility of causing delamination.
6,951,The dimensions of an MS20430AD-4-8 rivets are.,C,1/8 inch in diameter and 1/2 inch long.,4/16 inch in diameter and 8/32 inch long,1/8 inch in diameter and 1/4 inch long.
6,952,The primary alloying agent of 2024-T36 rivets is indicated by the number.,B,20.,2.,24.
6,953,Most rivets used in aircraft construction have.,B,a raised dot.,dimples.,smooth heads without markings.
6,954,MS20426AD-6-5 indicates a countersunk rivet which has.,B,a shank length of 5/16 inch (excluding head).,an overall length of 5/16 inch.,a shank length of 5/32 inch (excluding head).
6,955,Which rivet may be used as received without further treatment?.,B,2017-T3.,2117-T3.,2024-T4.
6,956,The information on rivet grip length is in which rivet code quadrant?.,B,NW.,SE.,NE
6,957,The NE rivet quadrant gives information on.,A,diameter and manufactured head location.,fastener identity.,head data.
6,958,A square around the NW digit in the quadrant of a fastner would indicate.,C,interference fit fastener.,hi-lock to be used.,fluid tight fastner.
6,959,The four quadrants on a quadrant rivet code system are designated.,C,"N, S, E, W.","top-left, top-right, bottom-left, bottom-right","NW, NE, SE, SW."
6,960,"When replacing a hydraulic pipe, where would you find the correct replacement part?.",A,Parts catalogue.,Maintenance schedule.,Maintenance manual.
6,961,How are flexible hoses categorised?.,A,By maximum pressure.,By diameter.,By length.
6,962,What are the rigid pipes on gas turbine engines made from?.,A,Stainless steel.,Aluminium alloy.,Copper.
6,963,How would you test a hydraulic hose?.,B,Pressure test 2.0 * working pressure.,Pressure test 1.5 * working pressure.,Pressure test 1.0 * working pressure.
6,964,To prevent damage to seals on fitment you would.,B,compress and stretch them.,use a cardboard protector over the threaded portions.,use grease.
6,965,Flexible pipes are identified by.,C,length.,diameter.,material
6,966,A pipe carrying lubricant would be identified by the colour.,B,white.,yellow.,white and yellow.
6,967,Which material is a hydraulic fluid hose made from?.,C,Rubber.,Butyl.,Teflon.
6,968,Hydraulic pipes are made from.,B,1100 or 2020 H14.,annealed steel.,5056 or 7075.
6,969,The continuous coloured line on a hose assembly,B,identifies hose material.,will assist in detection of any twist in an installed hose.,identifies fluid compatibility of hose.
6,970,The storage life of a flexible hose can be up to but not exceeding.,A,5 years.,2 years.,4 years.
6,971,The markings on a flexible hose must include the.,C,internal bore size.,manufacturers name.,date of manufacture.
6,972,When fitting a replacement flexible hose.,B,"use the old one to apply the 'set',",ensure adequate clearance between the hose and the aircraft structure.,always pressure test before fitting.
6,973,MIL-H-5606 hydraulic fluid O-rings are identified with a.,A,blue dot.,yellow dot.,yellow and white dot.
6,974,What type of material would hydraulic pipes on an undercarriage leg or bay be made from?.,A,"Stainless steel, annealed, 14H.","7075, H14.","1100, 2024, in half hard state."
6,975,A metal pipe has a small indentation. What are the limits?.,C,5% internal diameter.,10% of external diameter.,No dent on a bend.
6,976,An aircraft pipe has a number stamped on it. It is the.,C,fluid it is carrying.,aircraft system.,serial number.
6,977,The length of a straight hose assembly is measured.,B,between the outer faces of the union nuts.,between the extremities of the two nipples.,along the coloured line.
6,978,Metal tubing fluid lines are sized by wall thickness and.,C,outside diameter and 1/32 inch increments.,inside diameter and 1/16 inch increments.,outside diameter and 1/16 inch increments.
6,979,"A certain amount of slack must be left in a flexible hose during installation because, when under pressure, it.",B,expands in length and contracts in diameter.,contracts in length and expands in diameter.,expands in length and diameter.
6,980,The term 'cold flow' is generally associated with,B,welding and sheet metal.,rubber hose.,vaporizing fuel.
6,981,Flexible lines must be fitted with a slack.,A,of 5 - 8 % of the length.,of at least 10 - 12 % of the length.,to allow maximum flexing during operation.
6,982,"The material specifications for a certain aircraft require that a replacement oil line be fabricated from3/4 inch, 0.072 5052-0 aluminium alloy tubing. What is the inside dimension of this tubing?.",B,0.688 inch.,0.606 inch.,0.750 inch.
6,983,Flexible hose used in aircraft systems is classified in size according to the.,B,outside diameter.,inside diameter.,wall thickness.
6,984,"Which tubings have the characteristics (high strength, abrasion resistance) necessary for use in a high pressure (3,000 PSI) hydraulic system for operation of landing gear and flaps?.",B,1100-1/2H or 3003-1/2H aluminium alloy.,Corrosion resistant steel annealed 1/4H.,2024-T or 5052-0 aluminium alloy.
6,985,A gas or fluid line marked with the letters PHDAN.,B,"is a high pressure line. The letters mean Pressure High, Discharge at Nacelle.",is carrying a substance which may be dangerous to personnel.,is carrying a substance which cannot be made non-toxic.
6,986,A 3/8 inch aircraft high pressure flexible hose compared to a 3/8 inch metal tubing used in the same system will.,A,have equivalent flow characteristics.,have about the same OD.,usually have interchangeable applications
6,987,How do you assemble a banjo hose?.,C,Put a washer on the outside of the banjo only.,Put a washer on the inside of the banjo only.,Put washer either side of the banjo.
6,1,Which type of hardness test use only the ball indenter?,A,Brinell Test,Vickers Test,Rockwell Test
6,2,"Which definition is true, about Fatiguemeters ?",B,Fatiguq meters may be used to monitor stress levels on specific aircraft structures,Fatigue meters are used to check overall stress levels on aircraft and to monıtor the fatigue history of the aircraft,Their resistance varies proportional to the applied stress loading
6,3,"The British Standards Institute (BS) use a numerical index system to identify the composition of various steels,In the number 10XX , What is the meaning of first and second digits ?",A,Plain carbon steels,Chromium steels,Nickel-chromium steels
6,4,What does “Tenacity” mean?,C,The ability to resist tension forces applied to the metal,The property of being able to be permanently extended by a tensile force,The property of metal to resist deformation when subjected to a tensiile load
6,5,“2330” steel contains more than ……. Nickel ?,B,"0,02","0,03","0,05"
6,6,Which statement about Austenitic true ?,A,Austenitic steels are manufactured by heating the steel mixture above the critical temperature of approximatelt 850⁰C,"Austenitic steel contain a maximum of only 0,02% carbon",Austenitic steels are straight chromium alloys that harden intensely.
6,7,A low carbon steel containing 36% nickel is known as ……. ?,C,Nickel/Chromium steel,Moly steel,Invar steel
6,8,Which is not The main advantages of maraging steels ?,A,Cheaper,Much less distortion during heat treatments,Tougher
6,10,Body-centered cubic lattice exist in ….. ?,C,Molybdenum,Cobalt,Tungsten
6,11,Which charateristics are missing in cast iron materials?,A,High compression strength,Good casting,High tensile strength
6,12,Which statement is true about types of Carburizing,B,Pack carburizing : The object is placed in basket in furnace,Salt bath carburizing : The object is heated to a suitable tempereature and then immersed in a hot,Gas carburizing: The object is sealed in a box containing a charcoal based carbon-rich powder and heated in a furnace
