Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
13,31,Overshoot or go-around mode can be initiated,B,only when autopilot is engaged,after glideslope capture,at any time
13,32,The wheel height at which the approach path has been visually assessed as satisfactory to continue the approach to a landing is known as the,A,decision height,intercept height,alert height
13,33,The International Civil Aviation Organisation weather category 3A is,C,operation down to and along the surface of the runway without external reference,operation down to sixty meters and RVR of 800 meters,operation down to and along the surface of the runway with RVR of 200 meters
13,34,Runway visual range in (RVR) is obtained by,C,information obtained the local Meteorological Office,three sets of instruments at the side of the runway,one set of instruments the threshold of the runway
13,35,A category 3B aircraft using fail operational automatic landing equipment which fail operational control and roll out guidance will have,B,a decision height of about 50 feet,no decision height,a decision height depending upon the RVR
13,36,The purpose of a yaw damper is to,C,assist the aerodynamic response,produce a co-ordinated turn,block the Dutch roll frequency
13,37,"in a triplex system, the detection of a failure of one simplex system will disconnect",B,all channels,the failed system and carry on with an autoland,the failed system and continue with a manual approach
13,38,Stand off errors on localiser approach are washed out by,C,differentiating deviation signal,integrating deviation signal,integrating course error
13,39,With autothrottle selected in the SPEED MODE compatible autopilot modes are,B,VOR ARM and HDG HOLD,IAS HOLD and ALT ARM,V/S and ALT ARM
13,40,Which modes are incompatible,B,VOR + ALTITUDE HOLD,G/S + ALTITUDE HOLD,HDG + V/S HOLD
13,41,To carry out an autopilot check first,B,switch off all power,ensure all control surfaces are unobstructed,switch on NAV receivers
13,42,FAIL PASSIVE means,B,"system self monitors, failure does not affect system","system self monitors, failure does affect system","system is duplicated, failure allows aircraft to continue autoland"
13,43,On the approach the autopilot loses the LOC signal; the aircraft would,C,fly a circle,increase its drift angle,fly parallel to the beam
13,44,The Airworthiness requirements for the autopilot / autoland system are laid down in,A,JAR AWO,CAIPs,BCARs
13,45,VOR capture can be determined by,B,a predetermined level of the course error signal away from the selected radial,is computed from the vectorial summation of the course error and radio deviation signals,a predetermined level of the VOR deviation signal away from the selected radial
13,46,Versine is generated by,B,torque receiver synchros,synchros resolvers,control synchro transformers
13,47,Automatic trim is used to,A,maintain level flight,prevents standing loads on the elevator,allow full authority to be regained by the aileron
13,48,An over station sensor (OSS) is triggered by,B,measured radio deviation,rate of change of radio deviation,rate of change of course
13,49,Synchronisation circuits in autopilots ensure,B,that the trim indicators will read zero prior to engagement,that the autopilot control circuits are at zero demand conditions engagement,that the aircraft will always be returned to straight and level flight when the autopilot is engaged
13,50,In the FMS vertical navigation (V NAV) climb mode the throttles are used for,A,maintaining a computed EPR,controlling to a maximum thrust,correction minor speed deviations
13,51,The GA mode is usually initiated by,B,pressing a button on the control wheel,pressing a button on thrust levers,making a selection on the mode control panel
13,52,On selection of the Turbulence Mode,C,the gain is doubled to reduce oscillation,the gain remains the same but signals are phase advanced,the gain is reduced to prevent stresses to the airframe
13,53,To know the valid data base on the FMS,B,perform a BITE check,call up the relevant page on the CDU,call up the relevant current status
13,54,Co-ordinated autopilot turns are achieved by,A,yaw rate gyro signals,aileron to rudder crossfeed,aileron to elevator crossfeed
13,55,A yaw damper system operates on,C,all yaw frequencies,only mid range frequencies,low range frequencies
13,56,What is the impedance of VOR or HF aerial cables?,C,75 ohms and 25 ohms,25 ohms,50 ohms
13,57,In a vibrator type voltage regulator,A,the resistor is in series with the field,parallel with the field,in series with the voltage coil
13,58,Where does it state what emergency equipment and what levels of emergency equipment should be carried on an aircraft,A,BCAR section A4-8 or A8-4,JAR OPS,Maintenance Manual
13,59,If a section of the emergency floor proximity lights are inoperative,C,the aircraft cannot fly i.e. grounded until the defect is fixed,the aircraft can fly but the section with the problem is not used/ shut off,the aircraft is allowed to fly back to base where the defect can be fixed
13,60,The tail nav light. What angle of divergence should it have?,C,180 degrees,120 degrees,140 degrees
13,61,"When changing the brushes on a DC generator the brushes must be bedded first, this can be done",A,with the generator fitted to the aircraft,the generator taken off the aircraft and bedding done on the bench,at the manufacturers only
13,62,What must be taken into account when measuring the SG or relative density of a lead acid battery?,A,The temperature,The ambient pressure,The ambient humidity
13,63,The polythene coating on a HF antenna wire is provided,A,to prevent precipitation static build up,to prevent the wire from corroding,to prevent the wire from chafing
13,64,Weather radar domes are protected from lightning strikes by,B,the use of special conductive paint,bonding strips,special conducting or non-conducting grease
13,65,An elevator tab moves down,A,to counteract for the aircraft flying nose heavy,to make the nose go down,to counteract for the aircraft flying tail heavy
13,66,The electrolyte in a nicad battery can be checked by checking,A,one cell at a time until all cells are completed,only the end cell as all the others will be the same,any single cell as all the others will be the same
13,67,"in a fly by wire system, pitch and roll control positions are known by using",B,LVDTs for roll control surfaces and RVDTs for pitch control surfaces,LVDTs for roll and pitch control surfaces,RVDTs for roll and pitch control surfaces
13,68,"in a CMC aircraft, flight deck indications and warnings are managed and provided by",C,the central warning computer (CWC),the electronic interface units (EIU),RVDTs for roll and pitch control surfaces
13,69,What type of memory do CMCs have?,B,Volatile,Non-volatile,Hard
13,70,What is the purpose of the tail cone in helicopters?,B,To provide a balance for CofG,To hold the stabilizers and tail rotor,To provide vibration damping to the tail rotor
13,71,An aircraft in climb maintains the same IAS. What is it's true airspeed?,A,Higher than its IAS,Lower than its IAS,The same as its IAS
13,72,The stall margin is controlled by,A,EPR limits,speed bug cursor,angle of attack and flap position
13,73,When can the FMS be engaged with the autothrottle,C,only with the Flight Director selected,With either the Flight Director or the Digital Control System (DFCS) engaged,only after take off
13,74,A full authority Digital Engine Control System (FADEC) consists of,B,electronic engine control unit only,electronic engine control unit and all its sensors,electronic engine control unit and throttle position transmitter
13,75,A FADEC system does not have the following system?,C,An automatic starting capability,Control of thrust reverser operation,Automatic control of engine fire extinguishers
13,76,Which is the correct sequence for an autoland?,B,"Glideslope capture, altitude hold and flare","Localiser capture, glideslope capture, attitude hold and flare","Localiser capture, glideslope capture, flare and attitude hold"
13,77,The wheel height at which the approach path has been visually assessed as satisfactory to continue the approach to a landing is know as the,A,decision height,intercept height,alert height
13,78,The ICAO weather category 3A is,C,operation down to and along the surface of the runway without external reference,operation down to 60 m and 800 m,operation down to and along the surface of the runway with RVR of 200m
13,79,A category 11 facility performance ILS has an intercept height of,B,15 m,60 m,0 m
13,80,The facility performance ILS intersect height is the point,A,where the aeroplane receives the first glide path signal,the localiser and glide path signals cross each other,where the aeroplanes first receives both the localiser and glide path signals
13,81,The average risk of autoland should not contribute a rate of fatal accidents per landing greater than,B,1 x 10-6,1 x 10-7,1 x 10-8
13,82,Before an aeroplane is able to make an automatic landing the,C,ground radio aids must be at least CAT II,ground radio aids must be at CAT III,ILS system must be working
13,83,The overshoot or go around mode is initiated,C,automatically,by a selector on the throttle control panel,by pushing the throttles forward to maximum
13,84,The aeroplanes autopilot is programmed to leave the glide slope at,C,300 ft,the decrab phase,start of flare phase
13,85,Overshoot or go-around mode can be initiated,A,only when the autopilot is engaged,at any time after autoland has been engaged,at any time
13,86,The following modes may be retained when overshoot has been initiated after the selection of autoland,C,ILS localiser an IAS,IAS and glide slope,IAS and steering or heading
13,87,"If go-around has been initiated after autoland has been selected, the aeroplane will",C,increase speed,rotate nose up,increase speed and rotate nose up
13,88,If during autoland the LOC signal is lost at 400 ft in final approach,C,system degrade to CAT II,autoland is continued,go-around is initiated
13,89,The order of autoland approach is,A,"LOC, GS, ATT HOLD, FLARE","GS, LOC, ATT HOLD, FLARE","LOC, GS, FLARE, ATT HOLD"
13,90,Purpose of an autoland decrabbing manoeuvre is to,C,assist with localiser tracking,assist with glide slope tracking,point the aircraft down the runway at touch down
13,91,The effective gain of the glide path receiver,C,is increased as the aircraft descends,remains constant as the aircraft descends,is decreased as the aircraft descends
13,92,"During an automatic landing , the aircraft descent rate is sensed by",B,pitch rate gyros,radio altimeters,vertical accelerometers
13,93,An autopilot with two separate power supplies is,B,fail passive,fail operational,fail redundant
13,94,"on touchdown, auto pilot",A,remains engaged ready for G/A,drives the throttles forward,disconnects after a short time
13,95,When will the decision height aural warning sound,B,at D.H.,before D.H.,after D.H.
13,96,Automatic steering of the aircraft after touch down is affected by,B,the area navigation system,the runway localiser,the airfield marker beacon
13,97,The flare manoeuvre may be controlled by signals from,A,radio altimeter,the glide slope receiver,the localiser receiver
13,98,"A triplex system looses one channel, the system is now,",B,fail passive,fail operational,fail redundant
13,99,A fail passive system in the event of failure will,B,produce a significant out of trim condition,produce no significant out of trim condition,ensure the aircraft can still land automatically
13,100,"A triplex system loses one channel, the system becomes a",B,simplex system,duplex system,dual-dual system
13,101,The two parameters used for category classification are,C,radio height/runway visual range,localiser and glideslope,decision height and runway visual range
13,102,What is the controlling factor in the automatic flare mode?,B,Decision height,Radio altimeter,Glideslope signal
13,103,CAT-3b allows,B,approach land and runway guidance with zero DH and RVR,approach land and RVR in the order of 50 meters,approach land and runway guidance with taxing visibility in the order of 50 meters
13,104,The definition of fail operational is the ability of a system to,B,disconnect and leave the aircraft in trim,continue to control after any first fault,disconnect but leave the aircraft out of trim
13,105,What is added to the flare computation at touchdown?,A,Nose down bias,Nose up bias,No signal
13,106,What controls are used in response to the PVD displays?,C,Ailerons,Throttles,Nosewheel steering or rudder pedals
13,107,The ground run monitor (GRM) presents,B,distance to go,ground speed and distance to go,take off speed and distance to go
13,108,"for a vertical Gyro which is moved in pitch, which gimble would be moved to correct the pitch movement?",B,Lateral,Longitudinal,Normal
13,109,Versine is used in which channel?,A,Pitch,Roll,Yaw
13,110,"With airspeed hold engaged whilst flying with Flight Director engaged, a down command means your speed has",B,increased,decreased,is the same
13,111,A Master Warning is issued when,A,overspeed and low cabin altitude occurs,cargo smoke and a low oil quantity occurs,engine fire and generator trip occurs
13,112,The total static resistance along the length of an aircraft is,A,50 milliohms,1 ohms,"1M - 100,000 ohms"
13,113,In the ATA zoning where is section 100 in on an aircraft,B,in the undercarriage bay including the doors,at the lower section of the cabin up to the pressure bulkhead,at the rear of the fuselage behind the bulkhead
13,114,Sparking in a generator would be caused by,A,low spring tension,bedding of brushes,brushes on the Magnetic Neutral Axis
13,115,Which is the most important part of preventative maintenance on HIRF installations?,A,Visual inspections,Insulation testing,CMC fault indications
13,116,What should be done to a transformer secondary connections which are open circuit?,C,Short the terminals together,Put a set resistance across the terminals,Leave the terminals open circuit
13,117,If a fault is detected during an autoland approach the system will totally disconnect if it is a,C,Triplex system,Duplex system,Simplex system
13,118,"A Glass Reinforced Plastic surface on an aircraft, to reduce the risk of high potential differences would be",A,painted in a conductive paint,painted in a non-conductive paint,bonded to the primary structure
13,119,The VHF aerial resistance and transmission line resistance is,A,50 ohms,20 ohms,20 and 50 ohms respectively
13,120,TAS uses which inputs,C,Pitot and Static,"Pitot and Static, Mach and Temperature",Mach and Temp
13,121,"Other than spoilers, where are speed brakes located?",C,On the wing,Under the Fuselage,Either side of the Fuselage
13,122,"With a trailing edge flap being lowered, due to rising gusts what will happen to the angle of attack?",A,Tend to increase,Tend to decrease,Stay the same
13,123,The Ground Proximity Warning Computer in mode 4 would use which inputs to issue a warning?,B,A low range altimeter and rate of change of low range altimeter,A low range altimeter and configuration of aircraft,A low range altimeter and GPS
13,124,Alert Height is when,B,a decision of whether to land is made,an alert of the altitude of the aircraft is made,an alert of the ground proximity is made
13,125,When downgrading an Autoland system what needs to be done?,B,Placards in the cockpit,An entry in the log book and cockpit placarding,Crew retraining
13,126,TCAS transmits and receives on a frequency of,A,1030 MHz and 1090mhz respectively,1090mhz and 1030mhz respectively,1090 MHz
13,127,When an aircraft is aligned for a compass swing check to be carried out it will be aligned with an error of plus or minus,B,1 degree,3 degree,5 degree
13,128,The quadrantal error in ADF is maximum at a heading of,B,000,45,90
13,129,Circulating currents is caused by an unbalanced,B,DC generators,AC generators,AC & DC generators
13,130,A device used do dump lift from an aircraft is the,A,spoiler,leading edge flaps,trailing edge flaps
13,131,Runway turn of lights have a beam width of,C,10 degree,110 degree,50 degree
13,132,Stall warning will be given at speeds,A,that are higher than stall speed,that are lower than stall speed,at the actual stall speed
13,133,when a helicopter lands how does the pilot signal to the ground staff that it is safe to approach the aircraft?,B,Turning on and off the NAV lights,Turning off the anti-collision lights,Flashing the landing light
13,134,An aircraft will capture the auto land system at,A,1500 ft,2500 ft,3500 ft
13,135,FADEC system gets its power supply from,B,channel A and B from the same windings of a dedicated Generator,channel A and B from separate windings of a dedicated Generator,emergency Batt bus
13,136,Loss of an electrolyte in a battery is due to,A,excessive charging current,insufficient charging current,excessive charging voltage
13,137,An autopilot interlock circuit is to,C,prevent the system engagement if a fault exists,disconnect the system if a fault appears,both a & b
13,138,A rain fall of 5mm/hr is indicated in the WXR by a,B,green colour,amber,red colour
13,139,The international emergency frequency used in VHF Comms is,B,131.55,121.5,118.00
13,140,The electrical A/H has a movement of,C,85 degree in pitch and roll,360 in roll and 110 in pitch,360 in roll and 85 in pitch
13,141,When working on a hydraulic operated flight control it is sensible to,A,remove/disconnect hydraulic power,remove/disconnect electrical power,pull the appropriate CB
13,142,Emergency electronic equipment requirement will be found in,C,CAAIPs,Maintenance Manual,JAR OPS
13,143,When an aircraft is at a height of 9500ft and the QNH is 500 ft what is the distance that VHF Com cover?,B,100 nm,120 nm,140 nm
13,144,"When the VOR ref and Vari phase are in phase quadrature, the aircraft is at the",B,180 degree radial,090 degree radial,275 degree radial
13,145,A unit with two springs and a mass pick off is,A,an accelerometer,a gyroscope,a tachogenerator
13,146,The units of vibration are measured in,C,phons,decibels,relative amplitude
13,147,Magnetic variation is the difference in angle between,A,true north and magnetic north,magnetic heading and aircraft heading,the compass north and magnetic north
13,148,GPWS mode 1 is excessive,C,terrain closure,rate of ascent,rate of descent
13,149,The applied pressure to an ASI varies with the,A,square of the speed,square root of the speed,cube root of the speed
13,150,Temperature compensation is required on an altimeter because of,A,capsule elasticity,capsule shape,non linear pressure/height relationship
13,151,The loss of the vertical gyro signal to the flight director system would cause,B,aircraft to underbank,aircraft to overbank,aircraft to remain in level flight
13,152,The doppler VOR beacon reference signal,A,amplitude modulates the carrier frequency,amplitude modulates the sub carrier frequency,frequency modulates the sub carrier frequency
13,153,During flare mode autothrottle will,A,retard throttles to idle,disconnect autothrottle,select reverse thrust
13,154,As the rotor head is tilted to travel forward what happens to the reward travelling blades pitch angle?,A,Increases,Decreases,No change
13,155,What is the power supply to cabin flow tubes?,C,115v ac,200v ac,High voltage stepped up
13,156,When all three leads of a bonding tester are connected together the output reading is,A,zero,full scale deflection,centre scale
13,157,in a capacitive fuel gauging system an increase in fuel level would,B,increase capacitive reactance,increase capacitance,decrease capacitance
13,158,A vertical structural member forming part or full walls are,A,bulkheads,longerons,frame
13,159,Low electrolyte in a nicad battery is caused by,A,excessive electrical loading,high charge current,low charge current
13,160,To ensure the compass is serviceable before installation you would carry out,B,damping and periodicity checks,damping and pivot friction check,damping and alignment checks
13,161,Suppressor line is required for,C,ATC and DME only,TCAs only,all L band equipments including TCAS
13,162,"A manual trim wheel, when fully moved in the direction of tail",B,the authority of elevators not effected,the up movement authority is effected,the down movement authority is effected
13,163,"If on an ILS approach, LOC signal is lost",B,aircraft continues to descent with an accumulating drift,aircraft descends in a parallel path to runway,aircraft moves in a circle
13,164,IDG output voltage,B,does not require voltage regulation as RPM is constant.,voltage is regulated by GCU,voltage is regulated by IDG
13,165,The over-station sensor is activated by,B,radio deviation signal,rate of radio deviation signal,deviation and course error
13,166,When moving the control column,A,sensors located under the control column produces a signal,sensor located along the control run produces a signal,sensor in the AFCS computer produces a signal
13,167,In the reversed camber horizontal stabilizer as shown,C,the elevator causes tail down movement i.e. increases tail plane down force,there is an increases tail plane up-force,there is an increased tailplane down-force
13,168,Equivalent airspeed is,C,indicated airspeed corrected for IE and PE,rectified airspeed corrected for compressibility,calibrated airspeed corrected for compressibility
13,169,"in an Autoland, autothrottle is disengaged",A,after reverse thrust is applied,after affixed period of the time after landing,manually after landing
13,170,What is the maximum limit of the artificial horizon?,A,85 degrees in pitch and 360 degrees in roll,360 degrees in pitch and roll,85 degrees pitch and 110 degrees in roll
13,171,Acceleration error produces,B,a false indication of left bank,a false indication of right bank,a false indication of climb
13,172,Zone 500 indicates as per ATA 100,B,Door,Left wing,Right wing
13,173,Shock stall,B,is a flap down stall,occurs at high speeds,occurs at low speeds
13,174,Drooping of helicopter blades is compensated by,C,flapping,dragging,centrifugal force
13,175,During a turn,C,left rudder to be used,right rudder to be used,rudder to be maintained in centre position
13,176,Align light flashes during alignment,A,A fault has occurred and system needs to be turned off,It is attracting operators attention,It is indicating progress of alignment
13,177,During decent with power on in a helicopter,B,"lift, drag and thrust are acting on the helicopter","lift, drag, thrust and weight are acting on the helicopter","lift, weight and thrust are acting on the helicopter"
13,178,"to transmit position feedback for actuators of roll and pitch control surfaces, in a fly by wire system",A,LVDT is used hence ensuring interchangeability,LVDT and RVDT are used for pitch and roll,Synchros are used
13,179,The compensator in a fuel tank measures,B,specific gravity of fuel,K value of fuel,fuel quantity
13,180,What is the error signal used for in a fixed angle approach in LOC coupling?entrifugal force,B,Heading and Deviation,Course error and Deviation,"Heading ,Course error and Deviation"
13,181,"in modern aircraft, power distribution of Generators are controlled by",A,BPCU,PCDU (power control distribution unit),SPCU
13,182,As you approach supersonic,A,total drag is increased,lift is reduced,thrust is reduced
13,183,Range resolution is obtained by,B,High PRF,Shorter pulse width,Shorter beam width
13,184,"in weather radar, short range targets are missed by",A,Larger pulse width,Larger beam width,Larger frequency
13,185,When the trailing edge flap is,C,The CP moves forward and the pitching moment changes to nose up,The CP moves forward but the CG does not change,CP move rearward
13,186,During take off if an input to auto throttle is fails,B,Auto throttle disengages,Throttle hold is annunciated,Fail light illuminates
13,187,Flight director command bars indicate,A,Direction in which aircraft is to be manoeuvred,Direction in which aircraft is flying,Direction in which the beacon is
13,188,Mode S has,B,12 address bits,24 address bits,36 address bits
13,189,In a radio altimeter system if you decide to increase the TX cable and RX cable each by 3 inch the total correction factor is,C,In phase,Opposite phase,Phase quadrature
13,190,In a radio altimeter system if you decide to increase the TX cable and RX cable each by 3 inch the total correction factor is,C,3 inch,6 inch,9 inch
13,191,If you momentarily short the two spikes of bonding tester,B,tester reads zero,tester reads full scale,tester would be zero centred
13,192,"for bonding, the two ends of a rubber pipe are joined by",B,a thick metallic bonding strip,a corrugated bonding jumper,a wire attached by terminal legs at both ends
13,193,What is the minimum resistance between all isolated electrostatic conducting parts which may be subjected to appreciable charge and main earth system,C,0.5 ohm,1 ohm,"0.5 Megohm or 100,000 ohm/sq.ft. surface area which ever is less"
13,194,Mach trim in some aircraft assists,A,longitudinal stability,lateral stability,vertical stability
13,195,In case the airplane is wired for dual installation of the Central Maintenance Computers and only one computer is to be installed,A,it must be installed on LH side,it must be installed on RH side,it may be installed either on LH or RH side
13,196,"If the static line is disconnected in the cabin, the Mach meter reading would be",B,higher mach number,lower mach number,not effected
13,197,"in a dual FMC installation, if one FMC is defective",C,one CDU blanks,both CDU blanks,not be affected as automatic transfer takes place
13,198,"While carrying out a leak check of the altimeter, if the static is leaking, the VSI would",B,indicate climb,indicate decent,not be affected
13,199,What is the authority of series actuator on an helicopters autopilot?,A,"0,1","0,5",1
13,200,"in helicopter autopilots, while operating the actuator, the movement of the cockpit control is prevented by",B,synchros attached to the control,a compressed spring attached to the cockpit control,a lock on the cockpit control
13,201,Helicopter blades are,C,highly cambered,reverse cambered,Symmetrical
13,202,The cyclic stick in an helicopter is,C,to the left,to the right,in the centre
13,203,An autopilot computer,A,is more sensitive to ILS than to VOR,is more sensitive to VOR than to ILS,is the same sensitivity for VOR and ILS
13,204,What type of flap is this?,A,Split flap,Fowler flap,Plain flap
13,205,Purpose of the bellcrank is to,B,transmit motion,reverse direction and transmit motion,adjust friction
13,206,Index error is,C,coefficient B,Coefficient P,misalignment of compass lubber line
13,207,Helicopter derives its lift from,A,the blade of the helicopter creates a low pressure above it,rotor acts as a airscrew,air is pushed downward
13,208,A two bladed helicopter rotor on a central gimbal is called,B,rigid rotor,semi rigid rotor,fully articulated rotor
13,209,If the 'Q' feel in a powered control system fails,C,the failed system stops and it remains in this position,the pilot feels air loads higher than normal,the pilot feels air loads lower than normal
13,210,"When the bank angle limit is applied to the autopilot , it means",B,the max aileron angle that can be commanded,the max roll angle that can be demanded by the autopilot,maximum rudder deflection
13,211,Servo tabs,B,enable the pilot to bring the control surface back to neutral,move in such a way as to help move the control surface,provide artificial feel
13,212,Spring Tabs,B,enable the pilot to bring the control surface back to neutral,move in such a way as to help move the control surface,provide artificial feel
13,213,Omega ground stations,A,transmit pulses of CW,carrier modulated by three audio tones,series of CW
13,214,"When secondary stops are utilized in control surfaces, they come in contact",B,before the primary stops,after the primary stops,at the same time as the primary stops
13,215,EICAS indicates,A,engine performance and aircraft system malfunctions,engine performance only,engine performance and aircraft status
13,216,Helicopter cyclic stick is turned to the right,A,rotating aerofoil tilts to the right,pitch operating arms lengthen in one direction and shorten in another,rotating aerofoil tilts to the right
13,217,Magnetic heading errors will be,A,positive if easterly,negative if easterly,negative if northerly
13,218,What will happen with a flux valve in a turn?,B,It moves once the aircraft is established on a new heading,It move as the aircraft moves,It stays fixed on magnetic north
13,219,When will a mode C interrogation be ignored?,A,When the P2 pulse is higher amplitude to P1,When the P2 pulse is antiphase to P1,If P2 is before P1
13,220,A helicopter autopilot uses,A,radio altitude for height hold and barometric altitude for altitude hold,barometric altitude for height hold and radio altitude for altitude hold,barometric altitude for both height and altitude hold
13,221,On an ILS approach what will cause the aircraft to fly onto the beam?,C,Radio deviation,Glideslope deviation,Course deviation
13,222,Which of the following modes does a autopilot go through in correct sequence?,B,"Flare, attitude, rollout","Attitude, flare, rollout","Rollout, attitude, flare"
13,223,"If a helicopter rotor disc is rotating anticlockwise, viewed from above where would a pitch input be fed into the disc to move the helicopter backwards, 90 degrees to what?",B,In front of the lateral axis,Right of the longitudinal axis,Left of the longitudinal axis
13,224,A spring balance control system you,A,can move the control surface on the ground,can move the control surface only by moving the tab,cannot move the control surface on the ground
13,225,Why is a wire HF antenna covered in polythene?,B,To prevent corrosion,To prevent precipitation static,To provide lightning protection
13,226,If a VOR RMI indicates 000 degrees and the course selected is 000 degrees what will the TO/FROM indicator indicate?,C,TO,FROM,Neither
13,227,What does the Radar contour button do?,A,Alter the beam shape,Alter the transmitter power,Alter the video amplifier
13,228,"on a helicopter, what is vortex ring state?",C,Tip vortex interference at high forward speed,Ground vortex interference when hovering close to the ground,Tip vortex build-up during hover
13,229,What controls are used in response to PVD display?,A,Nose wheel steering or rudder pedals,Control wheel,PVD control unit
13,230,DME transponder transmits on receipt,C,of any interrogation,of pilot input command request,of a pair of pulses separated by 12 microseconds
13,231,The best design of a MRB is where the C of P,A,does not move,moves freely along the length of the blade,is insignificant
13,232,The RAD alt electrical length for an helicopter is,C,16ft,12ft,28ft
13,233,Mode S transponders transmits a binary code of,C,12bits,64bits,24bits
13,234,The rotor cone is formed by,B,blade alignment,centrifugal force and lift,centrifugal force only
13,235,Tracking is carried out to_____________the MRB tip path,C,balance,restore,align
13,236,Artificial feel is gained by using a,B,hydraulic damper,spring bias unit,'feel' generator
13,237,The ground run monitor presents information,A,of distance to go and ground speed,duration of ground run,angle of crosstrack on ground
13,238,A mode C transponder,B,can be used for TCAS,cannot be used for TCAS,can be used for TCAS on ILS approach only
13,239,The audio select panel allows the crew to,A,"transmit on one channel, listen on one","transmit on one channel, listen on multiple others","receive on one channel, transmit on multiple others"
13,240,The crew select DH on,C,the altimeter,the DH annunciator panel,the rad alt display
13,241,"When substituting the radio altimeter antenna cables, you should consider",B,power requirements,the speed of propagation of rad alt signal,the diameter of cables
13,242,GPS has,A,"24 satellites, 6 orbits of 4","24 satellites, 4 orbits of 6","27 satellites, 3 orbits of 9"
13,243,Audio select panel voice switch,B,allows voice ident of DME,"cuts ""beeps"" from DME signal",disables DME voice ident
13,244,GPS frequency is,B,1575 GHz,1575 MHz,1525 MHz
13,245,Radio switches are normally,A,"sprung on R/T, latched on I/C","latched on R/T, sprung on I/C","latched on R/T, latched on I/C"
13,246,"on GPWS, with aircraft below 1700ft",A,systems is disabled,no traffic will be shown,all traffic produces aural alert
13,247,Mode S pulses. Which are used?,B,"F1,F2,F4,F5","s1,p1,p3,p4","s1,s2,p1,p2"
13,248,"in a superhet receiver, the advantage of an RF amplifier is",B,it amplifies output stages,it improves signal to noise ratio,it couples noise factors
13,249,Fluorescent tubes for the cabin lighting are powered from,C,115 volts from ac bus,200 volts from ac bus,high voltage produced by transformer ballast units
13,250,The advancing blade of a helicopter is the one moving,C,one moving in direction of relative air flow,highest blade,one moving forward into relative airflow
13,251,"in air speed hold mode, a down displacement of the flight director pitch command bar signifies",B,speed increase,speed decrease,height decrease
13,252,Back beam is captured,A,by manually selecting the back beam mode,this automatically trips the L NAV mode,by manually selecting the L NAV mode
