Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
8,50,Vapour trails from the wingtips of an aircraft in flight are caused by,A,low pressure above the wing and high pressure below the wing causing vortices,high pressure above the wing and low pressure below the wing causing vortices,low pressure above the wing and high pressure below the wing causing a temperature
8,51,Vortex generators on the wing are most effective at,C,high speed,low speed,high angles of attack
8,52,The chord line of a wing is a line that runs from,A,the centre of the leading edge of the wing to the trailing edge,half way between the upper and lower surface of the wing,one wing tip to the other wing tip
8,53, The angle of incidence of a wing is an angle formed by lines,A,parallel to the chord line and longitudinal axis,parallel to the chord line and the lateral axis,parallel to the chord line and the vertical axis
8,54,The centre of pressure of an aerofoil is located,A,30 - 40% of the chord line back from the leading edge,30 - 40% of the chord line forward of the leading edge,50% of the chord line back from the leading edge
8,55,Compressibility effect is,C,drag associated with the form of an aircraft,drag associated with the friction of the air over the surface of the aircraft,the increase in total drag of an airfoil in transonic flight due to the formation of shock
8,56,Lateral control of an aircraft at high angle of attack can be maximized by using,B,fences,vortex generators,wing slots
8,57,Stall strips are always,B,made of metal,on the leading edge of a wing,fitted forward of the ailerons
8,58,Stall strips,A,cause the wing root to stall,cause the wing tip to stall,cause the wings to stall symmetrically
8,59," Due to the interference of the airflow on a high wing aircraft between the fuselage and thewings, the lateral stability of the aircraft in a gusty wind situation will cause
",B,the upper wing to increase its lift,the upper wing to decrease its lift,the lower wing to decrease its lift
8,60,Slats,A,reduce the stall speed,reduce the tendency of the aircraft to Yaw, decrease the aerofoil drag at high speeds
8,61,A high aspect ratio wing will give,C,high profile and low induced drag,low profile and high induced drag,low profile and low induced drag
8,62,Aerofoil efficiency is defined by,A,lift over drag,drag over lift,lift over weight
8,63,"An aircraft banks into a turn. No change is made to the airspeed or angle of attack. What
will happen?
",A,The aircraft enters a side slip and begins to lose altitude,The aircraft turns with no loss of height,The aircraft yaws and slows down
8,64,The relationship between induced drag and airspeed is,B,directly proportional to the square of the speed,inversely proportional to the square of the speed,directly proportional to speed
8,65,What is the definition of Angle of Incidence?,C,The angle the underside of the mainplane or tailplane makes with the horizontal,The angle the underside of the mainplane or tailplane makes with the longitudinal datum line,The angle the chord of the mainplane or tailplane makes with the horizontal
8,66,What is Boundary Layer?,C,Separated layer of air forming a boundary at the leading edge,Turbulent air moving from the leading edge to trailing edge,"Sluggish low energy air that sticks to the wing surface and gradually gets faster until it joins the free stream flow of air_x000D_
8	NULL	67	The normal axis of an aircraft passes through						x	x	x	x	x	x			A	the centre of gravity	a point at the center of the wings	at the centre of pressure_x000D_
8	NULL	68	on a high winged aircraft, what effect will the fuselage have on the up-going wing?						x	x	x	x	x	x			A	The up-going wing will have a decrease in angle of attack and therefore a decrease in"
8,69,"What is the collective term for the fin and rudder and other surfaces aft of the centre of gravity that helps directional stability?
",A,Effective keel surface, Empennage,Fuselage surfaces
8,70,"Temperature above 36,000 feet will",B,decrease exponentially,remain constant,increase exponentially
8,71,A decrease in incidence toward the wing tip may be provided to,C,prevent adverse yaw in a turn,prevent spanwise flow in maneuvers,retain lateral control effectiveness at high angles of attack
8,72,The angle of attack which gives the best L/D ratio,B,decreases with a decrease in density,in unaffected by density changes,increases with a decrease in density
8,73,"for a given aerofoil production lift, where P = pressure and V = velocity:",C,"P1 is greater than P2, and V1 is greater than V2",P1 is less than P2 and V1 is greater than V2,"P1 is greater than P2, and V1 is less than V2"
8,74,Low wing loading,C,"increases stalling speed, landing speed and landing run","increases lift, stalling speed and maneuverability","decreases stalling speed, landing speed and landing run"
8,75,"Due to the change in downwash on an untapered wing (i.e. one of constant chord length) it
will
",B,not provide any damping effect when rolling,tend to stall first at the root,not suffer adverse yaw effects when turning
8,76, True stalling speed of an aircraft increases with altitude,B,because reduced temperature causes compressibility effect,because air density is reduced,because humidity is increased and this increases drag
8,77," As a general rule, if the aerodynamic angle of incidence (angle of attack) of an aerofoil is slightly increased, the centre of pressure will
",B,never move,move forward towards the leading edge,move towards the tip
8,78,"The ""wing setting angle"" is commonly known as",A,angle of incidence,angle of attack,angle of dihedral
8,79,"on a very humid day, an aircraft taking off would require",B,a shorter take off run,a longer take off run,humidity does not affect the take off run
8,80,"an aircraft is flying at 350 MPH, into a head wind of 75 MPH, what will its ground speed be?",B,175 mph,275 mph,200 mph
8,81,When does the angle of incidence change?,C,When the aircraft attitude changes,When the aircraft is ascending or descending,It never changes
8,82,"as the angle of attack decreases, what happens to the centre of pressure?",B,It moves forward,It moves rearwards,Centre of pressure is not affected by angle of attack decrease
8,83,A decrease in pressure over the upper surface of a wing or aerofoil is responsible for,A, approximately 2/3 (two thirds) of the lift obtained,approximately 1/3 (one third) of the lift obtained,approximately 1/2 (one half) of the lift obtained
8,84,Which of the four forces act on an aircraft?,A,"Lift, gravity, thrust and drag","Weight, gravity, thrust and drag","Lift, weight, gravity and drag"
8,85,Which of the following types of drag increases as the aircraft gains altitude?,B,Parasite drag,Induced drag,Interference drag
8,86,"Correcting for a disturbance which has caused a rolling motion about the longitudinal axis would re-establish which of the following?
",A,Lateral stability,Directional stability,Longitudinal stability
8,87,"the layer of air over the surface of an aerofoil which is slower moving, in relation to the
rest of the airflow, is known as
",B,camber layer,boundary layer,none of the above
8,88,What is a controlling factor of turbulence and skin friction?,C,Aspect ratio,Fineness ratio,Counter sunk rivets used on skin exterior
8,89,Changes in aircraft weight,B,will not affect total drag since it is dependant only upon speed,cause corresponding changes in total drag due to the associated lift change,will only affect total drag if the lift is kept constant
8,90,The aircraft stalling speed will,A,increase with an increase in weight,be unaffected by aircraft weight changes since it is dependant upon the angle of attack,only change if the MTMA were changed
8,91,In a bank and turn,C,extra lift is not required,extra lift is not required if thrust is increased,extra lift is required
8,92," To maintain straight and level flight on the aeroplane shown, with a decrease in tail-plane
download the mainplane lift would have to
",B,remain constant,decrease, increase
8,93,"To achieve the maximum distance in a glide, the recommended air speed is",C,as close to the stall as practical,as high as possible with VNE,the speed where the L/D ratio is maximum
8,94, If the C of G is aft of the Centre of Pressure,A,changes in lift produce a pitching moment which acts to increase the change in lift,"when the aircraft sideslips, the C of G causes the nose to turn into the sideslip thus applying a restoring moment	NULL_x000D_
8	NULL	95	Proposing is an oscillatory motion in the						x	x	x	x	x	x			A	pitch plane	roll plane	yaw plane_x000D_
8	NULL	96	Directional stability is maintained						x	x	x	x	x	x			C	by the mainplanes, and controlled by the ailerons	by the tailplane, and controlled by the elevators	by the keel surface and fin, and controlled by the rudder_x000D_
8	NULL	97	Due to the interference effects of the fuselage, when a high wing aeroplane sideslips						x	x	x	x	x	x			B	the accompanying rolling due to keel surface area is destabilizing	the accompanying lift changes on the wings produces a stabilizing effect	the accompanying rolling due to the fin is destabilizing_x000D_
8	NULL	98	The power required in a horizontal turn						x	x	x	x	x	x			A	is greater than that for level flight at the same airspeed	must be the same as that for level flight at the same airspeed	is less than that for level flight at the same airspeed_x000D_
8	NULL	99	A wing mounted stall sensing device is located						x	x	x	x	x	x			A	usually on the under surface	always at the wing tip	always on the top surface_x000D_
8	NULL	100	For an aircraft in a glide						x	x	x	x	x	x			B	thrust, drag, lift and weight act on the aircraft	weight, lift and drag act on the aircraft	weight and drag only act on the aircraft_x000D_
8	NULL	101	The upper part of the wing in comparison to the lower						x	x	x	x	x	x			A	develops more lift	develops the same lift	develops less lift_x000D_
8	NULL	102	What effect would a forward CG have on an aircraft on landing?						x	x	x	x	x	x			A	Increase stalling speed	No effect on landing	Reduce stalling speed_x000D_
8	NULL	103	QNH refers to						x	x	x	x	x	x			C	Quite near horizon	setting the altimeter to zero	setting the mean sea level atmospheric pressure so an altimeter reads the aerodrome altitude above mean sea level",71
8,104,QNE refers to,C,Setting an altimeter to read aerodrome altitude above sea level,Quite new equipment,"setting the mean sea level atmospheric pressure in accordance with ICAO standard atmosphere i.e. 1013 millibars_x000D_
8	NULL	105	An aspect ratio of 8 would mean						x	x	x	x	x	x			A	span 64, mean chord 8	mean chord 64 , span 8	span squared 64 ,chord 8_x000D_
8	NULL	106	If an aircraft in level flight loses engine power it will						x	x	x	x	x	x			B	pitch nose up	pitch nose down	not change pitch without drag increasing_x000D_
8	NULL	107	QFE is						x	x	x	x	x	x			B	sea level pressure	airfield pressure	difference between sea level and airfield pressure_x000D_
8	NULL	108	The lift /drag ratio at stall						x	x	x	x	x	x			B	increases	 decreases	is unchanged_x000D_
8	NULL	109	 On a straight unswept wing, stall occurs at						x	x	x	x	x	x			A	the thick portion at the wing root	the thick portion at the wing tip	the thin portion at the wing tip_x000D_
8	NULL	110	During a climb from a dive						x	x	x	x	x	x			B	the thrust required is greater than required for level flight	the thrust required is lower than for level flight	_x000D_
8	NULL	111	When power is off, the aircraft will pitch						x	x	x	x	x	x			A	nose down	nose up	trim level_x000D_
8	NULL	112	Angle of attack on a down going wing in a roll						x	x	x	x	x	x			A	increases	decreases	 unaffected_x000D_
8	NULL	113	For any given speed, a decrease in aircraft weight, the induced drag will						x	x	x	x	x	x			B	increase	decrease	remain the same_x000D_
8	NULL	114	The amount of lift generated by a wing is						x	x	x	x	x	x			A	greatest at the root	greatest at the tip	constant along the span_x000D_
8	NULL	115	Induced Drag is	x	x	x	x	x							x		C	 greatest towards the wing root and downwash is greatest at the tip	greatest towards the wing tip and downwash is greatest towards the root	greatest towards the tip and downwash decreases from tip to root_x000D_
8	NULL	117	With an increase in aircraft weight	x	x	x	x	x							x		C	Vmd will be at the same speed	Vmd will be at a lower speed	Vmd will be at a higher speed_x000D_
8	NULL	118	For a given IAS an increase in altitude will result in	x	x	x	x	x							x		B	no change in the value of induced drag	an increase in induced drag	an increase in profile drag_x000D_
8	NULL	119	As the angle of attack of a wing is increased in level flight	x	x	x	x	x							x		B	the Cof G moves aft and the Cof P forward	the Cof P and transition point move forward	the Cof P moves forward and the stagnation point aft over the upper surface_x000D_
8	NULL	120	Stall inducers may be fitted to a wing						x	x	x	x	x	x			C	at the tip to cause the root to stall first	at the root to cause the tip to stall first	at the root to cause the root to stall first_x000D_
8	NULL	121	With increasing altitude pressure decreases and	x	x	x	x	x							x		B	temperature decreases at the same rate as pressure reduces	temperature decreases but at a lower rate than pressure reduces	temperature remains constant to 8000 ft_x000D_
8	NULL	122	The Centre of Pressure is	x	x	x	x	x							x		A	the point on the chord line at which the resultant lift force may be said to act	the point of maximum pressure on the under surface of the wing	the centre of gravity of the wing_x000D_
8	NULL	123	If the angle of attack is increased the Centre of Pressure will	x	x	x	x	x							x		A	move forward	move rearward	remain stationary_x000D_
8	NULL	124	The optimum angle of attack of an aerofoil is the angle at which						x	x	x	x	x	x			C	the aerofoil produces maximum lift	the aerofoil produces zero lift	the highest lift/drag ratio is produced_x000D_
8	NULL	125	A high aspect ratio wing has a						x	x	x	x	x	x			B	increased induced drag	decreased induced drag	decreased skin friction drag_x000D_
8	NULL	126	Minimum total drag of an aircraft occurs						x	x	x	x	x	x			B	at the stalling speed	when profile drag equals induced drag	when induced drag is least_x000D_
8	NULL	127	If the weight of an aircraft is increased, the induced drag at a given speed						x	x	x	x	x	x			A	will increase	will decrease	will remain the same_x000D_
8	NULL	128	The transition point on a wing is the point where						x	x	x	x	x	x			B	the flow separates from the wing surface	 the boundary layer flow changes from laminar to turbulent	the flow divides to pass above and below the wing_x000D_
8	NULL	129	The boundary layer of a body in a moving airstream is						x	x	x	x	x	x			C	a thin layer of air over the surface where the air is stationary	a layer of separated flow where the air is turbulent	a layer of air over the surface where the airspeed is changing from free stream speed to zero speed"
8,130,A laminar boundary layer will produce,B,more skin friction drag than a turbulent one,less skin friction drag than a turbulent one,the same skin friction drag as a turbulent one
8,131,Longitudinal stability is given by,C,the fin,the wing dihedral,the horizontal tailplane
8,132,Lateral stability is given by,B,the aileron,the wing dihedral,the horizontal tailplane
8,133,Stability about the lateral axis is given by,B,wing dihedral,the horizontal tailplane,the ailerons
8,134,Sweepback of the wings will,A,increase lateral stability,decrease lateral stability,not affect the lateral stability
8,135,Dutch Roll is,A,a combined rolling and yawing motion,a type of slow roll,primarily a pitching instability
8,136,A high wing position gives,A,more lateral stability than a low wing,less lateral stability than a low wing,the same lateral stability as a low wing
8,137,On an aircraft in an unpowered steady speed descent,C,the lift equals the weight,the weight equals the drag,the weight equals the resultant of the lift and drag
8,138,When an aircraft rolls to enter a turn and power is not increased,C,the lift equals the weight,the lift is greater than the weight,the lift is less than the weight
8,139,The boundary layer is,B,thickest at the leading edge,thickest at the trailing edge,constant thickness from leading to trailing edges
8,140,The amount of thrust produced by a jet engine or a propeller can be calculated using,B,Newton’s 1st law,Newton’s 2nd law,Newton’s 3rd law
8,141,An engine which produces an efflux of high speed will be,B,more efficient,less efficient,speed of efflux has no affect on the engine efficiency
8,142,"When an aircraft with a C of G forward of the C of P rolls, the nose of the aircraft will",C,stay level, rise,drop
8,143,Directional stability may be increased with,C,pitch dampers,horn balance,yaw dampers
8,144,Lateral stability may be increased with,A,increased lateral dihedral,increased lateral anhedral,increased longitudinal dihedral
8,145,Longitudinal stability is increased if the,C,CP moves forward of the CG,Thrust acts on a line below the total drag,CG is forward of the CP
8,146,Wing loading is calculated by weight,A,divided by gross wing area,divided by lift,multiplied by gross wing area
8,147,Induced drag is,A,inversely proportional to the square of speed,proportional to speed,nothing to do with speed
8,148,"In a bank, the weight is",A,increased,decreased,the same
8,149,L/D ratio is,B,higher at supersonic cruise speed,higher at sub sonic speed,the same
8,150,The power required at low altitude for a given IAS is,C,the same as at high altitude, higher, lower
8,151, If the stall speed is 75 knots what is the same stall speed in mph,B,75 x 0.87,75 / 0.87,75 / 0.87 x relative density
8,152,As the angle of attack increases the stagnation point,B,moves towards the upper surface,moves towards the lower surface,does not move
8,153,The term pitch-up is due to,C,compressibility effect,ground effect,longitudinal instability
8,154,"In a steady climb at a steady IAS, the TAS is",A,more than IAS,less than IAS,the same
8,155,An untapered wing will,C,have no yaw effect in banking,have no change in induced drag in the bank,stall at the root first
8,156,"With the ailerons away from the neutral, induced drag is",C,unchanged but profile drag is higher,higher on the lower wing plus profile drag increases,higher on the upper wing plus profile drag increases
8,157,The lift drag ratio is,B,higher at mach numbers above supersonic,higher at sub sonic mach numbers,the same
8,158,The force opposing thrust is,A,drag,lift, Weight
8,159,Directional stability is about the,A,normal axis,longitudinal axis,lateral axis
8,160,Lateral stability is about the,A,longitudinal axis,normal axis,vertical axis
8,161,All the lift can be said to act through the,A,centre of pressure,centre of gravity,normal axis
8,162,Longitudinal stability is provided by the,A,horizontal stabilizer,vertical stabilizer,mainplane
8,163,The concept of thrust is explained by,B,Newton’s 1st law,Newton’s 3rd law,Bernoulli’s theorem
8,164,The camber of an aerofoil section is,A,the curvature of the median line of the aerofoil,the angle of incidence towards the tip of a wing,the angle which the aerofoil makes with the relative airflow
8,165,If the aircraft turns and side-slips,B,the sweepback of the wing will correct the sideslip,the dihedral of the wing will correct the sideslip, the keel surface will correct the sideslip
8,166,Movement of an aircraft about its lateral axis,A,is pitching,is rolling, is yawing
8,167,Induced drag,C,is caused by skin friction,results from disturbed airflow in the region of mainplane attachments,is associated with the lift generated by an aerofoil
8,168,The centre of pressure is,A,"the point on the chord line through which the total resultant lift force on the aerofoil	NULL	NULL_x000D_
8	NULL	169	At what altitude is tropopause	x	x	x	x	x							x		B	63,000 ft.	36,000 ft.	57,000 ft._x000D_
8	NULL	170	What approximate percentage of oxygen is in the atmosphere	x	x	x	x	x							x		B	0,12	0,21	0,78_x000D_
8	NULL	171	Which has the greater density	x	x	x	x	x							x		A	air at low altitude	air at high altitude	it remains constant_x000D_
8	NULL	172	As air flows over the upper cambered surface of an aerofoil, what happens to velocity and
pressure?
	x	x	x	x	x							x		C	Velocity decreases, pressure decreases	Velocity increases, pressure increases	Velocity increases, pressure decreases_x000D_
8	NULL	173	What is the force that tends to pull an aircraft down towards the earth?	x	x	x	x	x							x		C	Drag	Thrust	Weight_x000D_
8	NULL	174	Which of the following act in opposition to forward movement?	x	x	x	x	x							x		C	Lift	Gravity	 Drag_x000D_
8	NULL	175	The angle at which the chord line of the aerofoil is presented to the airflow is known as	x	x	x	x	x							x		A	angle of attack	angle of incidence	resultant_x000D_
8	NULL	176	The imaginary straight line which passes through an aerofoil section from leading edge
to trailing edge is called
	x	x	x	x	x							x		C	centre of pressure	the direction of relative airflow	the chord line_x000D_
8	NULL	177	What is the angle between the chord line of the wing, and the longitudinal axis of the
aircraft, known as
	x	x	x	x	x							x		B	angle of attack	angle of incidence	angle of dihedral_x000D_
8	NULL	178	An aircraft disturbed from its normal flight path, and automatically returns to that normal						x	x	x	x	x	x			A	 aircraft stability	aircraft instability	aircraft stall_x000D_
8	NULL	179	Directional control is provided by	x	x	x	x	x							x		B	horizontal stabilizer	 rudder	 elevator_x000D_
8	NULL	180	About which axis of the aircraft does a rolling motion take place?	x	x	x	x	x							x		B	Normal axis	Longitudinal axis	Lateral axis_x000D_
8	NULL	181	Which motion happens about the lateral axis?	x	x	x	x	x							x		A	 Pitching	 Yawing	Rolling_x000D_
8	NULL	182	Wing tip vortices create a type of drag known as						x	x	x	x	x	x			B	form drag	induced drag	profile drag_x000D_
8	NULL	183	Which of the following describes the “Empennage”?						x	x	x	x	x	x			B	Nose section of an aircraft, including the cockpit	Tail section of the aircraft, including fin, rudder, tail plane and elevators	The wings, including the ailerons_x000D_
8	NULL	184	At what altitude does stratosphere commence approximately?						x	x	x	x	x	x			C	Sea level	63,000 ft	36,000 ft_x000D_
8	NULL	185	When an aircraft is in straight and level unaccelerated flight, which of the following is
correct?
						x	x	x	x	x	x			A	Lift and weight are equal, and thrust and drag are equal	Lift greater than weight, and thrust greater than drag	Lift greater than weight, and thrust is less than drag_x000D_
8	NULL	186	 As the angle of attack is increased (up to the stall point), which of the following is
correct?
						x	x	x	x	x	x			C	Pressure difference between top and bottom of the wing increases	Lift increases	Both a) and b) are correct_x000D_
8	NULL	187	The fin gives stability about which axis?						x	x	x	x	x	x			B	Lateral axis	Normal axis	Longitudinal axis_x000D_
8	NULL	188	What is the horizontal movement of the nose of the aircraft called?						x	x	x	x	x	x			C	Rolling movement	 Pitching movement	Yawing movement_x000D_
8	NULL	189	What type of drag, depends on the smoothness of the body, and surface area over which the air flows?
						x	x	x	x	x	x			C	Parasite drag	Form drag	Skin friction drag_x000D_
8	NULL	190	if the nose of the aircraft is rotated about its lateral axis, what is its directional
movement?
						x	x	x	x	x	x			C	Turning to the left or right	Rolling or banking to the left or right	Climbing or diving_x000D_
8	NULL	191	When air flow velocity over an upper cambered surface of an aerofoil decreases, what
takes place?
						x	x	x	x	x	x			A	Pressure increases, lift decreases	Pressure increases, lift increases	Pressure decreases, lift increases_x000D_
8	NULL	192	When an aircraft stalls						x	x	x	x	x	x			C	lift and drag increase	lift increases and drag decreases	lift decreases and drag increases_x000D_
8	NULL	193	Wing loading is						x	x	x	x	x	x			B	the maximum all up weight multiplied by the total wing area	the maximum all up weight divided by the total wing area	the ratio of the all up weight of the aircraft to its basic weight_x000D_
8	NULL	194	An aircraft wing with an aspect ration of 6:1 is proportional so that						x	x	x	x	x	x			B	the mean chord is six times the thickness	the wing span is six times the mean chord	the wing area is six times the span_x000D_
8	NULL	195	Upward and outward inclination of a mainplane is termed						x	x	x	x	x	x			B	sweep	 dihedral	 stagger_x000D_
8	NULL	196	The function of an aircraft fin						x	x	x	x	x	x			A	is to provide stability about the normal axis	is to provide directional control	is to provide straight airflow across the rudder_x000D_
8	NULL	197	Movement of an aircraft about its normal axis						x	x	x	x	x	x			C	is pitching	is rolling	is yawing_x000D_
8	NULL	198	A pressure of one atmosphere is equal to	x	x	x	x	x							x		A	14.7 psi	100 millibar	1 inch Hg._x000D_
8	NULL	199	The millibar is a unit of						x	x	x	x	x	x			C	atmospheric temperature	pressure altitude	barometric pressure_x000D_
8	NULL	200	 With an increase in altitude under I.S.A. conditions the temperature in the troposphere	x	x	x	x	x							x		B	increases	decreases	remains constant_x000D_
8	NULL	201	Which of the following forces act on an aircraft in level flight?	x	x	x	x	x							x		B	Lift, thrust, and weight	Lift, thrust, weight, and drag	Lift, drag, thrust_x000D_
8	NULL	202	When an aircraft is banked, the horizontal component of the lift	x	x	x	x	x							x		A	will tend to make the aircraft follow a circular path	will oppose the tendency of the aircraft to follow a circular path	will oppose the weight thus requiring more total lift in the turn_x000D_
8	NULL	203	If, after a disturbance, an aeroplane initially returns to its equilibrium state	x	x	x	x	x							x		B	it has neutral stability	it has static stability and may be dynamically stable	it is neutrally unstable_x000D_
8	NULL	204	Stability of an aircraft is	x	x	x	x	x							x		A	the tendency of the aircraft to return to its original trimmed position after having been",51,29
8,205,With reference to altimeters QFE is,A,"setting aerodrome atmospheric pressure so that an altimeter reads zero on landing and	NULL	NULL_x000D_
8	NULL	206	Under the ICAO “Q” code there are which three settings?	x	x	x	x	x							x		A	QFE, QNH, QNE	QEF, QNH, QEN	QE, QN, QQE_x000D_
8	NULL	207	Wing loading is	x	x	x	x	x							x		A	GROSS WEIGHT divided by GROSS WING AREA	WING AREA x WING CHORD	the ultimate tensile strength of the wing_x000D_
8	NULL	208	The three axes concerned with stability of an aircraft have	x	x	x	x	x							x		B	normal axis through C of G. Lateral axis - wing tip to wing tip. Longitudinal axis - nose to tail but not through C of G",68,91
8,209,A barometer indicates,A,pressure, density, temperature
8,210,If an aircraft returns to a position of equilibrium it is said to be,C,negatively stable,neutrally stable,positively stable
8,211,The pendulum effect on a high wing aircraft,A,increases lateral stability,decreases lateral stability,has no effect on lateral stability
8,212,The amount of water vapour in the air (humidity holding capacity of the air) is,B,"greater on a colder day, and lower on a hotter day",greater on a hotter day and lower on a colder day,doesn't have a significant difference
8,213,Weight is equal to,B,volume x gravity,mass x acceleration,mass x gravity
8,214,Induced Drag,C,increases with an increase in speed,reduces with an increase in angle of attack,increases with increase in aircraft weight
8,215,Airflow over the upper surface of the wing generally,A,flows towards the root,flows towards the tip,flows straight from leading edge to trailing edge
8,216,"with an increase in aspect ratio for a given ISA, induced drag will",C,remain constant,increase,reduce
8,217,With increasing altitude the angle at which a wing will stall,A,remains the same,reduces,increases
8,218,"If the density of the air is increased, the lift will",A, increase, decrease,remain the same
8,219,All the factors that affect the lift produced by an aerofoil are,C,"angle of attack, air density, velocity, wing area","angle of attack, air temperature, velocity, wing area","angle of attack, velocity, wing area, aerofoil shape, air density"
8,220,A wing section suitable for high speed would be,C,thick with high camber,thin with high camber,thin with little or no camber
8,221,The induced drag of an aircraft,C,increases with increasing speed,increases if aspect ratio is increased,decreases with increasing speed
8,222,As the speed of an aircraft increases the profile drag,A,increases,decreases,decreases at first then increase
8,223,The stagnation point on an aerofoil is the point where,C,the suction pressure reaches a maximum,the boundary layer changes from laminar to turbulent,the airflow is brought completely to rest
8,224,"After a disturbance in pitch, an aircraft continues to oscillate at constant amplitude. It is",B,longitudinally unstable,longitudinally neutrally stable,laterally unstable
8,225,On an aircraft with an all-moving tailplane nose up pitch is caused by,B,increasing tailplane incidence,decreasing tailplane incidence,up movement of the trim tab
8,226,The stalling of an aerofoil is affected by the,B, airspeed,angle of attack,transition speed
8,227,What gives the aircraft directional stability?,A,Vertical stabilizer,Horizontal stabilizer, Elevators
8,228,The most fuel efficient of the following types of engine is the,C, rocket,turbo-jet engine,turbo-fan engine
8,229,The quietest of the following types of engine is the,C, rocket,turbo-jet engine,turbo-fan engine
8,230,Forward motion of a glider is provided by,B,the engine,the weight,the drag
8,231,Profile drag consists of what drag types?,A,"Form, skin friction and interference","Form, induced and skin friction","Form, induced and interference"
8,232,An aircraft in straight and level flight is subject to,B,zero load factor,a load factor of 1,a load factor of 1⁄2
8,233,Aspect ratio is given by the formula,B,Mean Chord,Span USpanU,Area USpanU
8,234,on a high wing aircraft in a turn,B,the up going wing loses lift which has a de-stabilizing effect,the down going wing gains lift causing a stabilizing effect,the down going wing loses lift causing a de-stabilizing effect
8,235,Which condition is the actual amount of water vapour in a mixture of air and water?,C,Relative humidity,Dew point,Absolute humidity
8,237, The ISA,B,is taken from the equator,is taken from 45 degrees latitude,assumes a standard day
