Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
4,169,"In the Boolean algebra statement below, the gate described is F = A.B.C.",B,Nand.,And.,Nor.
4,170,"Infinite gain, infinite input impedance and zero output impedance is characteristic of a.",C,Class B amp.,Class A amp.,Op amp.
4,171,What is meant by a bistable circuit?.,A ,The circuit has 2 stable states and will stay in which one it is put.,The circuit has 1 stable state and it can be negative or positive.,The circuit has 2 stable states and will stay in both at the same time.
4,172,What does the output voltage of an op-amp depend upon?.,C,The op amp bandwidth.,The gain of the op-amp.,The resistors in the circuit.
4,173,What type of gate is an OR gate with both inverted inputs and inverted outputs?.,C,NAND gate.,NOR gate.,AND gate.
4,174,Diodes connected in parallel would act like an.,B,an NAND gate.,an AND gate.,an OR gate.
4,175,The output of the circuit shown will be.,B,-15 V.,0 V.,+30 V.
4,176,The voltage supply to a Complimentary Metal Oxide Semiconductor (CMOS) integrated circuit must be.,B,0 V is 5 V DC.,3V to 18V DC.,3V to 15V AC.
4,177,This is a diagram of a.,A ,differentiator.,adder.,İntegrator.
4,178,This is a diagram of a.,A ,integrator.,adder.,differentiator.
4,179,How are the pins numbered on an op-amp IC?.,B,from left to right from the dot.,counter clockwise from the dot.,clockwise from the dot.
4,180,On an integrated circuit the hole in the top left corner is pin 1. The pins are counted.,C,clockwise.,from left to right.,anticlockwise.
4,181,A single integrated circuit Op Amp has how many pins?.,B,7,8,4
4,182,What is the output of the amplifier shown?,A ,5V.,3V.,0V.
4,183,A logic circuit with more than one gate will have.,B,2 or more outputs.,one of 2 states of logic output.,an analogue output.
4,184,Components on an integrated circuit are.,A ,on the surface.,in the solid.,don't need them.
4,185,A VLS IC has.,A ,"more than 10,000 gates.",less than 1000 gates.,more than 1000 gates.
4,186,A momentary input at the reset input of a flip flop will.,A ,reset the true output to 0.,clock in new data from the data inputs.,reset the true output to 1.
4,187,Which type of flip flop has only 1 data input?.,B,JK.,D.,RS.
4,188,When you use an op amp as a buffer it has.,B,low input impedance and high output impedance.,high input impedance and low output impedance.,the same input an output
4,189,What is required for the switching of a monostable multivibrator?.,A ,One trigger pulse to both switch on and off.,One trigger pulse to switch on and two trigger pulses to switch off.,One trigger pulse to switch on and another to switch off.
4,190,An astable multivibrator is a.,C,one which requires no input whatsoever.,one which requires an input to switch on and off.,free running vibrator.
4,191,Op amps use what power supply?.,B,26 VAC.,5-15 VDC.,26 VDC.
4,192,"A device which has a high input impedance, low output impedance and high voltage gain is a.",A ,Op-Amp.,Class A amp.,Class B amp.
4,193,"In an integrated circuit, the components are mounted by.",C,a three dimensional process with no connections between them required.,wires connecting them using conformal coating.,metal oxide film etched onto the surface.
4,194,"In an integrated circuit, the components are inserted.",B,automatically.,by doping in successive layers.,manually.
4,195,"In an electronic circuit with an operational amplifier connected in the push-pull configuration, the circuit.",A ,utilizes both sides of the input signal.,decreases impedance.,blocks half of the input signal.
4,196,Pin 3 on an op-amp has a + symbol. This designates.,B,positive input DC pin.,non-inverting input.,positive offset null.
4,197,The semiconductor substrate used in 'chips' is most commonly.,A ,silicon.,phiidide.,germanium.
4,198,An integrated circuit is manufactured by.,A ,doping impurities into layers of intrinsic material.,etching copper tracks onto an insulating board.,"computer hardware, which use individual circuits on ribbon."
4,199,A monostable vibrator.,A ,is switched on by a trigger pulse then within a pre-set time will eventually return to its original state.,uses a trigger pulse to turn on and the same pulse to turn off,uses one pulse to turn on and another to turn off.
4,200,The negative feedback for an op-amp integrator is connected across a.,C,resistor.,inductor.,capacitor.
4,201,The input resistance to an inverting op-amp is 100 Ohms. The feedback resistance is 100 kilohms. What is the amplifier gain?,C,1000,1/1000.,-1000
4,202,"In an integrated circuit, active, passive and connecting components are.",C,connected by fine gold wires.,mounted on the outside of the solid block.,embedded within the solid block.
4,425,Which Op-amp is not terminal? ,C,Inverting İnput,Non-inverting input,Gate Input
4,426,What is the ideal Op-amp input impedance values should be?,B,Zero Value,Infinite value,Middle value
4,427,The given characteristics of the ideal Op-amp which is incorrect?,A ,Zero input impedanse,Infinite gain (open-loop gain),Zero output impedance
4,428,"In a differantial amplifier, R1= R = Rƒ =Rg Inverting input +5V and non-inverting input +6V. What is the value Vout ?
",B,-1V,+1V,+2V
4,429,What type of Op-amp circuit is shown in the Picture?,A ,Inverting Op-amp,Non-inverting Op-amp,Differantial Op-amp
4,430,What is the purpose of on inverting Op-amp correct?,C,The output signal will be 0° out of phase regarding to the input signal,The output signal will be 90° out of phase regarding to the input signal.,The output signal will be 180° out of phase regarding to the input signal
4,431,"In a non-inverting Op-amp Rƒ = 2kΩ and Rin=1kΩ.If the input voltage at Vin İS+2V, Vout=?",B,4V,6V,8V
4,432,Which of the following incorrect?,B,Inverting Op-amp circuit input signal (-) is applied to the terminal.,Non-ınverting Op-amp circuit input signal (-) is applied to the terminal.,Voltage follower OP circuit input signal (+) is applied to the terminal.
4,433,Which statement about the voltage follower OP is incorrect?,C,Vout = Vin,Used as a buffer amplifier,Zin = 0Ω
4,434,Which of the following characteristics matches to the shown circuit?,A ,High frequency- low amplification,High frequency- higy amplification,Low frequency- low amplification
4,435,What type of OP circuit is shown in the picture?,B,Integrator,Differantiator,Smihmitt trigger
4,436,What is the purpose of a comparator OP circuit incorrect?,A ,"V1> V2,Vout =-Vs","V1> V2,Vout =+VS","V1<V2,VOUT= -VS"
4,437,Integrator OP is the circuit which filters?,C,Band-Pass Filter,Band- Stop Filter,Low Pass Filter
4,438,Differentiator OP is the circuit which filters?,B,Band-Pass Filter,High Pass Filter,Band- Stop Filter
4,439,What is the value  VOUT?(R1= R2 = R3 =Rƒ),A ,-6 V,+ 6 V,-12 V
